id,dataset,priority_bucket,replacement_count,suggestion_notes,qwen25_v4_correct,qwen3_v4_correct,qwen25_v3_to_v4_change,qwen3_v3_to_v4_change,current_banglish_clean,auto_suggested_banglish_clean,reviewed_banglish,quality_label,review_notes
benqa_10th-Math-II_0347,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"cos\left ( - \frac{35\pi}{6} \right ) er man kot?
A. - \frac{\sqrt{3}}{2}
B. - \frac{1}{2}
C. \frac{1}{2}
D. \frac{\sqrt{3}}{2}
Answer with only A, B, C, or D.","cos\left ( - \frac{35\pi}{6} \right ) er man koto?
A. - \frac{\sqrt{3}}{2}
B. - \frac{1}{2}
C. \frac{1}{2}
D. \frac{\sqrt{3}}{2}
Answer with only A, B, C, or D.",,,
benqa_10th-Math-II_0357,benqa,lower_priority,1,konoti->konti (1),False,True,same_wrong,same_correct,"\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konoti?
A. -0.225
B. -0.1125
C. 0.01125
D. 0.225
Answer with only A, B, C, or D.","\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konti?
A. -0.225
B. -0.1125
C. 0.01125
D. 0.225
Answer with only A, B, C, or D.",,,
benqa_10th-Physics_0036,benqa,lower_priority,1,kot->koto (1),True,True,same_correct,same_correct,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota kot oyat? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.","70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms^{-2}]
A. 3500
B. 1400
C. 228.67
D. 0.14
Answer with only A, B, C, or D.",,,
benqa_10th-Physics_0045,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,gain,"kon nirdisht bhorer kono bostur beg dwigun korole gotishokti kot gun hobe?
A. charogun
B. dwigun
C. ordhek
D. soman
Answer with only A, B, C, or D.","kon nirdisht bhorer kono bostur beg dwigun korole gotishokti koto gun hobe?
A. charogun
B. dwigun
C. ordhek
D. soman
Answer with only A, B, C, or D.",,,
benqa_10th-Physics_0055,benqa,lower_priority,1,korote->korte (1),True,True,same_correct,same_correct,"panite santar katar somoy kon badha otikrom korote hoy?
A. sthiti ghorshon
B. goti ghorshon
C. abort ghorshon
D. probahi ghorshon
Answer with only A, B, C, or D.","panite santar katar somoy kon badha otikrom korte hoy?
A. sthiti ghorshon
B. goti ghorshon
C. abort ghorshon
D. probahi ghorshon
Answer with only A, B, C, or D.",,,
benqa_10th-Physics_0150,benqa,lower_priority,1,konoti->konti (1),True,False,same_correct,same_wrong,"konoti skelar rashi?
A. beg
B. druti
C. soron
D. tworon
Answer with only A, B, C, or D.","konti skelar rashi?
A. beg
B. druti
C. soron
D. tworon
Answer with only A, B, C, or D.",,,
benqa_10th-Physics_0280,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"tamar rodhokotb konoti?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.","tamar rodhokotb konti?
A. 1.6 \times 10^{-8}\Omega m
B. 1.68 \times 10^{-8}\Omega m
C. 2.44 \times 10^{-8}\Omega m
D. 5.5 \times 10^{-8}\Omega m
Answer with only A, B, C, or D.",,,
benqa_12th-Biology-II_0128,benqa,lower_priority,1,konoti->konti (1),True,False,same_correct,same_wrong,"shbasokendr mostishker je ongshe thake- i. ponos ii. serebelam iii. medula obolonggata nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","shbasokendr mostishker je ongshe thake- i. ponos ii. serebelam iii. medula obolonggata nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,,
benqa_12th-Biology-II_0203,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone sohayota kore iii. kopar, jingk, parod o toksin podarth nishkashit kora nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone sohayota kore iii. kopar, jingk, parod o toksin podarth nishkashit kora nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,,
benqa_12th-Biology-II_0247,benqa,lower_priority,1,kot->koto (1),True,False,same_correct,same_wrong,"P \rightarrow DdEe \times ddEE uddipoke ullikhit kros dwara muk o bodhir sontan hobar sombhabona kot?
A. 25%
B. 50%
C. 75%
D. 100%
Answer with only A, B, C, or D.","P \rightarrow DdEe \times ddEE uddipoke ullikhit kros dwara muk o bodhir sontan hobar sombhabona koto?
A. 25%
B. 50%
C. 75%
D. 100%
Answer with only A, B, C, or D.",,,
benqa_12th-Biology-I_0042,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"saikaser prodhan mul nosht hooyar fole- i. osthanik mul srishti hoy ii. Anabaena dwara akrant hoy iii. er akriti samudrik probaler mot hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.","saikaser prodhan mul nosht hooyar fole- i. osthanik mul srishti hoy ii. Anabaena dwara akrant hoy iii. er akriti samudrik probaler mot hoy nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii, o iii
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-II_0013,benqa,lower_priority,1,konoti->konti (1),True,False,same_correct,same_wrong,"ghumer oushodh hisebe byobohrit hoy konoti?
A. foromalodihaid
B. asitalodihaid
C. pyaralodihaid
D. metalodihaid
Answer with only A, B, C, or D.","ghumer oushodh hisebe byobohrit hoy konti?
A. foromalodihaid
B. asitalodihaid
C. pyaralodihaid
D. metalodihaid
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-II_0294,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"benojiner karbon-karbon dwi-bondhon kon orobitaroler odhikromone srishti hoy? i. sp^{2} - sp^{2} ii. p - p iii. sp^{2} - sp^{3} nicher konoti sothik?
A. i
B. iii
C. i o ii
D. ii o iii
Answer with only A, B, C, or D.","benojiner karbon-karbon dwi-bondhon kon orobitaroler odhikromone srishti hoy? i. sp^{2} - sp^{2} ii. p - p iii. sp^{2} - sp^{3} nicher konti sothik?
A. i
B. iii
C. i o ii
D. ii o iii
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-II_0305,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"27^oC tapomatray O_2 er RMS man kot?
A. 453.23 ms^{-1}
B. 463.34 ms^{-1}
C. 473.45 ms^{-1}
D. 483.56 ms^{-1}
Answer with only A, B, C, or D.","27^oC tapomatray O_2 er RMS man koto?
A. 453.23 ms^{-1}
B. 463.34 ms^{-1}
C. 473.45 ms^{-1}
D. 483.56 ms^{-1}
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-I_0028,benqa,lower_priority,1,kot->koto (1),True,False,same_correct,same_wrong,"1% NaOH droboner pH kot?
A. 0.8
B. 13.4
C. 13.2
D. 1
Answer with only A, B, C, or D.","1% NaOH droboner pH koto?
A. 0.8
B. 13.4
C. 13.2
D. 1
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-I_0140,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er drabyota gunofol kot hobe?
A. 3.7\times 10^{-13}
B. 2.048\times 10^{-10}
C. 3.7\times 10^{-12}
D. 2.048\times 10^{-11}
Answer with only A, B, C, or D.","CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er drabyota gunofol koto hobe?
A. 3.7\times 10^{-13}
B. 2.048\times 10^{-10}
C. 3.7\times 10^{-12}
D. 2.048\times 10^{-11}
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-I_0218,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"panir onute \angle HOH er man kot?
A. 120^{\circ}
B. 109^{\circ}
C. 107^{\circ}
D. 104.5^{\circ}
Answer with only A, B, C, or D.","panir onute \angle HOH er man koto?
A. 120^{\circ}
B. 109^{\circ}
C. 107^{\circ}
D. 104.5^{\circ}
Answer with only A, B, C, or D.",,,
benqa_12th-Chemistry-I_0260,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"bhinegare kot shotangsh pani bidyoman?
A. 6%
B. 15%
C. 70%
D. 90%
Answer with only A, B, C, or D.","bhinegare koto shotangsh pani bidyoman?
A. 6%
B. 15%
C. 70%
D. 90%
Answer with only A, B, C, or D.",,,
benqa_12th-Math-II_0230,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"5 ekok durotbe A o B bindute kriyarot 9 ebong 5 ekok maner somantoral bolodboy- i. osodrish hole lobdhir man 4 ekok ii. sodrish ebong lobdhi C bindute kriyarot hole BC = \frac{45}{14} ekok iii. sodrish hole lobdhir man 14 ekok nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","5 ekok durotbe A o B bindute kriyarot 9 ebong 5 ekok maner somantoral bolodboy- i. osodrish hole lobdhir man 4 ekok ii. sodrish ebong lobdhi C bindute kriyarot hole BC = \frac{45}{14} ekok iii. sodrish hole lobdhir man 14 ekok nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,,
benqa_12th-Math-I_0120,benqa,lower_priority,1,konoti->konti (1),False,True,same_wrong,same_correct,"(3, -4) bindugami ebong x-oksher somantoral sorolorekhar somikoron konoti?
A. y - 3 = 0
B. y + 3 = 0
C. y - 4 = 0
D. y + 4 = 1
Answer with only A, B, C, or D.","(3, -4) bindugami ebong x-oksher somantoral sorolorekhar somikoron konti?
A. y - 3 = 0
B. y + 3 = 0
C. y - 4 = 0
D. y + 4 = 1
Answer with only A, B, C, or D.",,,
benqa_12th-Math-I_0202,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"\int \frac{cosx}{\sqrt{sinx}} dx = kot?
A. 2\sqrt{cosx} + c
B. 2\sqrt{sinx} + c
C. \frac{1}{2} \sqrt{cosx} + c
D. \frac{1}{2} \sqrt{sinx} + c
Answer with only A, B, C, or D.","\int \frac{cosx}{\sqrt{sinx}} dx = koto?
A. 2\sqrt{cosx} + c
B. 2\sqrt{sinx} + c
C. \frac{1}{2} \sqrt{cosx} + c
D. \frac{1}{2} \sqrt{sinx} + c
Answer with only A, B, C, or D.",,,
benqa_12th-Math-I_0310,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"\frac{d}{dx}(log_{10}x) er man konoti?
A. \frac{1}{x}
B. \frac{1}{x}log_{10}e
C. \frac{1}{x}log_{e}10
D. log_{10}e
Answer with only A, B, C, or D.","\frac{d}{dx}(log_{10}x) er man konti?
A. \frac{1}{x}
B. \frac{1}{x}log_{10}e
C. \frac{1}{x}log_{e}10
D. log_{10}e
Answer with only A, B, C, or D.",,,
benqa_12th-Math-I_0383,benqa,lower_priority,1,kot->koto (1),True,True,same_correct,same_correct,"\frac{d}{dx} (log_{5}x) = kot?
A. \frac{1}{x}
B. \frac{1}{x}log_{e}5
C. \frac{1}{5 lnx}
D. \frac{1}{x ln5}
Answer with only A, B, C, or D.","\frac{d}{dx} (log_{5}x) = koto?
A. \frac{1}{x}
B. \frac{1}{x}log_{e}5
C. \frac{1}{5 lnx}
D. \frac{1}{x ln5}
Answer with only A, B, C, or D.",,,
benqa_12th-Physics-II_0131,benqa,lower_priority,1,konoti->konti (1),True,False,same_correct,same_wrong,"tharmomitir mul somikoron nicher konoti?
A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}
B. \frac{\theta - \theta_{ice}}{N} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}
C. \frac{N}{\theta - \theta_{ice}} = \frac{X_{steam} - X_{ice}{X_{\theta} - X_{ice}}}
D. \frac{\theta - \theta_{ice}}{N} = \frac{X_{steam} - X_{ice}}{X_{\theta} - X_{ice}}
Answer with only A, B, C, or D.","tharmomitir mul somikoron nicher konti?
A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}
B. \frac{\theta - \theta_{ice}}{N} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}
C. \frac{N}{\theta - \theta_{ice}} = \frac{X_{steam} - X_{ice}{X_{\theta} - X_{ice}}}
D. \frac{\theta - \theta_{ice}}{N} = \frac{X_{steam} - X_{ice}}{X_{\theta} - X_{ice}}
Answer with only A, B, C, or D.",,,
benqa_12th-Physics-I_0079,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"porom shuny tapomatra konoti?
A. 273^{\circ}C
B. 0^{\circ}C
C. -273^{\circ}C
D. -373^{\circ}C
Answer with only A, B, C, or D.","porom shuny tapomatra konti?
A. 273^{\circ}C
B. 0^{\circ}C
C. -273^{\circ}C
D. -373^{\circ}C
Answer with only A, B, C, or D.",,,
benqa_12th-Physics-I_0106,benqa,lower_priority,1,konoti->konti (1),False,True,same_wrong,same_correct,"nicher konoti shuny doshar somotuly?
A. \pi/2
B. \pi
C. 3\pi/2
D. 2\pi
Answer with only A, B, C, or D.","nicher konti shuny doshar somotuly?
A. \pi/2
B. \pi
C. 3\pi/2
D. 2\pi
Answer with only A, B, C, or D.",,,
benqa_12th-Physics-I_0133,benqa,lower_priority,1,konoti->konti (1),True,False,same_correct,same_wrong,"\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konoti?
A. 3PV = 2RT
B. 2PV = \frac{1}{3} RT
C. 2PV = 3RT
D. \frac{PV}{RT}=\frac{2}{3}
Answer with only A, B, C, or D.","\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konti?
A. 3PV = 2RT
B. 2PV = \frac{1}{3} RT
C. 2PV = 3RT
D. \frac{PV}{RT}=\frac{2}{3}
Answer with only A, B, C, or D.",,,
benqa_8th-Science_0014,benqa,lower_priority,1,konoti->konti (1),True,True,same_correct,same_correct,"animiya roger lokshon- i. ojon kome jaoya ii. khaoyay oniha iii. durbol laga nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.","animiya roger lokshon- i. ojon kome jaoya ii. khaoyay oniha iii. durbol laga nicher konti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,,
benqa_8th-Science_0078,benqa,lower_priority,1,kot->koto (1),False,True,same_wrong,same_correct,"alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyomer bibhedotol borabor jay. ekshetre protisoron koner man kot?
A. 0^{\circ}
B. 32^{\circ}
C. 90^{\circ}
D. 180^{\circ}
Answer with only A, B, C, or D.","alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyomer bibhedotol borabor jay. ekshetre protisoron koner man koto?
A. 0^{\circ}
B. 32^{\circ}
C. 90^{\circ}
D. 180^{\circ}
Answer with only A, B, C, or D.",,,
