queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
493,benqa_ext_12th-Chemistry-II_0018,,"torit bishleshone konoti age charjomukt hobe?
A. Pt^{2+}
B. Cu^{2+}
C. Cd^{2+}
D. Mn^{2+}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
494,benqa_ext_12th-Chemistry-II_0021,,"adorsh panir DO porisima kot?
A. 2-4 mg\L
B. 4-8 mg\L
C. 8-10 mg\L
D. 10-12 mg\L
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
495,benqa_ext_12th-Chemistry-II_0026,,"0.15M HCl droboner ghonomatra ppm ekoke kot?
A. 3.65
B. 1500
C. 3650
D. 5475
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
496,benqa_ext_12th-Chemistry-II_0027,,"kon ayonoti sohoje charjomukt hobe?
A. Cu^{2+}
B. H^{+}
C. Au^{3+}
D. Ag^{+}
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
497,benqa_ext_12th-Chemistry-II_0034,,"Zn/Zn^{2+} ebong Ag/Ag^{+} toritodbarer jaron bibhob jothakrome + 0.76V ebong -0.769V hole, torit koshotir mot bibhob kot?
A. \text{+ 1.529V}
B. \text{+ 0.779V}
C. \text{+ 0.039V}
D. \text{- 1.529V}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
498,benqa_ext_12th-Chemistry-II_0038,,"S_{N}2 bikriyar boishishty hochchhe- i. polar draboke e koushol dekha jay ii. ek dhape somponn hoy iii. sokriyotar krom: CH_{3}X > 1\degree RX > 2\degree RX > 3\degree RX nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
499,benqa_ext_12th-Chemistry-II_0039,,"proman obosthay 9.0 g panite haidrojen poromanu thake?
A. 6.023 \times 10^{23}
B. 3.0115 \times 10^{23}
C. 6.023 \times 10^{21}
D. 12.046 \times 10^{23}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
500,benqa_ext_12th-Chemistry-II_0047,,"0.05M glukoj droboner ghonomatra ppm ekoke kot hobe?
A. 900
B. 4500
C. 9000
D. 18000
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
501,benqa_ext_12th-Chemistry-II_0048,,"brainer torit bishleshon korole ki utoponn hoy?
A. NaCl
B. NaHCO_{3}
C. NaOH
D. NaClO
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
502,benqa_ext_12th-Chemistry-II_0053,,"joib jouge moul shonaktokoroner jony kon poriksha byobohar kora hoy?
A. ayodoform poriksha
B. karbiloojamin poriksha
C. beyar poriksha
D. lesain poriksha
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
503,benqa_ext_12th-Chemistry-II_0057,,"Cr_{2}O_{7}^{2-} + H^{+} + Fe^{2+} \rightarrow ei bikriyay- i. Cr_{2}O_{7}^{2-} bijarit hoy ii. Fe^{2+} jarit hoy iii. 6 ti ilekotron sthanantorit hoy nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
504,benqa_ext_12th-Chemistry-II_0060,,"konoti panir osthayi khorotar jony dayi?
A. CaCO_{3}
B. AlCl_{3}
C. Mg(HCO_{3})_{2}
D. FeSO_{4}
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
505,benqa_ext_12th-Chemistry-II_0077,,"nimner bikriyay kototi ilekotron adan prodan hoy? 2Na_{2}S_{2}O_{3} + I_[2} \rightarrow Na_{2}S_{4}O_{6} + 2NaI
A. 2
B. 3
C. 4
D. 6
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
506,benqa_ext_12th-Chemistry-II_0094,,"konoti poromoshuny tapomatra?
A. 0^oC
B. 25^oC
C. 273K
D. -273^oC
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
507,benqa_ext_12th-Chemistry-II_0100,,"somoayoton 0.1 M NaOH ebong 0.1 H_{2}SO_{4} droboner prokriti ki hobe?
A. niropeksh
B. ubhodhormi
C. omliy
D. kshariy
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
508,benqa_ext_12th-Chemistry-II_0109,,"5H_{2}C_{2}O_{4} + 2KMnO_{4} + 3H_{2}SO_{4} \rightarrow 10C_{2} + 2MnSO{4} + 8H_{2}O + K_{2}SO_{4} uddipoker bikriyay kot mol ilekotron adan-prodan hoyechhe?
A. 2
B. 5
C. 6
D. 10
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
509,benqa_ext_12th-Chemistry-II_0110,,"5H_{2}C_{2}O_{4} + 2KMnO_{4} + 3H_{2}SO_{4} \rightarrow 10C_{2} + 2MnSO{4} + 8H_{2}O + K_{2}SO_{4} bikriyatite- i. H_{2}SO_{4} ekoti jarok ii. KMnO_{4} e Mn er jaron man = +7 iii. H_{2}C_{2}O_{4} bijarok podarth nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
510,benqa_ext_12th-Chemistry-II_0118,,"Zn/Zn^{2+} (E\degree = 0.76V) anod hole nimner konoti kyathodorupe byobohar kora jabe?
A. Co/Co^{2+} (E\degree = +0.28V)
B. Mg/Mg^{2+} (E\degree = +2.36V)
C. Ca/Ca^{2+} (E\degree = +2.87V)
D. Al/Al^{3+} (E\degree = +1.66V)
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
511,benqa_ext_12th-Chemistry-II_0121,,"22g CO_{2} er jony adorsh gyas somikoron konoti?
A. 2PV = RT
B. PV = 2RT
C. PV = 22RT
D. PV = RT
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
512,benqa_ext_12th-Chemistry-II_0130,,"kon jouge kloriner jaron man sorbochch?
A. HClO
B. HClO_2
C. HClO_{3}
D. HClO_{4}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
513,benqa_ext_12th-Chemistry-II_0135,,"1 mol gyaser gotishokti hochchhe-
A. \frac{3RT}{N_A}
B. \frac{3nRT}{2}
C. \frac{3R}{N_A}
D. \frac{3RT}{2}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
514,benqa_ext_12th-Chemistry-II_0144,,"alokiner sadharon songket konoti?
A. C_nH_{2n+2}
B. C_nH_{2n+1}
C. C_nH_{2n}
D. C_nH{2n-2}
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
515,benqa_ext_12th-Chemistry-II_0145,,"SATP te tapomatra kot kelobhin?
A. 273
B. 278
C. 293
D. 298
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
516,benqa_ext_12th-Chemistry-II_0157,,"konoti niukliofail-
A. H_{2}O
B. AlCl_{3}
C. BF_{3}
D. SO_{3}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
517,benqa_ext_12th-Chemistry-II_0160,,"torit bishloshonokale nicher kon ayonoti age charjomukt hobe?
A. NO_{3}^{-}
B. Cl^{-}
C. SO_{4}^{2-}
D. OH_{-}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
518,benqa_ext_12th-Chemistry-II_0161,,"naitrailer karyokori mulok konoti?
A. \text{- NO_{2}}
B. \text{- NC}
C. \text{- CN}
D. \text{- NH_{2}}
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
519,benqa_ext_12th-Chemistry-II_0164,,"khaddo loboner joliy drobonoke torit bishleshon korole kyathode kon gyasoti mukt hoy?
A. O_{2}
B. N_{2}
C. Cl_{2}
D. H_{2}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
520,benqa_ext_12th-Chemistry-II_0167,,"R - CONH_{2} + Br_{2} + KOH \rightarrow 'X' (prodhan utopad 'X' jougoti holo-
A. alokohol
B. amin
C. alodihaid
D. ithar
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
521,benqa_ext_12th-Chemistry-II_0173,,"praimari amin shonaktokorone byobohrit hoy-
A. CHCl_{3} + KOH
B. Br_{2} + KOH
C. Cu(OH)_2 + NaOH
D. KMnO_{4} + KOH
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
522,benqa_ext_12th-Chemistry-II_0179,,"ithin o ithainer parthokyokorone byobohrit drobon- i. [Ag(NH_{3})_2]NO_{3} ii. [Cu(NH_{3})_2]Cl iii. Br_{2} + CCl_4 nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
523,benqa_ext_12th-Chemistry-II_0191,,"3H_{2}S + 2HNO_{3} \rightarrow 2NO + 3S + 4H_{2}O bikriyatite H_{2}S er bhumika ki?
A. taitrant
B. taitret
C. jarok
D. bijarok
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
524,benqa_ext_12th-Chemistry-II_0206,,"anothraisin onute \pi (pai) ilekotron songkhya kot?
A. 6
B. 10
C. 14
D. 16
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
525,benqa_ext_12th-Chemistry-II_0213,,"RMgX + CH_{3}COCH_{3} \rightarrow A \xrigharrow[H^{+}]{H_{2}O} B; B jougoti ki?
A. joib esid
B. 3\degree alokohol
C. 2\degree alokohol
D. 1\degree alokohol
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
526,benqa_ext_12th-Chemistry-II_0215,,"nicher konoti niukliofail?
A. CH_{3}CH_{2}OH
B. FeCl_{3}
C. SO_{3}
D. BF_{3}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
527,benqa_ext_12th-Chemistry-II_0224,,"mithail red er born poribortoner pH sima-
A. 10 - 4
B. 10 - 8
C. 7 - 4
D. 1 - 3
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
528,benqa_ext_12th-Chemistry-II_0234,,"grin haus gyaser modhye nimner konoti bayumondole sobocheye beshi thake?
A. CO_{2}
B. CH_{4}
C. O_{3}
D. CFC
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
529,benqa_ext_12th-Chemistry-II_0239,,"CH_{3} - CH_{2} - COONa + NaOH \xrigharrow[\Delta]{CaO} A + Na_{2}CO_{3} uddipoker 'A' jougoti-
A. propen
B. propin
C. biuten
D. ithen
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
530,benqa_ext_12th-Chemistry-II_0246,,"A + O_{3} \xrightarrow{CCl_{4}} B \xrightarrow{H_{2}O/Zn} 2CH_{3}CHO uddipoker bikriyay 'Zn' byobohar na korole ki utoponn hoy?
A. H - COOH
B. H - CHO
C. CH_{3} - CH_{2} - OH
D. CH_{3} - COOH
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
531,benqa_ext_12th-Chemistry-II_0248,,"proman haidrojen toritodbarer bibhober man kot?
A. 0.0 V
B. \text{1.34 V}
C. \text{+ 1.00 V}
D. \text{+ 1.76 V}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
532,benqa_ext_12th-Chemistry-II_0259,,"daltoner angshik chap sutr projojy kon kshetre?
A. F{2}, H_{2}
B. CH_{4}, Cl_{2}
C. NH_{3}, HCl
D. N_{2}, O_{2}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
533,benqa_ext_12th-Chemistry-II_0262,,"konoti niukliofail?
A. AlCl_{3}
B. FeCl_{3}
C. BF_{3}
D. H_{2}O
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
534,benqa_ext_12th-Chemistry-II_0268,,"mithail orenjer born poribortoner pH sima kot?
A. 7-10
B. 3-5
C. 5-8
D. 10-12
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
535,benqa_ext_12th-Chemistry-II_0271,,"proman drobon konoti?
A. 1.0 M H_{2}SO_{4}
B. 1.0 g H_{2}SO_{4}
C. 1.0 m H_{2}SO_{4}
D. 1.0 mol H_{2}SO_{4}
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
536,benqa_ext_12th-Chemistry-II_0283,,"WHO kortrik onumodit paniy joler pH man-
A. 6.5-8.5
B. 6.5-9.2
C. 4.5-9.5
D. 4.5-9.8
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
537,benqa_ext_12th-Chemistry-II_0284,,"konotite ekoi sathe alokohol o esider karyokori mulok bidyoman?
A. oksalik esid
B. lyakotik esid
C. myaleyik esid
D. fiumarik esid
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
538,benqa_ext_12th-Chemistry-II_0308,,"proman obosthay 10 cm^3 NH_{3} gyaser bhor kot?
A. 5.583\times 10^{-3}g
B. 6.589\times 10^{-3}g
C. 7.589\times 10^{-2}g
D. 7.589\times 10^{-3}g
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
539,benqa_ext_12th-Chemistry-II_0330,,"S_{N}1 bikriyay- i. bikriya dhap duti ii. sokriyotar kroy- 3\degree RX > 2\degree RX > 1\degree RX > CH_{3}X iii. bikriya har hyalojeno aloken o niukliofail ubhoyer upor nirbhoshil nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
540,benqa_ext_12th-Chemistry-II_0339,,"joib jouge -COOH mulok shonaktokorone nicher konoti byobohrit hoy?
A. FeCl_{3}
B. AgNO_{3}
C. NaHCO_{3}
D. NaNO_{3}
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
541,benqa_ext_12th-Chemistry-II_0341,,"fyarader sutr projojy- i. ilekotroner charj gononay ii. dhatur poriman nirnoye iii. torit bishleshy poribahir kshetre nicher konoti sothik?
A. i o ii
B. ii o iii
C. i o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
542,benqa_ext_12th-Chemistry-II_0355,,"STP te 3.2g ekoti gyas 2.24 litar ayoton dokhol korole gyasoti hote pare-
A. Cl_{2}
B. CO_{2}
C. N_{2}
D. O_{2}
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
543,benqa_ext_12th-Chemistry-II_0366,,"bikriyakale omliy KMnO_{4} er kendriy poromanu koyoti ilekotron grohon kore?
A. 2
B. 3
C. 4
D. 5
Answer with only A, B, C, or D.",,Chemistry-II,D,ai_assisted_review_pass_v1,
544,benqa_ext_12th-Chemistry-II_0367,,"uddipoker stopokork khule dile (A + B) mishroner mot chap kot hobe?
A. 535.80 mm(Hg)
B. 765.45 mm(Hg)
C. 612.36 mm(Hg)
D. 1148.17 mm(Hg)
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
545,benqa_ext_12th-Chemistry-II_0371,,"chaper sathe gyaser ayotoner poriborton hoy konotite?
A. boyeler sutr
B. charloser sutr
C. abhogedrar sutr
D. grahamer sutr
Answer with only A, B, C, or D.",,Chemistry-II,A,ai_assisted_review_pass_v1,
546,benqa_ext_12th-Chemistry-II_0377,,"0.25 M H_{2}SO_{4} er ghonomatra ppm ekoke kot hobe?
A. 24600
B. 24500
C. 24400
D. 24300
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
547,benqa_ext_12th-Chemistry-II_0385,,"paniy jole WHO onumodit TDS er sorbochch man kot?
A. 10 ppm
B. 100 ppm
C. 500 ppm
D. 6000 ppm
Answer with only A, B, C, or D.",,Chemistry-II,C,ai_assisted_review_pass_v1,
548,benqa_ext_12th-Chemistry-II_0389,,"(i) HNO_{3} + HCO_{3}^{-} \rightleftharpoons H_{2}CO_{3} + NO_{3}^{-} (ii) HCO_{3}^{-} + H_{2}O \rightleftharpoons H_{3}O^{+} + CO_{3}^{2-} uddipok onusare ubhodhormi podarth konoti?
A. HCl
B. HCO_{3}^{-}
C. H_{2}O
D. H_{3}O^{+}
Answer with only A, B, C, or D.",,Chemistry-II,B,ai_assisted_review_pass_v1,
549,benqa_ext_10th-Math_0005,,"x + y = 2, xy = 1 hole (x - y)^{2} er man kot?
A. 0
B. 2
C. 6
D. 8
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
550,benqa_ext_10th-Math_0012,,"0.\dot{3} \dot{3} er sadharon bhognangsh konoti?
A. \frac{33}{100}
B. \frac{33}{90}
C. \frac{33}{99}
D. \frac{30}{90}
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
551,benqa_ext_10th-Math_0015,,"0.000060302 songkhyatir adorsh rup konoti?
A. 0.60302 \times 10^{-4}
B. 6.0302 \times 10^{-5}
C. 60.302 \times 10^{-6}
D. 603.02 \times 10^{-7}
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
552,benqa_ext_10th-Math_0019,,"kono britter sporshok o sporshobindugami byasadher modhyoborti kon kot?
A. 45\degree
B. 60\degree
C. 90\degree
D. 180\degree
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
553,benqa_ext_10th-Math_0027,,"x^{2} - 1 + 2y - y^{2} er ekoti utopadok nicher konoti?
A. x+y-1
B. x+y+1
C. y-x+1
D. x-y-1
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
554,benqa_ext_10th-Math_0028,,"(x + y)^{2} er sathe kot jog korole jogofol hobe (x - y)^{2}?
A. -4xy
B. 4xy
C. -2xy
D. 2xy
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
555,benqa_ext_10th-Math_0036,,"\sin A = \sqrt{(2)^{-1}} hole, secA er man kot?
A. 0
B. 1
C. \frac{2}{\sqrt{3}}
D. \sqrt{2}
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
556,benqa_ext_10th-Math_0050,,"sthulokoni tribhujer porikendr kothay obosthit?
A. brihottor bahur upor
B. kshudrotor bahur upor
C. tribhujer obhyontore
D. tribhujer bohirbhage
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
557,benqa_ext_10th-Math_0067,,"britter ghurnon protisomotar matra kot?
A. 0
B. 1
C. 2
D. osim
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
558,benqa_ext_10th-Math_0084,,"\log_{p} 324 = 4 hole, p = kot?
A. 1
B. 2\sqrt{3}
C. 3\sqrt{2}
D. 81
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
559,benqa_ext_10th-Math_0085,,"(x - 4)^{2} = 0 somikoroner mul kototi?
A. 1
B. 2
C. 3
D. 4
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
560,benqa_ext_10th-Math_0089,,"2\sqrt{2}x^{3} + 125 er utopadoke bishleshit rup nicher konoti?
A. (\sqrt{2}x + 5) (2x^{2} - 5\sqrt{2}x + 25)
B. (\sqrt{2}x - 5) (2x^{2} + 5\sqrt{2}x + 25)
C. (\sqrt{2}x + 5) (2x^{2} + 5\sqrt{2}x + 25)
D. (\sqrt{2}x - 5) (2x^{2} - 5\sqrt{2}x + 25)
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
561,benqa_ext_10th-Math_0098,,"ekoti somobrittobhumik beloner bhumir byasardh 3 se.mi. ebong uchchota 5 se.mi. . belonotir- i. bhumir poridhi 3\pi ghon se.mi. ii. bhumir kshetrofol 9\pi ghon se.mi. iii. bokrotole kshetrofol 30\pi ghon se.mi. nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
562,benqa_ext_10th-Math_0105,,"nicher tinoti rekhangsher doirghy deoya holo. kon kshetre tribhuj ongkon kora sombhob?
A. 3 se.mi., 4 se.mi., 5 se.mi.
B. 4 se.mi., 5 se.mi., 10 se.mi.
C. 5 se.mi., 6 se.mi., 8 se.mi.
D. 8 se.mi., 3 se.mi., 9 se.mi.
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
563,benqa_ext_10th-Math_0107,,"ekoti droby 20% kshotite bikroy kora holo. bikroyomuly o kroyomulyer onupat kot?
A. 01:05
B. 04:05
C. 06:05
D. 05:04
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
564,benqa_ext_10th-Math_0115,,"\log_{36} 6 + \log_{\sqrt{6}} 6 = kot?
A. \frac{1}{\sqrt{6}}
B. 1
C. 2\frac{1}{2}
D. 5
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
565,benqa_ext_10th-Math_0125,,"\cosec \theta \sqrt{\sec^{2} \theta - 1} = ?
A. \sec \theta
B. \cos \theta
C. \sin \theta
D. \tan \theta
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
566,benqa_ext_10th-Math_0140,,"kono britter upochape ontolikhit kon nicher konoti?
A. sukshmokon
B. sthulokon
C. somokon
D. sorolokon
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
567,benqa_ext_10th-Math_0150,,"\tan (\theta - 30\degree) = \sqrt{3} hole \sin \theta er man kot?
A. 0
B. \frac{1}{2}
C. \frac{\sqrt{3}}{2}
D. 1
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
568,benqa_ext_10th-Math_0158,,"a+b = 6, a-b= 4 hole- i. a^{2} - b^{2} = 24 ii. a^{2} + b^{2} = 26 iii. 4ab = 20 nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
569,benqa_ext_10th-Math_0159,,"ekoti somobahu tribhujer porisima 12 se.mi. hole kshetrofol kot borg se.mi.
A. 36\sqrt{3}
B. 4\sqrt{3}
C. 3\sqrt{3}
D. \sqrt{3}
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
570,benqa_ext_10th-Math_0163,,"brittosth samontorik ekoti-
A. rombos
B. borg
C. ayot
D. trapijiyam
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
571,benqa_ext_10th-Math_0174,,"25% labhe kroyomuly o bikroyomulyer onupat kot?
A. 01:04
B. 04:03
C. 05:04
D. 04:05
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
572,benqa_ext_10th-Math_0197,,"\log_{3}\left ( \sqrt[3]{3}.\sqrt{3} \right ) = kot?
A. \frac{1}{6}
B. \frac{5}{6}
C. \frac{1}{3}
D. \frac{2}{3}
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
573,benqa_ext_10th-Math_0199,,"y^{2} = \sqrt{7}y somikoroner somadharon set nicher konoti?
A. \{0, -\sqrt{7}\}
B. \{\sqrt{7}\}
C. \{0, \sqrt{7}\}
D. \{0, 7\}
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
574,benqa_ext_10th-Math_0207,,"somobrittobhumik beloner bhumir byasardh 3 se.mi ebong uchchota 7 se.mi hole er bokrotoler kshetrofol kot?
A. 131.95 borg se.mi
B. 188.50 borg se.mi
C. 197.95 borg se.mi
D. 395.84 borg se.mi
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
575,benqa_ext_10th-Math_0215,,"nicher konoti x^{3} - 2x^{2} - 5x + 6 er utopadok?
A. x+1
B. x-2
C. x-3
D. x+3
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
576,benqa_ext_10th-Math_0227,,"\cot\theta = \frac{\sqrt{16}}{3} hole, \cos\theta er man kot?
A. \frac{3}{5}
B. \frac{5}{3}
C. \frac{4}{5}
D. \frac{5}{4}
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
577,benqa_ext_10th-Math_0231,,"a^{2} + frac{1}{a^{2}} = 11 hole- i. a - \frac{1}{a} = 3 ii. \left (a + \frac{1}{a} \right)^{2} = 13 iii. a^{3} - \frac{1}{a^{3}} = 18 nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
578,benqa_ext_10th-Math_0258,,"0.0625 songkhyati sadharon loger purnok kot?
A. \bar{2}
B. \bar{1}
C. 1
D. 2
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
579,benqa_ext_10th-Math_0298,,"jodi \frac{secx + tanx}{secx - tanx} = 3 hoy, tobe sinx er man kot?
A. - \frac{1}{2}
B. \frac{1}{2}
C. 1
D. 2
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
580,benqa_ext_10th-Math_0301,,"32\sqrt{2} se.mitar porisimobishisht borgokshetrer kshetrofol kot?
A. 128 borg se.mi.
B. 164 borg se.mi.
C. 180 borg se.mi.
D. 185 borg se.mi.
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
581,benqa_ext_10th-Math_0322,,"1 hote 22 poryont sbabhabik songkhyar modhye 3 dwara bibhajy songkhyagulor modhyok konoti?
A. 9
B. 12
C. 15
D. 18
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
582,benqa_ext_10th-Math_0325,,"{x \in \mathbb{N} : x^{2} > 15 ebong x^{3} < 36} setotir taliak rup konoti?
A. \{4, 5, 6\}
B. \{1, 2, 3\}
C. \{3\}
D. \phi
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
583,benqa_ext_10th-Math_0339,,"porikshay prapt jipie kon dhoroner cholok?
A. bichchhinn cholok
B. obichchhinn cholok
C. obinyost cholok
D. binyast cholok
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
584,benqa_ext_10th-Math_0347,,"\frac{a}{b} + \frac{b}{a} = 2 \left ( \frac{a}{b} \right )^{3} + \left ( \frac{b}{a} \right )^{3} er man nicher konoti?
A. 8
B. 6
C. 4
D. 2
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
585,benqa_ext_10th-Math_0352,,"\triangle PQR somobahu tribhujer porikendr C hole \angle{QCR} = kot?
A. 45\degree
B. 60\degree
C. 90\degree
D. 120\degree
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
586,benqa_ext_10th-Math_0355,,"2+p+q+r+162 gunottor dharatir choturth pod konoti?
A. 18
B. 27
C. 54
D. 81
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
587,benqa_ext_10th-Math_0362,,"cosA = \frac{1}{2} hole sin^{2}A er man kot?
A. \frac{1}{2}
B. \frac{\sqrt{3}}{2}
C. \frac{\sqrt{3}}{4}
D. \frac{3}{4}
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
