id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,token_coverage,unique_token_coverage,frequent_token_coverage,coverage_quartile_all,coverage_quartile_dataset,model,bangla_correct,banglish_correct,english_correct,banglish_fragile,strict_bangla_english_fragile,all_script_hard
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.3125,0.3125,0.125,q2,q3,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.3125,0.3125,0.125,q2,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.375,0.3478,0.25,q3,q3,Qwen2.5-3B,True,False,False,True,False,False
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.375,0.3478,0.25,q3,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.375,0.3478,0.25,q3,q3,Qwen3-4B,True,False,True,True,True,False
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,0.3,0.3333,0.3,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,0.3,0.3333,0.3,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,0.3,0.3333,0.3,q2,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,0.3333,0.3636,0.25,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,0.3333,0.3636,0.25,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,0.3333,0.3636,0.25,q2,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.7143,0.6667,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.7143,0.6667,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,0.6667,0.7143,0.6667,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,0.625,0.625,0.25,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.2857,0.4,0.1429,q2,q2,Qwen2.5-3B,True,True,False,False,False,False
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.2857,0.4,0.1429,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.2857,0.4,0.1429,q2,q2,Qwen3-4B,True,True,True,False,False,False
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.7,0.7,0.6,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.7,0.7,0.6,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.7,0.7,0.6,q4,q4,Qwen3-4B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.6923,0.6667,0.5385,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.6923,0.6667,0.5385,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.6923,0.6667,0.5385,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.2917,0.2917,0.125,q2,q2,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.2917,0.2917,0.125,q2,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,0.2917,0.2917,0.125,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,0.3182,0.3333,0.0455,q2,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,0.3182,0.3333,0.0455,q2,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,0.3182,0.3333,0.0455,q2,q3,Qwen3-4B,True,True,False,False,False,False
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.5385,0.5455,0.4615,q4,q3,Qwen2.5-3B,True,False,False,True,False,False
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.5385,0.5455,0.4615,q4,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,0.5385,0.5455,0.4615,q4,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,0.4902,0.5641,0.3922,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,0.4902,0.5641,0.3922,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,0.4902,0.5641,0.3922,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.25,q4,q4,Qwen2.5-3B,False,True,True,False,False,False
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.25,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.75,0.75,0.25,q4,q4,Qwen3-4B,False,False,True,True,False,False
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,0.3667,0.3571,0.2333,q3,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,0.3667,0.3571,0.2333,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,0.3667,0.3571,0.2333,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.8,0.8,0.6,q4,q4,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.8,0.8,0.6,q4,q4,Qwen2.5-7B,True,True,False,False,False,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.8,0.8,0.6,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,0.125,0.1667,0.125,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,0.125,0.1667,0.125,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,0.125,0.1667,0.125,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,0.3704,0.3846,0.1852,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,0.3704,0.3846,0.1852,q3,q3,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,0.3704,0.3846,0.1852,q3,q3,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.5556,0.4444,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.5556,0.4444,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.5556,0.5556,0.4444,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.25,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.25,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.25,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.5,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.5,q4,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.5,0.5,0.5,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,0.25,0.2857,0.25,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,0.25,0.2857,0.25,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,0.25,0.2857,0.25,q2,q1,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.4286,0.4286,0.1429,q3,q4,Qwen2.5-3B,True,False,False,True,False,False
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.4286,0.4286,0.1429,q3,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,0.4286,0.4286,0.1429,q3,q4,Qwen3-4B,True,False,False,True,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.4,0.4,0.4,q3,q3,Qwen3-4B,False,True,False,False,False,False
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3636,0.2308,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3636,0.2308,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,0.3077,0.3636,0.2308,q2,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,0.3077,0.3333,0.0769,q2,q2,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,0.3077,0.3333,0.0769,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,0.3077,0.3333,0.0769,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.375,0.3571,0.3125,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.375,0.3571,0.3125,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,0.375,0.3571,0.3125,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,1.0,1.0,0.8182,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,1.0,1.0,0.8182,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,1.0,1.0,0.8182,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.4,0.4,0.2,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,0.6667,0.6667,0.6667,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,0.6667,0.6667,0.6667,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,0.6667,0.6667,0.6667,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.4,0.4444,0.4,q3,q2,Qwen2.5-3B,True,False,False,True,False,False
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.4,0.4444,0.4,q3,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,0.4,0.4444,0.4,q3,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,0.25,0.25,0.25,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,0.25,0.25,0.25,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,20,0.25,0.25,0.25,q2,q2,Qwen3-4B,True,False,False,True,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-3B,False,True,False,False,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.1667,0.1667,0.1667,q1,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.5625,0.5714,0.375,q4,q3,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.5625,0.5714,0.375,q4,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0539,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,16,0.5625,0.5714,0.375,q4,q3,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.2222,0.2222,0.1111,q1,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.2222,0.2222,0.1111,q1,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,0.2222,0.2222,0.1111,q1,q2,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.1667,0.1667,0.1667,q1,q1,Qwen3-4B,True,False,False,True,False,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,0.6667,0.6667,0.3333,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen3-4B,False,False,True,True,False,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen2.5-7B,True,False,True,True,True,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,6,0.5,0.5,0.1667,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,0.3529,0.4,0.2941,q3,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,0.3529,0.4,0.2941,q3,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0549,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,17,0.3529,0.4,0.2941,q3,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.2308,0.2308,0.2308,q1,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.2308,0.2308,0.2308,q1,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,13,0.2308,0.2308,0.2308,q1,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
