id,dataset,domain,subject,grade,task_type,quality_status,review_label,answer,options_parsed,stem_token_count,stem_seen_token_count,stem_unique_token_count,stem_seen_unique_token_count,stem_coverage,stem_unique_coverage,stem_top_unseen,stem_preview,options_all_token_count,options_all_seen_token_count,options_all_unique_token_count,options_all_seen_unique_token_count,options_all_coverage,options_all_unique_coverage,options_all_top_unseen,options_all_preview,gold_option_token_count,gold_option_seen_token_count,gold_option_unique_token_count,gold_option_seen_unique_token_count,gold_option_coverage,gold_option_unique_coverage,gold_option_top_unseen,gold_option_preview,bangla_correct_models,banglish_correct_models,english_correct_models,banglish_fragility_events,strict_bangla_english_fragility_events,banglish_preview
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,5,0,5,0,0.0,0.0,brihottom; dwitiy; konti; porb; pranijogoter,pranijogoter dwitiy brihottom porb konti?,4,0,4,0,0.0,0.0,annelida; athropoda; cnidaria; mollusca,Cnidaria Annelida Mollusca Athropoda,1,0,1,0,0.0,0.0,mollusca,Mollusca,0,0,1,1,0,"pranijogoter dwitiy brihottom porb konti? A. Cnidaria B. Annelida C. Mollusca D. Athropoda Answer with only A, B, C, or D."
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,13,4,12,4,0.3077,0.3333,amailej; iii; karboksipepotaid; konti; ongsh; peposin; poripake; protin,protin poripake ongsh ney konti? i. peposin ii. amailej iii. karboksipepotaid nicher konti sothik?,6,3,2,1,0.5,0.5,iii,"i o ii i o iii ii o iii i, ii, o iii",1,0,1,0,0.0,0.0,iii,i o iii,2,1,3,2,2,protin poripake ongsh ney konti? i. peposin ii. amailej iii. karboksipepotaid nicher konti sothik? A. i o ii B. i o iii C. ii o...
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,4,0,4,0,0.0,0.0,konti; porom; shuny; tapomatra,porom shuny tapomatra konti?,4,0,1,0,0.0,0.0,circ,273^{\circ}C 0^{\circ}C -273^{\circ}C -373^{\circ}C,1,0,1,0,0.0,0.0,circ,-273^{\circ}C,3,3,3,0,0,"porom shuny tapomatra konti? A. 273^{\circ}C B. 0^{\circ}C C. -273^{\circ}C D. -373^{\circ}C Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,16,6,14,5,0.375,0.3571,ayoner; caf; drabyota; drobone; floraid; ghonomatra; gunofol; joliy; somprikt,CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er draby...,4,0,1,0,0.0,0.0,times,3.7\times 10^{-13} 2.048\times 10^{-10} 3.7\times 10^{-12} 2.048\times 10^{-11},1,0,1,0,0.0,0.0,times,2.048\times 10^{-11},1,1,2,1,0,CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er drabyota gunofol koto hobe? A. 3.7\...
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,4,0,4,0,0.0,0.0,mul; saban; toirir; upadan,saban toirir mul upadan,4,0,4,0,0.0,0.0,esid; glisarin; ksharok; lobon,esid ksharok lobon glisarin,1,0,1,0,0.0,0.0,ksharok,ksharok,1,0,3,3,1,"saban toirir mul upadan A. esid B. ksharok C. lobon D. glisarin Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,D,4,5,2,5,2,0.4,0.4,esidoti; shoktishali; sobocheye,nicher kon esidoti sobocheye shoktishali?,4,1,4,1,0.25,0.25,hbr; hci; hf,HF HCI HBr HI,1,1,1,1,1.0,1.0,,HI,3,3,3,0,0,"nicher kon esidoti sobocheye shoktishali? A. HF B. HCI C. HBr D. HI Answer with only A, B, C, or D."
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,20,5,16,4,0.25,0.25,borjon; bostu; grahoker; grohon; injiner; karno; karyonirbahok; tap; tapograhoke; tapomatra; tapomatrar; utos,ekti karno injiner karyonirbahok bostu 400 K tapomatrar tap utos hote 840 J tap grohon kore tapog...,0,0,0,0,0.0,0.0,,210 K 300 K 400 K 440 K,0,0,0,0,0.0,0.0,,300 K,2,0,1,2,1,ekti karno injiner karyonirbahok bostu 400 K tapomatrar tap utos hote 840 J tap grohon kore tapograhoke 630 J tap borjon kore....
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,6,1,6,1,0.1667,0.1667,bijogonitiy; pod; rashir; songkhyati; tom,779 songkhyati kon bijogonitiy rashir 111 tom pod?,0,0,0,0,0.0,0.0,,7k - 2 7k + 2 5555k + 224 777k + 2,0,0,0,0,0.0,0.0,,7k + 2,0,1,1,1,0,"779 songkhyati kon bijogonitiy rashir 111 tom pod? A. 7k - 2 B. 7k + 2 C. 5555k + 224 D. 777k + 2 Answer with only A, B, C, or D."
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,9,2,9,2,0.2222,0.2222,adorsh; frac; gyas; gyaser; konti; mol; somikoron,\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konti?,11,0,3,0,0.0,0.0,frac; pv; rt,3PV = 2RT 2PV = \frac{1}{3} RT 2PV = 3RT \frac{PV}{RT}=\frac{2}{3},2,0,2,0,0.0,0.0,pv; rt,2PV = 3RT,3,1,3,2,2,\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konti? A. 3PV = 2RT B. 2PV = \frac{1}{3} RT C. 2PV = 3RT D. \frac{PV}{RT...
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,A,4,6,1,6,1,0.1667,0.1667,ister; konti; prokriyay; shboson; utoponn,ister shboson prokriyay konti utoponn hoy?,8,0,6,0,0.0,0.0,asitik; esid; glisarik; glukoj; lyakotik; oksalo,lyakotik esid glukoj oksalo asitik esid glisarik esid,2,0,2,0,0.0,0.0,esid; lyakotik,lyakotik esid,2,0,2,3,1,ister shboson prokriyay konti utoponn hoy? A. lyakotik esid B. glukoj C. oksalo asitik esid D. glisarik esid Answer with only A...
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,6,4,6,4,0.6667,0.6667,byasardh; dharokotto,prithibir byasardh 6500 km er dharokotto koto?,3,0,1,0,0.0,0.0,mu,711 F 722 \mu F 640 \mu F 614 \mu F,1,0,1,0,0.0,0.0,mu,722 \mu F,1,0,2,2,1,"prithibir byasardh 6500 km er dharokotto koto? A. 711 F B. 722 \mu F C. 640 \mu F D. 614 \mu F Answer with only A, B, C, or D."
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,6,3,6,3,0.5,0.5,bondhon; konotir; sobocheye,nicher konotir bondhon kon sobocheye bor?,3,1,3,1,0.3333,0.3333,bcl; ch,CH_{4} BCl_{3} NH_{3} H_{2}O,1,0,1,0,0.0,0.0,bcl,BCl_{3},0,0,2,2,0,"nicher konotir bondhon kon sobocheye bor? A. CH_{4} B. BCl_{3} C. NH_{3} D. H_{2}O Answer with only A, B, C, or D."
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,auto_romanized_unverified_v4,unreviewed,D,4,6,3,6,3,0.5,0.5,binduti; obosthit; oksher,nicher kon binduti x-oksher upor obosthit?,0,0,0,0,0.0,0.0,,"(- 5, 5) (3, - 3) (0, 4) (2, 0)",0,0,0,0,0.0,0.0,,"(2, 0)",3,2,3,1,1,"nicher kon binduti x-oksher upor obosthit? A. (- 5, 5) B. (3, - 3) C. (0, 4) D. (2, 0) Answer with only A, B, C, or D."
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,13,3,13,3,0.2308,0.2308,bindugami; dhonatmok; diker; frac; oksher; somikoron; sorolorekha; sorolorekhar; tan; utoponn,"(-5, 10) bindugami sorolorekha x-oksher dhonatmok diker sathe tan^{-1}\frac{3}{4} kon utoponn kor...",0,0,0,0,0.0,0.0,,4x + 3y - 10 = 0 3x - 4y - 55 = 0 3x + 4y + 55 = 0 4x + 3y + 30 = 0,0,0,0,0,0.0,0.0,,3x - 4y - 55 = 0,0,0,1,1,0,"(-5, 10) bindugami sorolorekha x-oksher dhonatmok diker sathe tan^{-1}\frac{3}{4} kon utoponn kore. sorolorekhar somikoron- A...."
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,5,0,5,0,0.0,0.0,bidyoman; bondhon; dwi; konotir; onute,konotir onute dwi-bondhon bidyoman?,4,0,4,0,0.0,0.0,haidrojen; klorin; naitrojen; oksijen,haidrojen oksijen naitrojen klorin,1,0,1,0,0.0,0.0,oksijen,oksijen,3,1,3,2,2,"konotir onute dwi-bondhon bidyoman? A. haidrojen B. oksijen C. naitrojen D. klorin Answer with only A, B, C, or D."
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,23,7,22,6,0.3043,0.2727,bhitamin; chorbijatiy; hochchhe; iii; imalosifai; jingk; khaddoke; konti; kopar; nishkashit; parod; pittoroser,"pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone...",6,3,2,1,0.5,0.5,iii,"i o ii i o iii ii o iii i, ii, o iii",2,1,2,1,0.5,0.5,iii,"i, ii, o iii",3,3,2,0,0,"pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone sohayota kore iii. kopar, jing..."
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,A,4,17,5,14,5,0.2941,0.3571,badhay; bina; bostu; mitar; otikrom; poront; poth; sekend; sekende,bina badhay poront bostu 5 sekende 50 mitar poth otikrom korle 72 mitar poth otikrom korte koto s...,0,0,0,0,0.0,0.0,,6 7.2 9.5 12,0,0,0,0,0.0,0.0,,6,0,0,0,0,0,bina badhay poront bostu 5 sekende 50 mitar poth otikrom korle 72 mitar poth otikrom korte koto sekend somoy lagbe? A. 6 B. 7.2...
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,10,1,10,1,0.1,0.1,dhal; duiti; dwitiy; ky; lomb; rekhar; rekhatir; somikoron; sorolorekhar,2x - ky + 1 = 0 o 3x + 2y - 6 = 0 duiti sorolorekhar somikoron. dwitiy rekhatir lomb rekhar dhal...,4,0,1,0,0.0,0.0,frac,\frac{3}{2} \frac{2}{3} - \frac{2}{3} - \frac{3}{2},1,0,1,0,0.0,0.0,frac,\frac{2}{3},0,1,0,0,0,2x - ky + 1 = 0 o 3x + 2y - 6 = 0 duiti sorolorekhar somikoron. dwitiy rekhatir lomb rekhar dhal koto? A. \frac{3}{2} B. \frac{...
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,B,4,7,1,7,1,0.1429,0.1429,gole; konotir; noler; prachir; prantiy; srishti,konotir prantiy prachir gole noler srishti hoy?,4,0,4,0,0.0,0.0,bhesel; sibhokosh; songgikosh; trakid,sibhokosh bhesel trakid songgikosh,1,0,1,0,0.0,0.0,bhesel,bhesel,2,0,2,3,1,"konotir prantiy prachir gole noler srishti hoy? A. sibhokosh B. bhesel C. trakid D. songgikosh Answer with only A, B, C, or D."
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,human_review_bad_banglish,bad,D,4,22,8,21,7,0.3636,0.3333,bipul; byobohrit; ghonotb; iii; iureniyam; jbalani; konoti; kontrol; kot; manobodeher; nirgot; rod,manobodeher ghonotb kot? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalan...,6,3,2,1,0.5,0.5,iii,"i o ii i o iii ii o iii i, ii o iii",2,1,2,1,0.5,0.5,iii,"i, ii o iii",2,3,2,0,0,manobodeher ghonotb kot? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalani hisebe iureniyam byobohrit h...
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,human_review_bad_banglish,bad,C,4,6,2,6,2,0.3333,0.3333,kot; matir; otyanukul; urbor,urbor matir jony otyanukul pH kot?,3,1,3,1,0.3333,0.3333,jul; oct,3.0-4 6-May 8-Jul 11-Oct,1,0,1,0,0.0,0.0,jul,8-Jul,0,0,0,0,0,"urbor matir jony otyanukul pH kot? A. 3.0-4 B. 6-May C. 8-Jul D. 11-Oct Answer with only A, B, C, or D."
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,human_review_bad_banglish,bad,B,4,5,1,5,1,0.2,0.2,konoti; mul; somikoron; tharmomitir,tharmomitir mul somikoron nicher konoti?,36,0,4,0,0.0,0.0,frac; ice; steam; theta,\frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}} \frac{\theta -...,9,0,4,0,0.0,0.0,frac; ice; steam; theta,\frac{\theta - \theta_{ice}}{N} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}},0,1,0,0,0,tharmomitir mul somikoron nicher konoti? A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}...
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,A,4,5,1,5,1,0.2,0.2,jojok; prokar; tisyu; torol,torol jojok tisyu koy prokar?,0,0,0,0,0.0,0.0,,2 3 4 5,0,0,0,0,0.0,0.0,,2,1,1,1,1,0,"torol jojok tisyu koy prokar? A. 2 B. 3 C. 4 D. 5 Answer with only A, B, C, or D."
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,13,5,13,5,0.3846,0.3846,byokti; ekojon; keji; kshomota; ojoner; oyat; pahare; uchu,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms...",0,0,0,0,0.0,0.0,,3500 1400 228.67 0.14,0,0,0,0,0.0,0.0,,228.67,3,3,3,0,0,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms^{-2}] A. 3500 B. 1400 C. 228...."
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,7,3,7,3,0.4286,0.4286,angle; hoh; onute; panir,panir onute \angle HOH er man koto?,4,0,1,0,0.0,0.0,circ,120^{\circ} 109^{\circ} 107^{\circ} 104.5^{\circ},1,0,1,0,0.0,0.0,circ,104.5^{\circ},1,1,1,0,0,"panir onute \angle HOH er man koto? A. 120^{\circ} B. 109^{\circ} C. 107^{\circ} D. 104.5^{\circ} Answer with only A, B, C, or D."
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,3,1,3,1,0.3333,0.3333,konti; potonggoporagi,potonggoporagi ful konti?,4,1,4,1,0.25,0.25,akh; kochu; sorisha,dhan kochu sorisha akh,1,0,1,0,0.0,0.0,sorisha,sorisha,1,1,2,1,0,"potonggoporagi ful konti? A. dhan B. kochu C. sorisha D. akh Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,18,4,17,4,0.2222,0.2353,alodihaid; bikarok; byobohrit; dnph; drobon; feling; iii; kitoner; konti; modhye; niruponer; parthoky,alodihaid o kitoner modhye parthoky niruponer jony byobohrit bikarok- i. tolen bikarok ii. 2 : 4...,6,3,2,1,0.5,0.5,iii,"i o ii ii o iii i o iii i, ii o iii",1,0,1,0,0.0,0.0,iii,i o iii,1,0,2,2,1,alodihaid o kitoner modhye parthoky niruponer jony byobohrit bikarok- i. tolen bikarok ii. 2 : 4 - DNPH iii. feling drobon nich...
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,4,0,4,0,0.0,0.0,konti; kshudr; kshudrantrer; ongsh,kshudrantrer kshudr ongsh konti?,4,0,4,0,0.0,0.0,diodenam; iliyam; jejunam; pailoras,pailoras diodenam jejunam iliyam,1,0,1,0,0.0,0.0,diodenam,diodenam,1,1,2,2,0,"kshudrantrer kshudr ongsh konti? A. pailoras B. diodenam C. jejunam D. iliyam Answer with only A, B, C, or D."
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,A,4,15,6,15,6,0.4,0.4,byakhya; haigen; iii; konti; nitir; protifolon; protisoron; sahajye; somoborton,haigen‌s er nitir sahajye byakhya kora jay- i. protisoron ii. protifolon iii. somoborton nicher k...,6,3,2,1,0.5,0.5,iii,"i o ii i o iii ii o iii i, ii o iii",1,1,1,1,1.0,1.0,,i o ii,0,0,0,0,0,haigen‌s er nitir sahajye byakhya kora jay- i. protisoron ii. protifolon iii. somoborton nicher konti sothik? A. i o ii B. i o...
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,6,3,6,3,0.5,0.5,oc; rms; tapomatray,27^oC tapomatray O_2 er RMS man koto?,4,4,1,1,1.0,1.0,,453.23 ms^{-1} 463.34 ms^{-1} 473.45 ms^{-1} 483.56 ms^{-1},1,1,1,1,1.0,1.0,,483.56 ms^{-1},0,1,0,0,0,27^oC tapomatray O_2 er RMS man koto? A. 453.23 ms^{-1} B. 463.34 ms^{-1} C. 473.45 ms^{-1} D. 483.56 ms^{-1} Answer with only...
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,D,4,9,1,9,1,0.1111,0.1111,bikriyar; chein; dhape; dwitiy; iureniyamer; kototi; nirgot; niutron,iureniyamer chein bikriyar dwitiy dhape kototi niutron nirgot hoy?,4,4,1,1,1.0,1.0,,2 ti 3 ti 6 ti 9 ti,1,1,1,1,1.0,1.0,,9 ti,0,1,1,1,0,"iureniyamer chein bikriyar dwitiy dhape kototi niutron nirgot hoy? A. 2 ti B. 3 ti C. 6 ti D. 9 ti Answer with only A, B, C, or D."
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,3,0,3,0,0.0,0.0,konti; rashi; skelar,konti skelar rashi?,4,0,4,0,0.0,0.0,beg; druti; soron; tworon,beg druti soron tworon,1,0,1,0,0.0,0.0,druti,druti,1,2,3,1,1,"konti skelar rashi? A. beg B. druti C. soron D. tworon Answer with only A, B, C, or D."
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,4,0,4,0,0.0,0.0,chuner; konti; panir; songket,chuner panir songket konti?,6,1,5,1,0.1667,0.2,ca; caco; cao; hco,CaCO_{3} CaO Ca(OH)_{2} Ca(HCO_{3})_{2},2,1,2,1,0.5,0.5,ca,Ca(OH)_{2},1,0,3,3,1,"chuner panir songket konti? A. CaCO_{3} B. CaO C. Ca(OH)_{2} D. Ca(HCO_{3})_{2} Answer with only A, B, C, or D."
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,11,6,10,5,0.5455,0.5,bistritite; frac; konti; left; nirnoyer,\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konti?,0,0,0,0,0.0,0.0,,-0.225 -0.1125 0.01125 0.225,0,0,0,0,0.0,0.0,,0.225,1,1,0,0,0,\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konti? A. -0.225 B. -0.1125 C. 0.0...
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,6,2,6,2,0.3333,0.3333,byobohrit; ghumer; konti; oushodh,ghumer oushodh hisebe byobohrit hoy konti?,4,0,4,0,0.0,0.0,asitalodihaid; foromalodihaid; metalodihaid; pyaralodihaid,foromalodihaid asitalodihaid pyaralodihaid metalodihaid,1,0,1,0,0.0,0.0,pyaralodihaid,pyaralodihaid,1,1,3,2,1,ghumer oushodh hisebe byobohrit hoy konti? A. foromalodihaid B. asitalodihaid C. pyaralodihaid D. metalodihaid Answer with only...
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,4,1,4,1,0.25,0.25,khaddo; konti; shringkhol,sothik khaddo-shringkhol konti?,22,0,11,0,0.0,0.0,bagh; byang; chhotomachh; chhotomas; faitoplangkoton; faitoplyangkoton; ghas; ju; juplangkoton; plangkoton; rightarrow,ghas \rightarrow faitoplyangkoton \rightarrow juplangkoton ju-plangkoton \rightarrow faitoplyangk...,6,0,5,0,0.0,0.0,chhotomachh; faitoplangkoton; ju; plangkoton; rightarrow,faitoplangkoton \rightarrow ju-plangkoton \rightarrow chhotomachh,3,0,3,3,3,sothik khaddo-shringkhol konti? A. ghas \rightarrow faitoplyangkoton \rightarrow juplangkoton B. ju-plangkoton \rightarrow fait...
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,22,8,22,8,0.3636,0.3636,alo; apoton; bayu; bibhedotol; borabor; circ; ekshetre; jaoyar; koner; madhyome; madhyomer; protisorit,alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyome...,4,0,1,0,0.0,0.0,circ,0^{\circ} 32^{\circ} 90^{\circ} 180^{\circ},1,0,1,0,0.0,0.0,circ,90^{\circ},0,1,1,0,0,alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyomer bibhedotol borabor jay. eksh...
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,7,1,7,1,0.1429,0.1429,cosx; dx; frac; int; sinx; sqrt,\int \frac{cosx}{\sqrt{sinx}} dx = koto?,10,0,4,0,0.0,0.0,cosx; frac; sinx; sqrt,2\sqrt{cosx} + c 2\sqrt{sinx} + c \frac{1}{2} \sqrt{cosx} + c \frac{1}{2} \sqrt{sinx} + c,2,0,2,0,0.0,0.0,sinx; sqrt,2\sqrt{sinx} + c,3,2,2,1,0,\int \frac{cosx}{\sqrt{sinx}} dx = koto? A. 2\sqrt{cosx} + c B. 2\sqrt{sinx} + c C. \frac{1}{2} \sqrt{cosx} + c D. \frac{1}{2}...
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,D,4,9,2,9,2,0.2222,0.2222,adorsh; gyaser; modhye; prokriyay; ruddhotapiy; sompork; tapomatrar,ruddhotapiy prokriyay ekti adorsh gyaser chap o tapomatrar modhye sompork-,11,0,3,0,0.0,0.0,dhrubok; gama; gamma,P^{\gamma - 1} = dhrubok P^{\gamma} T^{\gama + 1} = dhrubok P^{\gamma} T^{\gamma - 1} = dhrubok P...,3,0,2,0,0.0,0.0,dhrubok; gamma,P^{1 - \gamma} T^{\gamma} = dhrubok,0,0,0,0,0,ruddhotapiy prokriyay ekti adorsh gyaser chap o tapomatrar modhye sompork- A. P^{\gamma - 1} = dhrubok B. P^{\gamma} T^{\gama +...
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,4,2,4,2,0.5,0.5,konti; rosalo,nicher konti rosalo fol?,4,1,4,1,0.25,0.25,anaros; kanthal; kola,ata kola anaros kanthal,1,0,1,0,0.0,0.0,kola,kola,0,0,1,1,0,"nicher konti rosalo fol? A. ata B. kola C. anaros D. kanthal Answer with only A, B, C, or D."
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,3,1,3,1,0.3333,0.3333,konti; rodhokotto,tamar rodhokotto konti?,8,0,2,0,0.0,0.0,omega; times,1.6 \times 10^{-8}\Omega m 1.68 \times 10^{-8}\Omega m 2.44 \times 10^{-8}\Omega m 5.5 \times 10^...,2,0,2,0,0.0,0.0,omega; times,1.68 \times 10^{-8}\Omega m,2,2,3,1,0,tamar rodhokotto konti? A. 1.6 \times 10^{-8}\Omega m B. 1.68 \times 10^{-8}\Omega m C. 2.44 \times 10^{-8}\Omega m D. 5.5 \tim...
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,A,4,3,0,3,0,0.0,0.0,bisforok; konti; podarth,bisforok podarth konti?,6,2,5,1,0.3333,0.2,benojin; en; jailin; toluin,ti.en.ti benojin toluin jailin,3,2,2,1,0.6667,0.5,en,ti.en.ti,2,0,3,3,2,"bisforok podarth konti? A. ti.en.ti B. benojin C. toluin D. jailin Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,23,9,16,6,0.3913,0.375,ag; aq; bikriya; bikriyati; bikriyatite; iii; jarit; konti; ridoks; xrightarrow,Ni(s) + 2Ag^{+}(aq) \xrightarrow{2e^{-}} Ni^{2+}(aq) + 2Ag(s); bikriyatite- i. Ni jarit hoy ii. A...,6,3,2,1,0.5,0.5,iii,"i o ii ii o iii i o iii i, ii o iii",1,0,1,0,0.0,0.0,iii,i o iii,2,1,3,2,2,Ni(s) + 2Ag^{+}(aq) \xrightarrow{2e^{-}} Ni^{2+}(aq) + 2Ag(s); bikriyatite- i. Ni jarit hoy ii. Ag jarit hoy iii. bikriyati ekt...
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,B,4,7,2,7,2,0.2857,0.2857,konti; kshetr; matrar; mohakorsh; prabolyer,mohakorsh kshetr prabolyer matrar khetre konti sothik?,4,0,2,0,0.0,0.0,lt; mlt,[LT^{-1}] [LT^{-2}] [MLT^{-1}] [MLT^{-2}],1,0,1,0,0.0,0.0,lt,[LT^{-2}],1,1,1,0,0,mohakorsh kshetr prabolyer matrar khetre konti sothik? A. [LT^{-1}] B. [LT^{-2}] C. [MLT^{-1}] D. [MLT^{-2}] Answer with only A...
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,C,4,28,8,25,8,0.2857,0.32,akh; bagane; begun; bhutta; bijaroner; esid; esitik; gachh; goni; iii; kichhu; konti,goni saheb tar bagane emon kichhu gachh lagiyechhen jar CO_{2} bijaroner prothom sthayi podarth o...,6,3,2,1,0.5,0.5,iii,"i o ii ii o iii i o iii i, ii o iii",1,0,1,0,0.0,0.0,iii,i o iii,2,1,1,1,0,goni saheb tar bagane emon kichhu gachh lagiyechhen jar CO_{2} bijaroner prothom sthayi podarth oksalo esitik esid. goni saheb...
