model,model_id,dataset,task_type,answer_type,id,domain,subject,grade,pattern,source_class,bangla_correct,banglish_correct,english_correct,banglish_wrong,recoverable_banglish_miss,bangla_only_recovery,english_only_recovery,both_alternate_recovery,bangla_any_recovery,english_any_recovery,all_script_hard,banglish_unique_success,gold
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0553,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১১২৫টি
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0557,math,,seven,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,৯৩০ টাকা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0558,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,২০ মিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_0559,math,,seven,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৬০০ বর্গমিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1684,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"১২, ১২, ৩ বছর"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1685,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,দুইজনের বয়স সমান
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1686,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,প্রতেকে পাবে ৫/৬ আপেল।অর্থাৎ ১টি আপেলের অর্ধেক +১টি আপেলের ১/৩ ভাগ।
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1687,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1688,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1690,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1691,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1692,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1693,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,24
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1694,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১ মিনিট
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1695,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1696,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,০.১৮ লিটার অথবা ১.৮ লিটার
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1697,math,,Eight,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,70
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1698,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,১৩ টা
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1699,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,132
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglamath,short_answer,short_answer,banglamath_1703,math,,Eight,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,৩৬টি
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0057,biology,Biology,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0090,biology,Biology,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0128,biology,Biology,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0143,biology,Biology,10th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0149,biology,Biology,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0156,biology,Biology,10th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0188,biology,Biology,10th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0197,biology,Biology,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0213,biology,Biology,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0215,biology,Biology,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0277,biology,Biology,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0339,biology,Biology,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0041,chemistry,Chemistry,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0110,chemistry,Chemistry,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0111,chemistry,Chemistry,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0132,chemistry,Chemistry,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0191,chemistry,Chemistry,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0194,chemistry,Chemistry,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0280,chemistry,Chemistry,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0322,chemistry,Chemistry,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0336,chemistry,Chemistry,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0374,chemistry,Chemistry,10th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0388,chemistry,Chemistry,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0062,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0102,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0139,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0326,math-ii,Math-II,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0347,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0357,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0367,math-ii,Math-II,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0032,math,Math,10th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0044,math,Math,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0186,math,Math,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0271,math,Math,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0324,math,Math,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0021,physics,Physics,10th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0036,physics,Physics,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0045,physics,Physics,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0055,physics,Physics,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0084,physics,Physics,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0106,physics,Physics,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0130,physics,Physics,10th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0150,physics,Physics,10th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0198,physics,Physics,10th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0280,physics,Physics,10th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0296,physics,Physics,10th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0034,biology-ii,Biology-II,12th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0049,biology-ii,Biology-II,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0119,biology-ii,Biology-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0122,biology-ii,Biology-II,12th,bangla_banglish_correct_english_wrong,banglish_and_bangla_success,True,True,False,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0128,biology-ii,Biology-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0179,biology-ii,Biology-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0203,biology-ii,Biology-II,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0247,biology-ii,Biology-II,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0287,biology-ii,Biology-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0321,biology-ii,Biology-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0325,biology-ii,Biology-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0039,biology-i,Biology-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0042,biology-i,Biology-I,12th,banglish_only_correct,banglish_unique_success,False,True,False,False,False,False,False,False,False,False,False,True,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0056,biology-i,Biology-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0077,biology-i,Biology-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0160,biology-i,Biology-I,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0181,biology-i,Biology-I,12th,bangla_only_correct,bangla_only_recovery,True,False,False,True,True,True,False,False,True,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0218,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0222,biology-i,Biology-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0265,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0277,biology-i,Biology-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0283,biology-i,Biology-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0013,chemistry-ii,Chemistry-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0054,chemistry-ii,Chemistry-II,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0067,chemistry-ii,Chemistry-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0117,chemistry-ii,Chemistry-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0194,chemistry-ii,Chemistry-II,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0228,chemistry-ii,Chemistry-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,chemistry-ii,Chemistry-II,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,chemistry-ii,Chemistry-II,12th,banglish_english_correct_bangla_wrong,banglish_and_english_success,False,True,True,False,False,False,False,False,False,False,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,chemistry-ii,Chemistry-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,chemistry-ii,Chemistry-II,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,chemistry-ii,Chemistry-II,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,chemistry-i,Chemistry-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,chemistry-i,Chemistry-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,chemistry-i,Chemistry-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,chemistry-i,Chemistry-I,12th,english_only_correct,english_only_recovery,False,False,True,True,True,False,True,False,False,True,False,False,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,chemistry-i,Chemistry-I,12th,bangla_english_correct_banglish_wrong,both_alternate_recovery,True,False,True,True,True,False,False,True,True,True,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,all_wrong,all_script_hard,False,False,False,True,False,False,False,False,False,False,True,False,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,all_correct,all_scripts_success,True,True,True,False,False,False,False,False,False,False,False,False,B
