model,id,gold,banglish_option,banglish_correct,banglish_D,banglish_wrong_D,banglish_invalid,banglish_hf_tokens,banglish_chars,banglish_words,banglish_hf_tokens_per_word,banglish_chars_per_word,banglish_bytes_per_word
Qwen3-4B,benqa_12th-Chemistry-I_0328,B,D,False,True,True,False,47.0,95.0,20.0,2.35,4.75,4.75
Qwen3-4B,benqa_12th-Math-II_0043,D,D,True,True,False,False,81.0,153.0,33.0,2.4545454545454546,4.636363636363637,4.636363636363637
Qwen3-4B,benqa_12th-Math-II_0214,C,C,True,False,False,False,84.0,171.0,28.0,3.0,6.107142857142857,6.107142857142857
Qwen3-4B,benqa_12th-Math-II_0230,D,D,True,True,False,False,136.0,327.0,69.0,1.9710144927536233,4.739130434782608,4.739130434782608
Qwen3-4B,benqa_12th-Math-II_0234,A,invalid,False,False,False,True,99.0,207.0,36.0,2.75,5.75,5.75
Qwen3-4B,benqa_12th-Math-I_0029,B,D,False,True,True,False,133.0,235.0,54.0,2.462962962962963,4.351851851851852,4.351851851851852
Qwen3-4B,benqa_12th-Math-I_0088,C,D,False,True,True,False,61.0,124.0,22.0,2.772727272727273,5.636363636363637,5.636363636363637
Qwen3-4B,benqa_12th-Math-I_0120,D,D,True,True,False,False,80.0,157.0,41.0,1.951219512195122,3.8292682926829267,3.8292682926829267
Qwen3-4B,benqa_12th-Math-I_0186,A,D,False,True,True,False,146.0,251.0,68.0,2.1470588235294117,3.6911764705882355,3.6911764705882355
Qwen3-4B,benqa_12th-Math-I_0187,B,D,False,True,True,False,101.0,198.0,42.0,2.4047619047619047,4.714285714285714,4.714285714285714
Qwen3-4B,benqa_12th-Math-I_0202,B,B,True,False,False,False,93.0,174.0,31.0,3.0,5.612903225806452,5.612903225806452
Qwen3-4B,benqa_12th-Math-I_0218,A,C,False,False,False,False,96.0,198.0,41.0,2.341463414634146,4.829268292682927,4.829268292682927
Qwen3-4B,benqa_12th-Math-I_0310,B,B,True,False,False,False,81.0,145.0,20.0,4.05,7.25,7.25
Qwen3-4B,benqa_12th-Math-I_0326,B,invalid,False,False,False,True,57.0,108.0,25.0,2.28,4.32,4.32
Qwen3-4B,benqa_12th-Math-I_0342,C,D,False,True,True,False,132.0,294.0,48.0,2.75,6.125,6.125
Qwen3-4B,benqa_12th-Math-I_0383,D,D,True,True,False,False,76.0,139.0,22.0,3.4545454545454546,6.318181818181818,6.318181818181818
Qwen3-4B,benqa_12th-Physics-II_0037,B,D,False,True,True,False,54.0,120.0,22.0,2.4545454545454546,5.454545454545454,5.454545454545454
Qwen3-4B,benqa_12th-Physics-II_0046,C,D,False,True,True,False,90.0,216.0,43.0,2.0930232558139537,5.023255813953488,5.023255813953488
Qwen3-4B,benqa_12th-Physics-II_0085,D,D,True,True,False,False,88.0,190.0,43.0,2.046511627906977,4.4186046511627906,4.4186046511627906
Qwen3-4B,benqa_12th-Physics-II_0088,A,D,False,True,True,False,80.0,189.0,41.0,1.951219512195122,4.609756097560975,4.658536585365853
Qwen3-4B,benqa_12th-Physics-II_0131,B,D,False,True,True,False,181.0,416.0,53.0,3.4150943396226414,7.849056603773585,7.849056603773585
Qwen3-4B,benqa_12th-Physics-II_0195,B,D,False,True,True,False,71.0,126.0,30.0,2.3666666666666667,4.2,4.2
Qwen3-4B,benqa_12th-Physics-II_0213,D,C,False,False,False,False,121.0,250.0,45.0,2.688888888888889,5.555555555555555,5.555555555555555
Qwen3-4B,benqa_12th-Physics-II_0219,D,D,True,True,False,False,54.0,111.0,23.0,2.347826086956522,4.826086956521739,4.826086956521739
Qwen3-4B,benqa_12th-Physics-II_0267,B,D,False,True,True,False,145.0,287.0,49.0,2.9591836734693877,5.857142857142857,5.857142857142857
Qwen3-4B,benqa_12th-Physics-II_0290,B,D,False,True,True,False,108.0,223.0,46.0,2.347826086956522,4.8478260869565215,4.8478260869565215
Qwen3-4B,benqa_12th-Physics-II_0292,C,D,False,True,True,False,119.0,220.0,40.0,2.975,5.5,5.5
Qwen3-4B,benqa_12th-Physics-I_0008,D,D,True,True,False,False,99.0,189.0,33.0,3.0,5.7272727272727275,5.7272727272727275
Qwen3-4B,benqa_12th-Physics-I_0079,C,C,True,False,False,False,69.0,124.0,20.0,3.45,6.2,6.2
Qwen3-4B,benqa_12th-Physics-I_0106,D,D,True,True,False,False,53.0,101.0,21.0,2.5238095238095237,4.809523809523809,4.809523809523809
Qwen3-4B,benqa_12th-Physics-I_0109,C,D,False,True,True,False,53.0,120.0,24.0,2.2083333333333335,5.0,5.0
Qwen3-4B,benqa_12th-Physics-I_0133,C,D,False,True,True,False,88.0,172.0,32.0,2.75,5.375,5.375
Qwen3-4B,benqa_12th-Physics-I_0157,A,C,False,False,False,False,75.0,163.0,31.0,2.4193548387096775,5.258064516129032,5.258064516129032
Qwen3-4B,benqa_12th-Physics-I_0214,B,D,False,True,True,False,94.0,188.0,29.0,3.2413793103448274,6.482758620689655,6.482758620689655
Qwen3-4B,benqa_12th-Physics-I_0253,A,D,False,True,True,False,112.0,263.0,51.0,2.196078431372549,5.1568627450980395,5.1568627450980395
Qwen3-4B,benqa_12th-Physics-I_0254,B,D,False,True,True,False,65.0,140.0,23.0,2.8260869565217392,6.086956521739131,6.086956521739131
Qwen3-4B,benqa_12th-Physics-I_0256,C,D,False,True,True,False,76.0,179.0,30.0,2.533333333333333,5.966666666666667,5.966666666666667
Qwen3-4B,benqa_12th-Physics-I_0289,D,D,True,True,False,False,107.0,213.0,31.0,3.4516129032258065,6.870967741935484,6.870967741935484
Qwen3-4B,benqa_8th-Math_0031,D,D,True,True,False,False,80.0,150.0,30.0,2.6666666666666665,5.0,5.0
Qwen3-4B,benqa_8th-Math_0062,D,D,True,True,False,False,60.0,118.0,28.0,2.142857142857143,4.214285714285714,4.214285714285714
Qwen3-4B,benqa_8th-Math_0072,B,D,False,True,True,False,77.0,129.0,32.0,2.40625,4.03125,4.03125
Qwen3-4B,benqa_8th-Math_0085,C,D,False,True,True,False,53.0,100.0,23.0,2.3043478260869565,4.3478260869565215,4.3478260869565215
Qwen3-4B,benqa_8th-Math_0167,C,D,False,True,True,False,82.0,175.0,34.0,2.411764705882353,5.147058823529412,5.147058823529412
Qwen3-4B,benqa_8th-Math_0190,B,D,False,True,True,False,116.0,249.0,42.0,2.761904761904762,5.928571428571429,5.928571428571429
Qwen3-4B,benqa_8th-Science_0014,D,D,True,True,False,False,78.0,177.0,41.0,1.9024390243902438,4.317073170731708,4.317073170731708
Qwen3-4B,benqa_8th-Science_0024,C,D,False,True,True,False,60.0,140.0,25.0,2.4,5.6,5.6
Qwen3-4B,benqa_8th-Science_0042,B,D,False,True,True,False,44.0,95.0,20.0,2.2,4.75,4.75
Qwen3-4B,benqa_8th-Science_0062,D,D,True,True,False,False,58.0,133.0,25.0,2.32,5.32,5.32
Qwen3-4B,benqa_8th-Science_0078,C,C,True,False,False,False,105.0,246.0,38.0,2.763157894736842,6.473684210526316,6.473684210526316
Qwen3-4B,benqa_8th-Science_0086,A,D,False,True,True,False,49.0,113.0,21.0,2.3333333333333335,5.380952380952381,5.380952380952381
Qwen3-4B,benqa_8th-Science_0098,A,B,False,False,False,False,122.0,275.0,48.0,2.5416666666666665,5.729166666666667,5.729166666666667
Qwen3-4B,benqa_8th-Science_0127,B,D,False,True,True,False,51.0,118.0,22.0,2.3181818181818183,5.363636363636363,5.363636363636363
Qwen3-4B,benqa_8th-Science_0153,C,D,False,True,True,False,71.0,156.0,24.0,2.9583333333333335,6.5,6.5
Qwen3-4B,benqa_8th-Science_0159,B,C,False,False,False,False,40.0,92.0,20.0,2.0,4.6,4.6
Qwen3-4B,benqa_8th-Science_0202,C,A,False,False,False,False,101.0,302.0,32.0,3.15625,9.4375,9.4375
