queue_index,id,subject,grade,answer,priority,quality_status,warnings,source_file,source_row
311,benqa_ext_12th-Biology-II_0140,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,140
312,benqa_ext_12th-Biology-II_0143,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,143
313,benqa_ext_12th-Biology-II_0145,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,145
314,benqa_ext_12th-Biology-II_0150,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,150
315,benqa_ext_12th-Biology-II_0151,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,151
316,benqa_ext_12th-Biology-II_0155,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,155
317,benqa_ext_12th-Biology-II_0165,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,165
318,benqa_ext_12th-Biology-II_0166,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,166
319,benqa_ext_12th-Biology-II_0167,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,167
320,benqa_ext_12th-Biology-II_0172,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,172
321,benqa_ext_12th-Biology-II_0173,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,173
322,benqa_ext_12th-Biology-II_0176,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,176
323,benqa_ext_12th-Biology-II_0178,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,178
324,benqa_ext_12th-Biology-II_0186,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,186
325,benqa_ext_12th-Biology-II_0188,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,188
326,benqa_ext_12th-Biology-II_0198,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,198
327,benqa_ext_12th-Biology-II_0201,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,201
328,benqa_ext_12th-Biology-II_0204,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,204
329,benqa_ext_12th-Biology-II_0205,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,205
330,benqa_ext_12th-Biology-II_0208,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,208
331,benqa_ext_12th-Biology-II_0210,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,210
332,benqa_ext_12th-Biology-II_0213,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,213
333,benqa_ext_12th-Biology-II_0216,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,216
334,benqa_ext_12th-Biology-II_0218,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,218
335,benqa_ext_12th-Biology-II_0220,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,220
336,benqa_ext_12th-Biology-II_0226,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,226
337,benqa_ext_12th-Biology-II_0227,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,227
338,benqa_ext_12th-Biology-II_0228,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,228
339,benqa_ext_12th-Biology-II_0234,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,234
340,benqa_ext_12th-Biology-II_0239,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,239
341,benqa_ext_12th-Biology-II_0248,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,248
342,benqa_ext_12th-Biology-II_0251,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,251
343,benqa_ext_12th-Biology-II_0256,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,256
344,benqa_ext_12th-Biology-II_0258,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,258
345,benqa_ext_12th-Biology-II_0270,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,270
346,benqa_ext_12th-Biology-II_0271,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,271
347,benqa_ext_12th-Biology-II_0275,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,275
348,benqa_ext_12th-Biology-II_0280,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,280
349,benqa_ext_12th-Biology-II_0284,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,284
350,benqa_ext_12th-Biology-II_0288,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,288
351,benqa_ext_12th-Biology-II_0292,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,292
352,benqa_ext_12th-Biology-II_0295,Biology-II,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,295
353,benqa_ext_12th-Biology-II_0296,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,296
354,benqa_ext_12th-Biology-II_0303,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,303
355,benqa_ext_12th-Biology-II_0304,Biology-II,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,304
356,benqa_ext_12th-Biology-II_0316,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,316
357,benqa_ext_12th-Biology-II_0317,Biology-II,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,317
358,benqa_ext_12th-Biology-II_0326,Biology-II,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,326
359,benqa_ext_10th-Chemistry_0006,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,6
360,benqa_ext_10th-Chemistry_0014,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,14
361,benqa_ext_10th-Chemistry_0016,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,16
362,benqa_ext_10th-Chemistry_0027,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,27
363,benqa_ext_10th-Chemistry_0029,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,29
364,benqa_ext_10th-Chemistry_0034,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,34
365,benqa_ext_10th-Chemistry_0050,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,50
366,benqa_ext_10th-Chemistry_0056,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,56
367,benqa_ext_10th-Chemistry_0058,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,58
368,benqa_ext_10th-Chemistry_0061,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,61
369,benqa_ext_10th-Chemistry_0072,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,72
370,benqa_ext_10th-Chemistry_0075,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,75
371,benqa_ext_10th-Chemistry_0080,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,80
372,benqa_ext_10th-Chemistry_0082,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,82
373,benqa_ext_10th-Chemistry_0088,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,88
374,benqa_ext_10th-Chemistry_0095,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,95
375,benqa_ext_10th-Chemistry_0099,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,99
376,benqa_ext_10th-Chemistry_0102,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,102
377,benqa_ext_10th-Chemistry_0104,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,104
378,benqa_ext_10th-Chemistry_0108,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,108
379,benqa_ext_10th-Chemistry_0128,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,128
380,benqa_ext_10th-Chemistry_0134,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,134
381,benqa_ext_10th-Chemistry_0144,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,144
382,benqa_ext_10th-Chemistry_0149,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,149
383,benqa_ext_10th-Chemistry_0157,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,157
384,benqa_ext_10th-Chemistry_0163,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,163
385,benqa_ext_10th-Chemistry_0181,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,181
386,benqa_ext_10th-Chemistry_0183,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,183
387,benqa_ext_10th-Chemistry_0195,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,195
388,benqa_ext_10th-Chemistry_0196,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,196
389,benqa_ext_10th-Chemistry_0197,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,197
390,benqa_ext_10th-Chemistry_0201,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,201
391,benqa_ext_10th-Chemistry_0203,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,203
392,benqa_ext_10th-Chemistry_0221,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,221
393,benqa_ext_10th-Chemistry_0232,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,232
394,benqa_ext_10th-Chemistry_0246,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,246
395,benqa_ext_10th-Chemistry_0252,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,252
396,benqa_ext_10th-Chemistry_0269,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,269
397,benqa_ext_10th-Chemistry_0275,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,275
398,benqa_ext_10th-Chemistry_0285,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,285
399,benqa_ext_10th-Chemistry_0288,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,288
400,benqa_ext_10th-Chemistry_0295,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,295
401,benqa_ext_10th-Chemistry_0318,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,318
402,benqa_ext_10th-Chemistry_0319,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,319
403,benqa_ext_10th-Chemistry_0327,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,327
404,benqa_ext_10th-Chemistry_0328,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,328
405,benqa_ext_10th-Chemistry_0330,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,330
406,benqa_ext_10th-Chemistry_0331,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,331
407,benqa_ext_10th-Chemistry_0332,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,332
408,benqa_ext_10th-Chemistry_0333,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,333
409,benqa_ext_10th-Chemistry_0341,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,341
410,benqa_ext_10th-Chemistry_0342,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,342
411,benqa_ext_10th-Chemistry_0349,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,349
412,benqa_ext_10th-Chemistry_0357,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,357
413,benqa_ext_10th-Chemistry_0358,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,358
414,benqa_ext_10th-Chemistry_0366,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,366
415,benqa_ext_10th-Chemistry_0367,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,367
416,benqa_ext_10th-Chemistry_0369,Chemistry,10th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,369
417,benqa_ext_10th-Chemistry_0376,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,376
418,benqa_ext_10th-Chemistry_0383,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,383
419,benqa_ext_10th-Chemistry_0384,Chemistry,10th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,384
420,benqa_ext_10th-Chemistry_0386,Chemistry,10th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,386
421,benqa_ext_10th-Chemistry_0387,Chemistry,10th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,387
422,benqa_ext_12th-Chemistry-I_0001,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,1
423,benqa_ext_12th-Chemistry-I_0003,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,3
424,benqa_ext_12th-Chemistry-I_0023,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,23
425,benqa_ext_12th-Chemistry-I_0024,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,24
426,benqa_ext_12th-Chemistry-I_0039,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,39
427,benqa_ext_12th-Chemistry-I_0050,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,50
428,benqa_ext_12th-Chemistry-I_0051,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,51
429,benqa_ext_12th-Chemistry-I_0068,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,68
430,benqa_ext_12th-Chemistry-I_0070,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,70
431,benqa_ext_12th-Chemistry-I_0081,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,81
432,benqa_ext_12th-Chemistry-I_0089,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,89
433,benqa_ext_12th-Chemistry-I_0096,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,96
434,benqa_ext_12th-Chemistry-I_0102,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,102
435,benqa_ext_12th-Chemistry-I_0103,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,103
436,benqa_ext_12th-Chemistry-I_0107,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,107
437,benqa_ext_12th-Chemistry-I_0116,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,116
438,benqa_ext_12th-Chemistry-I_0127,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,127
439,benqa_ext_12th-Chemistry-I_0130,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,130
440,benqa_ext_12th-Chemistry-I_0132,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,132
441,benqa_ext_12th-Chemistry-I_0133,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,133
442,benqa_ext_12th-Chemistry-I_0142,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,142
443,benqa_ext_12th-Chemistry-I_0147,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,147
444,benqa_ext_12th-Chemistry-I_0151,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,151
445,benqa_ext_12th-Chemistry-I_0153,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,153
446,benqa_ext_12th-Chemistry-I_0154,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,154
447,benqa_ext_12th-Chemistry-I_0157,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,157
448,benqa_ext_12th-Chemistry-I_0161,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,161
449,benqa_ext_12th-Chemistry-I_0169,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,169
450,benqa_ext_12th-Chemistry-I_0175,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,175
451,benqa_ext_12th-Chemistry-I_0177,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,177
452,benqa_ext_12th-Chemistry-I_0185,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,185
453,benqa_ext_12th-Chemistry-I_0189,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,189
454,benqa_ext_12th-Chemistry-I_0198,Chemistry-I,12th,D,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,198
455,benqa_ext_12th-Chemistry-I_0199,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,199
456,benqa_ext_12th-Chemistry-I_0200,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,200
457,benqa_ext_12th-Chemistry-I_0205,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,205
458,benqa_ext_12th-Chemistry-I_0207,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,207
459,benqa_ext_12th-Chemistry-I_0215,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,215
460,benqa_ext_12th-Chemistry-I_0220,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,220
461,benqa_ext_12th-Chemistry-I_0222,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,222
462,benqa_ext_12th-Chemistry-I_0226,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,226
463,benqa_ext_12th-Chemistry-I_0229,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,229
464,benqa_ext_12th-Chemistry-I_0231,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,231
465,benqa_ext_12th-Chemistry-I_0237,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,237
466,benqa_ext_12th-Chemistry-I_0250,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,250
467,benqa_ext_12th-Chemistry-I_0252,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,252
468,benqa_ext_12th-Chemistry-I_0258,Chemistry-I,12th,B,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,258
469,benqa_ext_12th-Chemistry-I_0262,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,262
470,benqa_ext_12th-Chemistry-I_0264,Chemistry-I,12th,C,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,264
471,benqa_ext_12th-Chemistry-I_0274,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,274
472,benqa_ext_12th-Chemistry-I_0280,Chemistry-I,12th,A,pass,ai_assisted_review_pass_v1,,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,280
