id,dataset,task_type,domain,quality_status,comparison,comparison_role,left_variant,right_variant,left_option_labels,right_option_labels,option_labels_preserved,left_digit_sequence,right_digit_sequence,digit_sequence_preserved,left_formula_tokens,right_formula_tokens,formula_tokens_preserved,left_answer_instruction,right_answer_instruction,answer_instruction_preserved,structural_mismatch,primary_pair_hard_fail,diagnostic_warning,mismatch_codes,left_preview,right_preview
benqa_12th-Math-I_0186,benqa,mcq,math-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,True,x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},True,mcq_letters,mcq_letters,True,False,False,False,,"(-2, 3) বিন্দুতে কেন্দ্র এবং y-অক্ষকে স্পর্শ করে এরূপ বৃত্তের সমীকরণ কোনটি? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + 4x - 6y + 4 = 0","(-2, 3) bindute kendr ebong y-okshoke sporsh kore erup britter somikoron konti? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + 4x - 6y + 4"
benqa_12th-Math-I_0186,benqa,mcq,math-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,True,x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},True,mcq_letters,mcq_letters,True,False,False,False,,"(-2, 3) বিন্দুতে কেন্দ্র এবং y-অক্ষকে স্পর্শ করে এরূপ বৃত্তের সমীকরণ কোনটি? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + 4x - 6y + 4 = 0","What is the equation of a circle which passe through the point (-2, 3) and touches y-axis? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + "
benqa_12th-Math-I_0186,benqa,mcq,math-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,2 3 2 2 4 6 9 0 2 2 4 6 9 0 2 2 4 6 4 0 2 2 4 6 4 0,True,x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},x^{2} x^{2} x^{2} x^{2} y^{2} y^{2} y^{2} y^{2},True,mcq_letters,mcq_letters,True,False,False,False,,"(-2, 3) bindute kendr ebong y-okshoke sporsh kore erup britter somikoron konti? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + 4x - 6y + 4","What is the equation of a circle which passe through the point (-2, 3) and touches y-axis? A. x^{2} + y^{2} + 4x - 6y + 9 = 0 B. x^{2} + y^{2} - 4x + 6y + 9 = 0 C. x^{2} + y^{2} + "
banglamath_0553,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,,,True,4500 4,4500 4,True,,,True,final_answer,final_answer,True,False,False,False,,সামান্তরিকের মেঝে পাথর দ্বারা ঢাকতে কতটি পাথর লাগবে যদি মেঝের ক্ষেত্রফল ৪৫০০ বর্গগজ ও পাথরের ক্ষেত্রফল ৪ বর্গগজ হয় Return only the final answer.,samantoriker mejhe pathor dwara dhakote kototi pathor lagbe jodi mejher khetrofol 4500 borgogoj o pathorer khetrofol 4 borgogoj hoy Return only the final answer.
banglamath_0553,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,,,True,4500 4,4500 4,True,,,True,final_answer,final_answer,True,False,False,False,,সামান্তরিকের মেঝে পাথর দ্বারা ঢাকতে কতটি পাথর লাগবে যদি মেঝের ক্ষেত্রফল ৪৫০০ বর্গগজ ও পাথরের ক্ষেত্রফল ৪ বর্গগজ হয় Return only the final answer.,"To cover a parallelogram floor of 4500 sq. yards with stones each covering 4 sq. yards, how many stones are needed? Return only the final answer."
banglamath_0553,banglamath,short_answer,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,,,True,4500 4,4500 4,True,,,True,final_answer,final_answer,True,False,False,False,,samantoriker mejhe pathor dwara dhakote kototi pathor lagbe jodi mejher khetrofol 4500 borgogoj o pathorer khetrofol 4 borgogoj hoy Return only the final answer.,"To cover a parallelogram floor of 4500 sq. yards with stones each covering 4 sq. yards, how many stones are needed? Return only the final answer."
benqa_8th-Science_0127,benqa,mcq,science,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"কোন গ্রহের সবচেয়ে বেশি উপগ্রহ আছে? A. শনি B. বৃহস্পতি C. ইউরেনাস D. নেপচুন Answer with only A, B, C, or D.","kon groher sobocheye beshi upogroh ache? A. shoni B. brihospoti C. iurenas D. nepochun Answer with only A, B, C, or D."
benqa_8th-Science_0127,benqa,mcq,science,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"কোন গ্রহের সবচেয়ে বেশি উপগ্রহ আছে? A. শনি B. বৃহস্পতি C. ইউরেনাস D. নেপচুন Answer with only A, B, C, or D.","Which planet has maximum satellites? A. Saturn B. Jupiter C. Uranus D. Neptune Answer with only A, B, C, or D."
benqa_8th-Science_0127,benqa,mcq,science,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"kon groher sobocheye beshi upogroh ache? A. shoni B. brihospoti C. iurenas D. nepochun Answer with only A, B, C, or D.","Which planet has maximum satellites? A. Saturn B. Jupiter C. Uranus D. Neptune Answer with only A, B, C, or D."
banglamath_0226,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,,,True,550 5 6,550 5 6,True,,,True,final_answer,final_answer,True,False,False,False,,৫৫০ টাকাকে ৫:৬ অনুপাতে ভাগ করলে প্রথম অংশ কত হবে Return only the final answer.,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe Return only the final answer.
banglamath_0226,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,,,True,550 5 6,550 5 6,True,,,True,final_answer,final_answer,True,False,False,False,,৫৫০ টাকাকে ৫:৬ অনুপাতে ভাগ করলে প্রথম অংশ কত হবে Return only the final answer.,"If 550 Taka is divided in a 5:6 ratio, what is the first part? Return only the final answer."
banglamath_0226,banglamath,short_answer,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,,,True,550 5 6,550 5 6,True,,,True,final_answer,final_answer,True,False,False,False,,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe Return only the final answer.,"If 550 Taka is divided in a 5:6 ratio, what is the first part? Return only the final answer."
benqa_8th-Math_0085,benqa,mcq,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,4 15 16 34 65,4 15 16 34 65,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"4 ক্রমের ম্যাজিক বর্গের কোণাকুণি যোগফল কত? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D.","4 kromer myajik borger konakuni jogfol koto? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D."
benqa_8th-Math_0085,benqa,mcq,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,4 15 16 34 65,4 15 16 34 65,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"4 ক্রমের ম্যাজিক বর্গের কোণাকুণি যোগফল কত? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D.","What is the sum of diagonal of magie square of order 4? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D."
benqa_8th-Math_0085,benqa,mcq,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,4 15 16 34 65,4 15 16 34 65,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"4 kromer myajik borger konakuni jogfol koto? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D.","What is the sum of diagonal of magie square of order 4? A. 15 B. 16 C. 34 D. 65 Answer with only A, B, C, or D."
benqa_12th-Math-I_0310,benqa,mcq,math-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,10 1 1 10 1 10 10,10 1 1 10 1 10 10,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"\frac{d}{dx}(log_{10}x) এর মান কোনটি? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D.","\frac{d}{dx}(log_{10}x) er man konti? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D."
benqa_12th-Math-I_0310,benqa,mcq,math-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,10 1 1 10 1 10 10,10 1 1 10 1 10 10,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"\frac{d}{dx}(log_{10}x) এর মান কোনটি? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D.","\frac{d}{dx}(log_{10}x) = ? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D."
benqa_12th-Math-I_0310,benqa,mcq,math-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,10 1 1 10 1 10 10,10 1 1 10 1 10 10,True,\frac \frac \frac \frac,\frac \frac \frac \frac,True,mcq_letters,mcq_letters,True,False,False,False,,"\frac{d}{dx}(log_{10}x) er man konti? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D.","\frac{d}{dx}(log_{10}x) = ? A. \frac{1}{x} B. \frac{1}{x}log_{10}e C. \frac{1}{x}log_{e}10 D. log_{10}e Answer with only A, B, C, or D."
benqa_8th-Science_0062,benqa,mcq,science,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোনটিকে মূত্র তৈরিরি কারখানা হিসেবে অভিহিত করা যায়? A. ফুসফুস B. ত্বক C. যকৃত D. বৃত্ত Answer with only A, B, C, or D.","nicher konotike mutr toiriri karokhana hisebe obhihit kora jay? A. fusofus B. twok C. jokrit D. britt Answer with only A, B, C, or D."
benqa_8th-Science_0062,benqa,mcq,science,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোনটিকে মূত্র তৈরিরি কারখানা হিসেবে অভিহিত করা যায়? A. ফুসফুস B. ত্বক C. যকৃত D. বৃত্ত Answer with only A, B, C, or D.","Which one of the followings is termed as the facroty of urine production? A. Lung B. Skin C. Liver D. Kidney Answer with only A, B, C, or D."
benqa_8th-Science_0062,benqa,mcq,science,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"nicher konotike mutr toiriri karokhana hisebe obhihit kora jay? A. fusofus B. twok C. jokrit D. britt Answer with only A, B, C, or D.","Which one of the followings is termed as the facroty of urine production? A. Lung B. Skin C. Liver D. Kidney Answer with only A, B, C, or D."
benqa_8th-Science_0098,benqa,mcq,science,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,10 5 10 15 30,10 5 10 15 30,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,ইশার বাসার বেডরুমে দুটি টিউবলাইট ও একটি ফ্যান প্যারালালে সংযুক্ত করা হয়। বেডরুমের বর্তনীর সাথে ১০ অ্যাম্পিয়ার মানের ফিউজ ব্যবহার করা হয়। দ্বিতীয় উপকরণটির জন্য কার্যকরী ফিউজ কত? A. ,ishar basar bedorume duti tiubolait o ekti fyan pyaralale songjukt kora hoy. bedorumer bortonir sathe 10 ampiyar maner fiuj byobohar kora hoy. dwitiy upokoronotir jony karyokori fi
benqa_8th-Science_0098,benqa,mcq,science,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,10 5 10 15 30,10 5 10 15 30,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,ইশার বাসার বেডরুমে দুটি টিউবলাইট ও একটি ফ্যান প্যারালালে সংযুক্ত করা হয়। বেডরুমের বর্তনীর সাথে ১০ অ্যাম্পিয়ার মানের ফিউজ ব্যবহার করা হয়। দ্বিতীয় উপকরণটির জন্য কার্যকরী ফিউজ কত? A. ,"In the bedroom of Esha's house, there are two tube lights and e one fan conndctied in paralled. Afuse of 10 ampere is used in the circuit of bedrood. What is the appropriate fuse f"
benqa_8th-Science_0098,benqa,mcq,science,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,10 5 10 15 30,10 5 10 15 30,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,ishar basar bedorume duti tiubolait o ekti fyan pyaralale songjukt kora hoy. bedorumer bortonir sathe 10 ampiyar maner fiuj byobohar kora hoy. dwitiy upokoronotir jony karyokori fi,"In the bedroom of Esha's house, there are two tube lights and e one fan conndctied in paralled. Afuse of 10 ampere is used in the circuit of bedrood. What is the appropriate fuse f"
benqa_12th-Physics-I_0008,benqa,mcq,physics-i,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,120 2 2 2 2,120 2 2 2 2,True,120^{\circ} PQ PQ P^{2} P^{2} Q^{2} Q^{2} \circ \sqrt \sqrt \vec \vec,120^{\circ} PQ PQ P^{2} P^{2} Q^{2} Q^{2} \circ \sqrt \sqrt \vec \vec,True,mcq_letters,mcq_letters,True,False,False,False,,"\vec{P} ও \vec{Q} দুটি ভেক্টর রাশির মধ্যবর্তী কোণ 120^{\circ} হলে তাদের লব্ধির মান- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C. P - Q D. \sqrt{P^{2}+Q^{2}-PQ} Answer with only A, B, C, or","\vec{P} o \vec{Q} duti bhektor rashir modhyoborti kon 120^{\circ} hole tader lobdhir man- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C. P - Q D. \sqrt{P^{2}+Q^{2}-PQ} Answer with only A, B,"
benqa_12th-Physics-I_0008,benqa,mcq,physics-i,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,120 2 2 2 2,120 2 2 2 2,True,120^{\circ} PQ PQ P^{2} P^{2} Q^{2} Q^{2} \circ \sqrt \sqrt \vec \vec,PQ PQ P^{2} P^{2} Q^{2} Q^{2} \degree \sqrt \sqrt \vec \vec,False,mcq_letters,mcq_letters,True,True,False,True,formulas,"\vec{P} ও \vec{Q} দুটি ভেক্টর রাশির মধ্যবর্তী কোণ 120^{\circ} হলে তাদের লব্ধির মান- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C. P - Q D. \sqrt{P^{2}+Q^{2}-PQ} Answer with only A, B, C, or",If angle between the two vectors \vec{P} and \vec{Q} is 120\degree then th e resultant of them- A. P + Q B. \sqrt{P^{2} + Q^{2} + PQ} C. P - Q D. \sqrt{P^{2} + Q^{2} - PQ} Answer w
benqa_12th-Physics-I_0008,benqa,mcq,physics-i,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,120 2 2 2 2,120 2 2 2 2,True,120^{\circ} PQ PQ P^{2} P^{2} Q^{2} Q^{2} \circ \sqrt \sqrt \vec \vec,PQ PQ P^{2} P^{2} Q^{2} Q^{2} \degree \sqrt \sqrt \vec \vec,False,mcq_letters,mcq_letters,True,True,False,True,formulas,"\vec{P} o \vec{Q} duti bhektor rashir modhyoborti kon 120^{\circ} hole tader lobdhir man- A. P + Q B. \sqrt{P^{2}+Q^{2}+PQ} C. P - Q D. \sqrt{P^{2}+Q^{2}-PQ} Answer with only A, B,",If angle between the two vectors \vec{P} and \vec{Q} is 120\degree then th e resultant of them- A. P + Q B. \sqrt{P^{2} + Q^{2} + PQ} C. P - Q D. \sqrt{P^{2} + Q^{2} - PQ} Answer w
benqa_12th-Physics-I_0106,benqa,mcq,physics-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,2 3 2 2,2 3 2 2,True,\pi \pi \pi \pi,\pi \pi \pi \pi,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোনটি শূন্য দশার সমতুল্য? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D.","nicher konti shuny doshar somotuly? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D."
benqa_12th-Physics-I_0106,benqa,mcq,physics-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,2 3 2 2,2 3 2 2,True,\pi \pi \pi \pi,\pi \pi \pi \pi,True,mcq_letters,mcq_letters,True,False,False,False,,"নিচের কোনটি শূন্য দশার সমতুল্য? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D.","Which one of the following is equivalent to zero phase? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D."
benqa_12th-Physics-I_0106,benqa,mcq,physics-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,2 3 2 2,2 3 2 2,True,\pi \pi \pi \pi,\pi \pi \pi \pi,True,mcq_letters,mcq_letters,True,False,False,False,,"nicher konti shuny doshar somotuly? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D.","Which one of the following is equivalent to zero phase? A. \pi/2 B. \pi C. 3\pi/2 D. 2\pi Answer with only A, B, C, or D."
benqa_12th-Physics-II_0219,benqa,mcq,physics-ii,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,1 2 3 4,1 2 3 4,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"পূর্ণ তরঙ্গ রেকটিফায়ারের সর্বোচ্চ কতটি ডায়োড প্রয়োজন? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","purn torongg rekotifayarer sorbochch kototi dayod proyojon? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_12th-Physics-II_0219,benqa,mcq,physics-ii,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,1 2 3 4,1 2 3 4,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"পূর্ণ তরঙ্গ রেকটিফায়ারের সর্বোচ্চ কতটি ডায়োড প্রয়োজন? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","How many diodes are needed for a full wave rectification? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_12th-Physics-II_0219,benqa,mcq,physics-ii,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,1 2 3 4,1 2 3 4,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"purn torongg rekotifayarer sorbochch kototi dayod proyojon? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D.","How many diodes are needed for a full wave rectification? A. 1 B. 2 C. 3 D. 4 Answer with only A, B, C, or D."
benqa_10th-Biology_0143,benqa,mcq,biology,auto_romanized_unverified_v4,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"আকস্মিক কিডনি অকেজো হতে পারে কোন কারণে? A. ডায়াবেটিস B. নেফ্রাইটিস C. মারাত্মক ডায়রিয়া D. উচ্চ রক্তচাপ Answer with only A, B, C, or D.","akosmik kidoni okejo hote pare kon karone? A. dayabetis B. nefraitis C. maratmok dayoriya D. uchch roktochap Answer with only A, B, C, or D."
benqa_10th-Biology_0143,benqa,mcq,biology,auto_romanized_unverified_v4,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"আকস্মিক কিডনি অকেজো হতে পারে কোন কারণে? A. ডায়াবেটিস B. নেফ্রাইটিস C. মারাত্মক ডায়রিয়া D. উচ্চ রক্তচাপ Answer with only A, B, C, or D.","Which of the following can cause sudden damage of kidney? A. Diabetes B. Nehrritis C. Severe diarrhoea D. High blood pressure Answer with only A, B, C, or D."
benqa_10th-Biology_0143,benqa,mcq,biology,auto_romanized_unverified_v4,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"akosmik kidoni okejo hote pare kon karone? A. dayabetis B. nefraitis C. maratmok dayoriya D. uchch roktochap Answer with only A, B, C, or D.","Which of the following can cause sudden damage of kidney? A. Diabetes B. Nehrritis C. Severe diarrhoea D. High blood pressure Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0067,benqa,mcq,chemistry-ii,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,32 2 1 2 24.8,32 2 1 2 24.8,True,O_{2} O_{2},O_{2} O_{2},True,mcq_letters,mcq_letters,True,False,False,False,,"32g O_{2} এর অর্থ হলো- i. 1 mole O_{2} ii. প্রমাণ অবস্থায় 24.8L আয়তন iii. অ্যাডোগেড্রোর সংখ্যার সমাণ অণু নিচের কোনটি সঠিক? A. i B. i ও ii C. i ও iii D. i, ii ও iii Answer with only","32g O_{2} er orth holo- i. 1 mole O_{2} ii. proman obosthay 24.8L ayoton iii. adogedror songkhyar soman onu nicher konti sothik? A. i B. i o ii C. i o iii D. i, ii o iii Answer wit"
benqa_12th-Chemistry-II_0067,benqa,mcq,chemistry-ii,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,32 2 1 2 24.8,32 2 1 2 24.8,True,O_{2} O_{2},O_{2} O_{2} STP,False,mcq_letters,mcq_letters,True,True,False,True,formulas,"32g O_{2} এর অর্থ হলো- i. 1 mole O_{2} ii. প্রমাণ অবস্থায় 24.8L আয়তন iii. অ্যাডোগেড্রোর সংখ্যার সমাণ অণু নিচের কোনটি সঠিক? A. i B. i ও ii C. i ও iii D. i, ii ও iii Answer with only","32g O_{2} means- i. 1 mole O_{2} ii. 24.8L volume in STP iii. equal to Avogadro's number of molecule Which one is correct? A. i B. i and ii C. i and iii D. i, ii and iii Answer wit"
benqa_12th-Chemistry-II_0067,benqa,mcq,chemistry-ii,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,32 2 1 2 24.8,32 2 1 2 24.8,True,O_{2} O_{2},O_{2} O_{2} STP,False,mcq_letters,mcq_letters,True,True,False,True,formulas,"32g O_{2} er orth holo- i. 1 mole O_{2} ii. proman obosthay 24.8L ayoton iii. adogedror songkhyar soman onu nicher konti sothik? A. i B. i o ii C. i o iii D. i, ii o iii Answer wit","32g O_{2} means- i. 1 mole O_{2} ii. 24.8L volume in STP iii. equal to Avogadro's number of molecule Which one is correct? A. i B. i and ii C. i and iii D. i, ii and iii Answer wit"
benqa_12th-Chemistry-I_0037,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ধাতুর গলনাঙ্ক বৃদ্ধি পায়, যখন- i. ধাতব কেলাসে মুক্ত ইলেকট্রন বেশি থাকে ii. আয়নিকরণ বিভব হ্রাস পায় iii. পরমাণুর আকার ক্ষুদ্র হয় নিচের কোনটি সঠিক? A. i ও ii B. ii ও iii C. i ও iii D.","dhatur golonangk briddhi pay, jokhon- i. dhatob kelase mukt ilekotron beshi thake ii. ayonikoron bibhob hras pay iii. poromanur akar kshudr hoy nicher konti sothik? A. i o ii B. ii"
benqa_12th-Chemistry-I_0037,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"ধাতুর গলনাঙ্ক বৃদ্ধি পায়, যখন- i. ধাতব কেলাসে মুক্ত ইলেকট্রন বেশি থাকে ii. আয়নিকরণ বিভব হ্রাস পায় iii. পরমাণুর আকার ক্ষুদ্র হয় নিচের কোনটি সঠিক? A. i ও ii B. ii ও iii C. i ও iii D.","Melting point of metal increases ,when- i.more electrons exist in metal lattice ii.ionization potential decreases iii.size of atoms become smaller Which one is correct? A. i&ii B. "
benqa_12th-Chemistry-I_0037,benqa,mcq,chemistry-i,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,A B C D,A B C D,True,,,True,,,True,mcq_letters,mcq_letters,True,False,False,False,,"dhatur golonangk briddhi pay, jokhon- i. dhatob kelase mukt ilekotron beshi thake ii. ayonikoron bibhob hras pay iii. poromanur akar kshudr hoy nicher konti sothik? A. i o ii B. ii","Melting point of metal increases ,when- i.more electrons exist in metal lattice ii.ionization potential decreases iii.size of atoms become smaller Which one is correct? A. i&ii B. "
banglamath_0519,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_banglish,primary,bangla,banglish_clean,,,True,150 50,150 50,True,,,True,final_answer,final_answer,True,False,False,False,,একটি আয়তাকার বাগানের দৈর্ঘ্য ১৫০ মিটার ও প্রস্থ ৫০ মিটার হলে ক্ষেত্রফল কত Return only the final answer.,ekti ayotokar baganer doirgho 150 mitar o prostho 50 mitar hole khetrofol koto Return only the final answer.
banglamath_0519,banglamath,short_answer,math,human_reviewed_banglish_v5,bangla_vs_english,diagnostic,bangla,english,,,True,150 50,150 50,True,,,True,final_answer,final_answer,True,False,False,False,,একটি আয়তাকার বাগানের দৈর্ঘ্য ১৫০ মিটার ও প্রস্থ ৫০ মিটার হলে ক্ষেত্রফল কত Return only the final answer.,"If the length of a rectangular garden is 150 meters and width is 50 meters, what is the area? Return only the final answer."
banglamath_0519,banglamath,short_answer,math,human_reviewed_banglish_v5,banglish_vs_english,diagnostic,banglish_clean,english,,,True,150 50,150 50,True,,,True,final_answer,final_answer,True,False,False,False,,ekti ayotokar baganer doirgho 150 mitar o prostho 50 mitar hole khetrofol koto Return only the final answer.,"If the length of a rectangular garden is 150 meters and width is 50 meters, what is the area? Return only the final answer."
