model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,parsed_empty,choice_invalid,format_failure,raw_chars,parsed_chars,raw_line_count,raw_multiline,raw_long_gt120,source,line,raw_excerpt
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0188,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,16,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0188,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,151,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0188,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,18,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0197,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,61,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0197,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,67,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0197,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,63,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0213,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,376,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0213,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,120,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0213,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,378,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0215,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,322,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0215,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,104,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0215,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,324,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0277,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,142,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0277,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,41,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0277,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,144,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Biology_0339,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,286,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Biology_0339,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,31,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Biology_0339,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,288,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0041,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,109,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0041,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,108,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0041,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,111,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0110,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,424,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0110,C,False,,True,True,True,312,0,1,False,True,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,166,"None of the provided options (A, B, C, D) correctly answer the question ""chuner panir songket konti?"" which is asking about a Bengali proverb or saying. The ..."
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0110,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,426,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0111,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,337,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0111,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,3,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0111,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,339,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0132,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,28,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0132,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,178,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0132,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,30,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0191,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,295,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0191,A,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,29,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0191,A,False,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,297,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0194,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,94,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0194,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,189,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0194,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,96,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0280,A,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,1,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0280,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,76,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0280,A,False,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,3,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0322,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,22,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0322,B,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,142,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0322,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,24,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0336,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,91,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0336,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,105,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0336,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,93,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0374,B,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,85,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0374,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,116,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0374,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,87,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Chemistry_0388,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,112,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Chemistry_0388,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,44,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Chemistry_0388,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,114,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0062,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,304,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0062,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,32,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0062,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,306,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0102,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,430,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0102,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,197,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0102,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,432,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0139,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,67,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0139,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,13,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0139,A,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,69,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0326,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,115,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0326,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,121,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0326,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,117,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0347,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,289,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0347,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,100,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0347,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,291,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0357,D,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,319,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0357,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,167,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0357,D,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,321,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math-II_0367,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,94,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math-II_0367,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,26,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math-II_0367,C,False,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,96,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math_0032,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,130,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math_0032,B,True,B,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,111,B
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math_0032,B,False,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,132,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math_0044,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,388,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math_0044,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,200,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math_0044,C,True,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,390,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math_0186,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,19,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math_0186,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,4,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math_0186,C,False,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,21,A
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math_0271,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,25,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,benqa,mcq,choice,benqa_10th-Math_0271,D,False,C,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,10,C
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,benqa,mcq,choice,benqa_10th-Math_0271,D,True,D,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,27,D
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,benqa,mcq,choice,benqa_10th-Math_0324,A,True,A,False,False,False,1,1,1,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,46,A
