model,id,gold,subject,grade,domain,source_file,source_row,validation_order,benqa_order,run_line,banglish_option,banglish_correct,banglish_D,banglish_wrong_D,banglish_invalid
Qwen3-4B,benqa_10th-Chemistry_0110,C,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,110,166,121,166,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0111,D,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,111,3,3,3,D,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0132,A,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,132,178,130,178,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0191,A,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,191,29,23,29,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0194,D,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,194,189,140,189,D,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0280,A,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,280,76,56,76,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0322,B,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,322,142,103,142,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0336,D,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,336,105,76,105,D,True,True,False,False
Qwen3-4B,benqa_10th-Chemistry_0374,B,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,374,116,84,116,D,False,True,True,False
Qwen3-4B,benqa_10th-Chemistry_0388,D,Chemistry,10th,chemistry,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,388,44,34,44,D,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0062,C,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,62,32,26,32,D,False,True,True,False
Qwen3-4B,benqa_10th-Math-II_0102,D,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,102,197,143,197,D,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0139,A,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,139,13,11,13,D,False,True,True,False
Qwen3-4B,benqa_10th-Math-II_0326,C,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,326,121,88,121,C,True,False,False,False
Qwen3-4B,benqa_10th-Math-II_0347,D,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,347,100,73,100,D,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0357,D,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,357,167,122,167,D,True,True,False,False
Qwen3-4B,benqa_10th-Math-II_0367,C,Math-II,10th,math-ii,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,367,26,20,26,C,True,False,False,False
Qwen3-4B,benqa_10th-Math_0032,B,Math,10th,math,literature/code/BEnQA/data/BEnQA/10th-Math.csv,32,111,79,111,invalid,False,False,False,True
Qwen3-4B,benqa_10th-Math_0044,C,Math,10th,math,literature/code/BEnQA/data/BEnQA/10th-Math.csv,44,200,144,200,D,False,True,True,False
Qwen3-4B,benqa_10th-Math_0186,C,Math,10th,math,literature/code/BEnQA/data/BEnQA/10th-Math.csv,186,4,4,4,D,False,True,True,False
Qwen3-4B,benqa_10th-Math_0271,D,Math,10th,math,literature/code/BEnQA/data/BEnQA/10th-Math.csv,271,10,8,10,C,False,False,False,False
Qwen3-4B,benqa_10th-Math_0324,A,Math,10th,math,literature/code/BEnQA/data/BEnQA/10th-Math.csv,324,43,33,43,D,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0021,C,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,21,110,78,110,D,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0036,C,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,36,154,112,154,C,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0045,A,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,45,11,9,11,A,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0055,D,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,55,114,82,114,D,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0084,D,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,84,35,29,35,B,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0106,A,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,106,145,105,145,B,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0130,D,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,130,148,108,148,D,True,True,False,False
Qwen3-4B,benqa_10th-Physics_0150,B,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,150,164,120,164,D,False,True,True,False
Qwen3-4B,benqa_10th-Physics_0198,D,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,198,74,54,74,C,False,False,False,False
Qwen3-4B,benqa_10th-Physics_0280,B,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,280,177,129,177,B,True,False,False,False
Qwen3-4B,benqa_10th-Physics_0296,D,Physics,10th,physics,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,296,163,119,163,D,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0034,B,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,34,158,116,158,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0049,C,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,49,75,55,75,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0119,C,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,119,25,19,25,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0122,A,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,122,23,18,23,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0128,B,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,128,77,57,77,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0179,A,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,179,187,138,187,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0203,D,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,203,143,104,143,D,True,True,False,False
Qwen3-4B,benqa_12th-Biology-II_0247,B,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,247,182,134,182,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0287,B,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,287,124,90,124,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0321,C,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,321,123,89,123,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-II_0325,A,Biology-II,12th,biology-ii,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,325,14,12,14,C,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0039,C,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,39,183,135,183,B,False,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0042,D,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,42,18,15,18,D,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0056,A,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,56,195,142,195,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0077,C,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,77,34,28,34,C,True,False,False,False
Qwen3-4B,benqa_12th-Biology-I_0160,B,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,160,51,39,51,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0181,C,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,181,58,42,58,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0218,B,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,218,20,16,20,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0222,A,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,222,59,43,59,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0265,A,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,265,1,1,1,D,False,True,True,False
Qwen3-4B,benqa_12th-Biology-I_0277,D,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,277,188,139,188,D,True,True,False,False
Qwen3-4B,benqa_12th-Biology-I_0283,A,Biology-I,12th,biology-i,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,283,113,81,113,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0013,C,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,13,168,123,168,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0054,A,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,54,7,6,7,C,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0067,C,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,67,95,71,95,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0117,C,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,117,157,115,157,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0194,A,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,194,5,5,5,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0228,C,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,228,179,131,179,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-II_0235,A,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,235,184,136,184,C,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0240,B,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,240,2,2,2,C,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0294,C,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,294,47,36,47,C,True,False,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0305,D,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,305,162,118,162,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-II_0354,B,Chemistry-II,12th,chemistry-ii,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,354,39,31,39,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0028,B,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,28,115,83,115,C,False,False,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0037,C,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,37,96,72,96,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0140,D,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,140,126,92,126,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0174,A,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,174,30,24,30,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0190,B,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,190,138,100,138,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0218,D,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,218,155,113,155,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0227,D,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,227,65,48,65,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0260,D,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,260,33,27,33,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0286,C,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,286,149,109,149,D,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0303,D,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,303,129,94,129,D,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0328,B,Chemistry-I,12th,chemistry-i,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,328,80,59,80,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-II_0043,D,Math-II,12th,math-ii,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,43,63,47,63,D,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0214,C,Math-II,12th,math-ii,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,214,101,74,101,C,True,False,False,False
Qwen3-4B,benqa_12th-Math-II_0230,D,Math-II,12th,math-ii,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,230,70,52,70,D,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0234,A,Math-II,12th,math-ii,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,234,9,7,9,invalid,False,False,False,True
Qwen3-4B,benqa_12th-Math-I_0029,B,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,29,141,102,141,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0088,C,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,88,62,46,62,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0120,D,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,120,50,38,50,D,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0186,A,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,186,83,61,83,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0187,B,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,187,146,106,146,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0202,B,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,202,171,126,171,B,True,False,False,False
Qwen3-4B,benqa_12th-Math-I_0218,A,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,218,61,45,61,C,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0310,B,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,310,88,64,88,B,True,False,False,False
Qwen3-4B,benqa_12th-Math-I_0326,B,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,326,112,80,112,invalid,False,False,False,True
Qwen3-4B,benqa_12th-Math-I_0342,C,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,342,21,17,21,D,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0383,D,Math-I,12th,math-i,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,383,118,86,118,D,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0037,B,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,37,68,51,68,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0046,C,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,46,82,60,82,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0085,D,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,85,66,49,66,D,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0088,A,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,88,159,117,159,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0131,B,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,131,150,110,150,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0195,B,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,195,137,99,137,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0213,D,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,213,172,127,172,C,False,False,False,False
Qwen3-4B,benqa_12th-Physics-II_0219,D,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,219,93,69,93,D,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0267,B,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,267,36,30,36,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0290,B,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,290,132,95,132,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0292,C,Physics-II,12th,physics-ii,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,292,46,35,46,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0008,D,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,8,91,67,91,D,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0079,C,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,79,125,91,125,C,True,False,False,False
Qwen3-4B,benqa_12th-Physics-I_0106,D,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,106,92,68,92,D,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0109,C,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,109,57,41,57,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0133,C,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,133,135,97,135,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0157,A,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,157,194,141,194,C,False,False,False,False
Qwen3-4B,benqa_12th-Physics-I_0214,B,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,214,71,53,71,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0253,A,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,253,28,22,28,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0254,B,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,254,180,132,180,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0256,C,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,256,27,21,27,D,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0289,D,Physics-I,12th,physics-i,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,289,15,13,15,D,True,True,False,False
Qwen3-4B,benqa_8th-Math_0031,D,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,31,78,58,78,D,True,True,False,False
Qwen3-4B,benqa_8th-Math_0062,D,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,62,139,101,139,D,True,True,False,False
Qwen3-4B,benqa_8th-Math_0072,B,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,72,133,96,133,D,False,True,True,False
Qwen3-4B,benqa_8th-Math_0085,C,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,85,87,63,87,D,False,True,True,False
Qwen3-4B,benqa_8th-Math_0167,C,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,167,60,44,60,D,False,True,True,False
Qwen3-4B,benqa_8th-Math_0190,B,Math,8th,math,literature/code/BEnQA/data/BEnQA/8th-Math.csv,190,17,14,17,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0014,D,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,14,48,37,48,D,True,True,False,False
Qwen3-4B,benqa_8th-Science_0024,C,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,24,186,137,186,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0042,B,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,42,128,93,128,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0062,D,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,62,89,65,89,D,True,True,False,False
Qwen3-4B,benqa_8th-Science_0078,C,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,78,170,125,170,C,True,False,False,False
Qwen3-4B,benqa_8th-Science_0086,A,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,86,12,10,12,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0098,A,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,98,90,66,90,B,False,False,False,False
Qwen3-4B,benqa_8th-Science_0127,B,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,127,85,62,85,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0153,C,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,153,55,40,55,D,False,True,True,False
Qwen3-4B,benqa_8th-Science_0159,B,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,159,176,128,176,C,False,False,False,False
Qwen3-4B,benqa_8th-Science_0202,C,Science,8th,science,literature/code/BEnQA/data/BEnQA/8th-Science.csv,202,169,124,169,A,False,False,False,False
