id,dataset,domain,subject,grade,task_type,answer_type,quality_status,review_label,reviewed_banglish_provided,answer,banglish_preview,banglish_chars,banglish_words,banglish_lines,banglish_option_lines,bangla_chars,english_chars,digit_count,latex_marker_count,operator_count,has_digits,has_latex_markers,has_formula_or_operator,has_roman_statement_list,has_science_symbol,has_review_label,Qwen2.5-3B_pattern,Qwen2.5-3B_bangla_correct,Qwen2.5-3B_banglish_correct,Qwen2.5-3B_english_correct,Qwen2.5-3B_fragility_event,Qwen2.5-7B_pattern,Qwen2.5-7B_bangla_correct,Qwen2.5-7B_banglish_correct,Qwen2.5-7B_english_correct,Qwen2.5-7B_fragility_event,Qwen3-4B_pattern,Qwen3-4B_bangla_correct,Qwen3-4B_banglish_correct,Qwen3-4B_english_correct,Qwen3-4B_fragility_event,n_models,banglish_fragility_events,strict_bangla_english_fragility_events,all_wrong_events,banglish_only_correct_events,bangla_correct_models,banglish_correct_models,english_correct_models,any_script_correct_models,any_model_fragile,all_models_fragile,long_banglish_words_q4,long_banglish_chars_q4
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"tan\frac{\alpha}{2} = 7 hole 4sin\alpha - 3cos\alpha = ? A. 5 B. 4 C. 3 D. 6 Answer with only A, B, C, or D.",108,25,6,4,107,107,8,8,4,True,True,True,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,penper ring spot roger lokshon holo- i. patar botay pani bheja sobuj dag dekha jay ii. penper mishtota hras pay iii. foler akar...,237,53,6,4,224,275,0,0,1,False,False,True,True,False,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,3,2,0,0,2,0,3,3,True,True,True,True
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,panite santar katar somoy kon badha otikrom korte hoy? A. sthiti ghorshon B. goti ghorshon C. abort ghorshon D. probahi ghorsho...,160,29,6,4,142,150,0,0,0,False,False,False,False,False,True,all_correct,True,True,True,False,english_only_correct,False,False,True,True,all_correct,True,True,True,False,3,1,0,0,0,2,2,3,3,True,False,False,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"1% NaOH droboner pH koto? A. 0.8 B. 13.4 C. 13.2 D. 1 Answer with only A, B, C, or D.",85,21,6,4,82,91,10,0,0,True,False,False,False,False,True,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,3,1,1,1,0,2,1,2,2,True,False,False,False
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"ithilin glaikol kon dhoroner joug? A. alodihaid B. alokohol C. alokin D. alokain Answer with only A, B, C, or D.",112,21,6,4,114,128,0,0,0,False,False,False,False,False,False,all_correct,True,True,True,False,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,1,1,0,0,2,2,3,3,True,False,False,False
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"amishe shotkora koto bhag naitrojen bidyoman A. 12 B. 14 C. 16 D. 18 Answer with only A, B, C, or D.",100,22,6,4,94,106,8,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,1,1,1,0,1,1,2,2,True,False,False,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"\frac{d}{dx} (log_{5}x) = koto? A. \frac{1}{x} B. \frac{1}{x}log_{e}5 C. \frac{1}{5 lnx} D. \frac{1}{x ln5} Answer with only A,...",139,22,6,4,137,135,8,31,6,True,True,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,3,3,3,3,False,False,False,False
banglamath_0538,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,৩৮৪ বর্গ মিটার,ekti ayotokar baganer doirgho 60 mitar o prostho 40 mitar. er bhitore 2 mitar chowra rasta thakle rastar khetrofol koto Return...,149,25,2,0,142,129,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,A,laisojomer sathe nicher konotir karyogot mil royechhe? A. losika kosh B. snayu kosh C. jonon kosh D. osthi kosh Answer with onl...,143,27,6,4,130,155,0,0,0,False,False,False,False,False,False,bangla_only_correct,True,False,False,True,all_correct,True,True,True,False,bangla_only_correct,True,False,False,True,3,2,0,0,0,3,1,1,3,True,False,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"sin B = \sqrt{2} - cosB hole, B = koto? A. \frac{\pi}{2} B. \frac{\pi}{3} C. \frac{\pi}{4} D. \frac{\pi}{6} Answer with only A,...",139,26,6,4,136,138,5,27,8,True,True,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,banglish_only_correct,False,True,False,False,3,0,0,0,1,2,3,2,3,False,False,False,False
banglamath_0518,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,১৫০ মিটার,ekti ayotokar baganer doirgho prosther tinogun ebong porisima 400 mitar hole baganer doirgho koto Return only the final answer.,127,19,2,0,119,143,3,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"pranijogoter dwitiy brihottom porb konti? A. Cnidaria B. Annelida C. Mollusca D. Athropoda Answer with only A, B, C, or D.",122,21,6,4,120,135,0,0,0,False,False,False,False,False,True,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,1,0,2,0,0,0,1,1,True,False,False,False
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,protin poripake ongsh ney konti? i. peposin ii. amailej iii. karboksipepotaid nicher konti sothik? A. i o ii B. i o iii C. ii o...,179,39,6,4,176,179,0,0,0,False,False,False,True,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,2,1,3,3,True,False,True,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"porom shuny tapomatra konti? A. 273^{\circ}C B. 0^{\circ}C C. -273^{\circ}C D. -373^{\circ}C Answer with only A, B, C, or D.",124,20,6,4,122,141,10,16,2,True,True,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,3,3,3,3,False,False,False,False
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,CaF_{2}-er somprikt joliy drobone floraid ayoner ghonomatra 0.00655 gL^{-1} hole CaF_{2} er drabyota gunofol koto hobe? A. 3.7\...,243,36,6,4,234,234,37,25,10,True,True,True,False,False,True,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,1,0,1,0,1,1,2,2,True,False,True,True
banglamath_0233,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৭ দিন,6 jon lok ekti kaj 28 dine korle 24 jon lok koto dine korbe Return only the final answer.,89,19,2,0,83,104,5,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"saban toirir mul upadan A. esid B. ksharok C. lobon D. glisarin Answer with only A, B, C, or D.",95,20,6,4,92,106,0,0,0,False,False,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,3,3,1,0,0,1,0,3,3,True,True,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"nicher kon esidoti sobocheye shoktishali? A. HF B. HCI C. HBr D. HI Answer with only A, B, C, or D.",99,21,6,4,92,107,0,0,0,False,False,False,False,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,3,3,3,3,False,False,False,False
banglamath_1699,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,132,"A - B = 10, AB = 16 hole A² + B² = koto? Return only the final answer.",70,19,2,0,67,73,4,0,5,True,False,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,2,0,1,1,1,1,False,False,False,False
banglamath_0552,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৪৫০০ বর্গগজ,ekti samantoriker bhumi 90 goj o ucchota 50 goj hole tar khetrofol koto Return only the final answer.,101,18,2,0,94,113,4,0,0,True,False,False,False,False,True,bangla_only_correct,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,1,0,2,0,1,0,0,1,True,False,False,False
benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,ekti karno injiner karyonirbahok bostu 400 K tapomatrar tap utos hote 840 J tap grohon kore tapograhoke 630 J tap borjon kore....,223,46,6,4,216,215,21,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_only_correct,True,False,False,True,3,2,1,1,0,2,0,1,2,True,False,True,True
benqa_8th-Math_0072,benqa,math,Math,8th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"779 songkhyati kon bijogonitiy rashir 111 tom pod? A. 7k - 2 B. 7k + 2 C. 5555k + 224 D. 777k + 2 Answer with only A, B, C, or D.",129,32,6,4,122,130,21,0,4,True,False,True,False,False,False,banglish_only_correct,False,True,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,1,0,1,1,0,1,1,2,True,False,False,False
banglamath_0539,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১৪৭ বর্গমিটার,ekti ghorer mejhe karpet diye murote proti borgomitare 7.50 taka dore 1102.50 taka khoroch hole ghorer khetrofol koto Return on...,147,23,2,0,133,147,9,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,\frac{3}{2} mol gyaser jony adorsh gyas somikoron hobe konti? A. 3PV = 2RT B. 2PV = \frac{1}{3} RT C. 2PV = 3RT D. \frac{PV}{RT...,172,32,6,4,169,162,11,20,8,True,True,True,False,False,True,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,3,1,3,3,True,False,False,False
benqa_10th-Biology_0128,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,ister shboson prokriyay konti utoponn hoy? A. lyakotik esid B. glukoj C. oksalo asitik esid D. glisarik esid Answer with only A...,140,26,6,4,144,140,0,0,0,False,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,bangla_only_correct,True,False,False,True,3,3,1,0,0,2,0,2,3,True,True,False,False
benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"prithibir byasardh 6500 km er dharokotto koto? A. 711 F B. 722 \mu F C. 640 \mu F D. 614 \mu F Answer with only A, B, C, or D.",126,30,6,4,120,136,16,3,0,True,True,True,False,False,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,all_wrong,False,False,False,False,3,2,1,1,0,1,0,2,2,True,False,False,False
benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"nicher konotir bondhon kon sobocheye bor? A. CH_{4} B. BCl_{3} C. NH_{3} D. H_{2}O Answer with only A, B, C, or D.",114,22,6,4,106,123,4,12,0,True,True,True,False,False,False,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,english_only_correct,False,False,True,True,3,2,0,1,0,0,0,2,2,True,False,False,False
benqa_8th-Math_0062,benqa,math,Math,8th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"nicher kon binduti x-oksher upor obosthit? A. (- 5, 5) B. (3, - 3) C. (0, 4) D. (2, 0) Answer with only A, B, C, or D.",118,28,6,4,116,114,8,0,3,True,False,True,False,False,False,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,all_correct,True,True,True,False,3,1,1,0,0,3,2,3,3,True,False,False,False
banglamath_0549,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,major_edit,True,৪৫০ বর্গমিটার,ekti baganer baire 2.5 mitar chowra rasta thakle rastar khetrofol koto jodi baganer doirgho 50 mi o prostho 35 mi hoy Return on...,147,26,2,0,141,113,6,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Math-I_0029,benqa,math-i,Math-I,12th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"(-5, 10) bindugami sorolorekha x-oksher dhonatmok diker sathe tan^{-1}\frac{3}{4} kon utoponn kore. sorolorekhar somikoron- A....",235,54,6,4,220,265,26,8,17,True,True,True,False,False,False,all_wrong,False,False,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,3,1,0,2,0,0,0,1,1,True,False,True,True
benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"konotir onute dwi-bondhon bidyoman? A. haidrojen B. oksijen C. naitrojen D. klorin Answer with only A, B, C, or D.",114,20,6,4,116,114,0,0,1,False,False,True,False,False,False,all_correct,True,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,2,0,0,3,1,3,3,True,False,False,False
benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"pittoroser kaj hochchhe- i. chorbijatiy khaddoke imalosifai kora ii. bhitamin A,D,E,o K shoshone sohayota kore iii. kopar, jing...",270,52,6,4,246,257,0,0,1,False,False,True,True,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,bangla_banglish_correct_english_wrong,True,True,False,False,3,0,0,0,0,3,3,2,3,False,False,True,True
banglamath_1703,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৩৬টি,ekti jhurite dharonokshomota 120ti anaros othoba 144ti amer . jhurite 90ti anaros rakhar por ar kototi am rakha jabe? Return on...,147,24,2,0,132,144,8,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Physics_0106,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,bina badhay poront bostu 5 sekende 50 mitar poth otikrom korle 72 mitar poth otikrom korte koto sekend somoy lagbe? A. 6 B. 7.2...,172,36,6,4,162,178,12,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,False
benqa_12th-Math-I_0187,benqa,math-i,Math-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,2x - ky + 1 = 0 o 3x + 2y - 6 = 0 duiti sorolorekhar somikoron. dwitiy rekhatir lomb rekhar dhal koto? A. \frac{3}{2} B. \frac{...,198,42,6,4,187,227,15,20,12,True,True,True,False,False,True,all_wrong,False,False,False,False,banglish_only_correct,False,True,False,False,all_wrong,False,False,False,False,3,0,0,2,1,0,1,0,1,False,False,True,True
benqa_10th-Biology_0149,benqa,biology,Biology,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,B,"konotir prantiy prachir gole noler srishti hoy? A. sibhokosh B. bhesel C. trakid D. songgikosh Answer with only A, B, C, or D.",126,23,6,4,118,174,0,0,0,False,False,False,False,False,False,bangla_only_correct,True,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,3,3,1,0,0,2,0,2,3,True,True,False,False
benqa_10th-Physics_0130,benqa,physics,Physics,10th,mcq,choice,human_review_bad_banglish,bad,False,D,manobodeher ghonotb kot? i. kontrol rod thake ii. bipul poriman tap shokti nirgot hoy iii. jbalani hisebe iureniyam byobohrit h...,231,48,6,4,216,223,0,0,0,False,False,False,True,False,True,bangla_banglish_correct_english_wrong,True,True,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,2,3,2,3,False,False,True,True
benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_review_bad_banglish,bad,False,C,"urbor matir jony otyanukul pH kot? A. 3.0-4 B. 6-May C. 8-Jul D. 11-Oct Answer with only A, B, C, or D.",103,22,6,4,103,108,7,0,4,True,False,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,12th,mcq,choice,human_review_bad_banglish,bad,False,B,tharmomitir mul somikoron nicher konoti? A. \frac{N}{\theta - \theta_{ice}} = \frac{X_{\theta} - X_{ice}}{X_{steam} - X_{ice}}...,416,53,6,4,411,443,0,112,24,False,True,True,False,False,True,banglish_only_correct,False,True,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,2,1,0,1,0,1,False,False,True,True
benqa_10th-Biology_0188,benqa,biology,Biology,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,A,"torol jojok tisyu koy prokar? A. 2 B. 3 C. 4 D. 5 Answer with only A, B, C, or D.",81,21,6,4,78,94,4,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_only_correct,True,False,False,True,3,1,0,1,0,1,1,1,2,True,False,False,False
banglamath_1686,banglamath,math,,Eight,short_answer,short_answer,auto_romanized_unverified_v4,unreviewed,False,প্রতেকে পাবে ৫/৬ আপেল।অর্থাৎ ১টি আপেলের অর্ধেক +১টি আপেলের ১/৩ ভাগ।,5ti apeloke 6 jon baloker majhe somanobhabe bhag kore dite hobe. kibhabe? (bi: dr: proyojon hole apeloke sorbochch soman 3 tuko...,173,28,2,0,158,136,3,0,0,True,False,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0188,banglamath,math,,six,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,১৫ ঘণ্টা,25 jon lok doinik 6 ghonta porishrom kore ekti kaj 8 dine shesh kore. 10 jon lok doinik koto ghonta porishrom kore oi kajoti sh...,166,31,2,0,144,156,6,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms^{-2}] A. 3500 B. 1400 C. 228....",169,36,6,4,161,186,25,3,2,True,True,True,False,False,True,all_correct,True,True,True,False,all_correct,True,True,True,False,all_correct,True,True,True,False,3,0,0,0,0,3,3,3,3,False,False,True,False
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,"panir onute \angle HOH er man koto? A. 120^{\circ} B. 109^{\circ} C. 107^{\circ} D. 104.5^{\circ} Answer with only A, B, C, or D.",129,23,6,4,127,141,13,17,0,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_correct,True,True,True,False,3,0,0,2,0,1,1,1,1,False,False,False,False
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"potonggoporagi ful konti? A. dhan B. kochu C. sorisha D. akh Answer with only A, B, C, or D.",92,19,6,4,82,111,0,0,0,False,False,False,False,False,True,all_wrong,False,False,False,False,all_correct,True,True,True,False,english_only_correct,False,False,True,True,3,1,0,1,0,1,1,2,2,True,False,False,False
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,alodihaid o kitoner modhye parthoky niruponer jony byobohrit bikarok- i. tolen bikarok ii. 2 : 4 - DNPH iii. feling drobon nich...,223,49,6,4,213,239,2,0,2,True,False,True,True,False,True,all_wrong,False,False,False,False,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,3,2,1,1,0,1,0,2,2,True,False,True,True
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"kshudrantrer kshudr ongsh konti? A. pailoras B. diodenam C. jejunam D. iliyam Answer with only A, B, C, or D.",109,20,6,4,111,121,0,0,0,False,False,False,False,False,True,english_only_correct,False,False,True,True,bangla_banglish_correct_english_wrong,True,True,False,False,english_only_correct,False,False,True,True,3,2,0,0,0,1,1,2,3,True,False,False,False
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,A,haigen‌s er nitir sahajye byakhya kora jay- i. protisoron ii. protifolon iii. somoborton nicher konti sothik? A. i o ii B. i o...,189,41,6,4,181,194,0,0,1,False,False,True,True,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,True,False
banglamath_1696,banglamath,math,,Eight,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,০.১৮ লিটার অথবা ১.৮ লিটার,20 gram lobon diye 10% lobonomishrit shorobot banate koto litar panir dorokar? Return only the final answer.,108,17,2,0,97,114,4,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
banglamath_0531,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৫ মেট্রিক টন ৫০৭ কেজি ৭০০ গ্রাম,ek khond jomite 500 keji 700 gram alu hole 11 khond jomite koto alu hobe Return only the final answer.,102,20,2,0,95,104,8,0,0,True,False,False,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,all_wrong,False,False,False,False,3,0,0,3,0,0,0,0,0,False,False,False,False
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,27^oC tapomatray O_2 er RMS man koto? A. 453.23 ms^{-1} B. 463.34 ms^{-1} C. 473.45 ms^{-1} D. 483.56 ms^{-1} Answer with only...,141,27,6,4,139,158,27,14,4,True,True,True,False,True,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,banglish_only_correct,False,True,False,False,3,0,0,2,1,0,1,0,1,False,False,False,False
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,choice,auto_romanized_unverified_v4,unreviewed,False,D,"iureniyamer chein bikriyar dwitiy dhape kototi niutron nirgot hoy? A. 2 ti B. 3 ti C. 6 ti D. 9 ti Answer with only A, B, C, or D.",130,29,6,4,127,115,4,0,0,True,False,False,False,False,False,english_only_correct,False,False,True,True,all_wrong,False,False,False,False,banglish_only_correct,False,True,False,False,3,1,0,1,1,0,1,1,2,True,False,False,False
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,B,"konti skelar rashi? A. beg B. druti C. soron D. tworon Answer with only A, B, C, or D.",86,19,6,4,84,118,0,0,0,False,False,False,False,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,banglish_english_correct_bangla_wrong,False,True,True,False,bangla_english_correct_banglish_wrong,True,False,True,True,3,1,1,0,0,1,2,3,3,True,False,False,False
banglamath_0526,banglamath,math,,seven,short_answer,short_answer,human_reviewed_banglish_v5,minor_edit,True,৩০ বর্গ মিটার,ekti tribhujer bhumi 10 mitar o ucchota 6 mitar hole khetrofol koto Return only the final answer.,97,17,2,0,92,109,3,0,0,True,False,False,False,False,True,bangla_english_correct_banglish_wrong,True,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,3,3,2,0,0,2,0,3,3,True,True,False,False
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,"chuner panir songket konti? A. CaCO_{3} B. CaO C. Ca(OH)_{2} D. Ca(HCO_{3})_{2} Answer with only A, B, C, or D.",111,20,6,4,108,123,4,12,0,True,True,True,False,True,True,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,english_only_correct,False,False,True,True,3,3,1,0,0,1,0,3,3,True,True,False,False
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,D,\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konti? A. -0.225 B. -0.1125 C. 0.0...,172,33,6,4,171,183,28,12,4,True,True,True,False,False,True,all_wrong,False,False,False,False,all_wrong,False,False,False,False,bangla_banglish_correct_english_wrong,True,True,False,False,3,0,0,2,0,1,1,0,1,False,False,False,False
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,choice,human_reviewed_banglish_v5,minor_edit,True,C,ghumer oushodh hisebe byobohrit hoy konti? A. foromalodihaid B. asitalodihaid C. pyaralodihaid D. metalodihaid Answer with only...,142,22,6,4,132,135,0,0,0,False,False,False,False,False,True,banglish_english_correct_bangla_wrong,False,True,True,False,english_only_correct,False,False,True,True,bangla_english_correct_banglish_wrong,True,False,True,True,3,2,1,0,0,1,1,3,3,True,False,False,False
