model,model_id,dataset,task_type,answer_type,id,domain,subject,grade,gold,pattern,bangla_correct,reviewed_banglish_correct,english_correct,bangla_correct_banglish_wrong,english_correct_banglish_wrong,alternate_correct_banglish_wrong,both_alternates_correct_banglish_wrong,all_three_correct,all_three_wrong
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0215,biology,Biology,10th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0277,biology,Biology,10th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Biology_0339,biology,Biology,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0041,chemistry,Chemistry,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0110,chemistry,Chemistry,10th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0111,chemistry,Chemistry,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0132,chemistry,Chemistry,10th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0191,chemistry,Chemistry,10th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0194,chemistry,Chemistry,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0280,chemistry,Chemistry,10th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0322,chemistry,Chemistry,10th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0336,chemistry,Chemistry,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0374,chemistry,Chemistry,10th,B,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Chemistry_0388,chemistry,Chemistry,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0062,math-ii,Math-II,10th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0102,math-ii,Math-II,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0139,math-ii,Math-II,10th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0326,math-ii,Math-II,10th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0347,math-ii,Math-II,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0357,math-ii,Math-II,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math-II_0367,math-ii,Math-II,10th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0032,math,Math,10th,B,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0044,math,Math,10th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0186,math,Math,10th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0271,math,Math,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Math_0324,math,Math,10th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0021,physics,Physics,10th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0036,physics,Physics,10th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0045,physics,Physics,10th,A,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0055,physics,Physics,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0084,physics,Physics,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0106,physics,Physics,10th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0130,physics,Physics,10th,D,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0150,physics,Physics,10th,B,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0198,physics,Physics,10th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0280,physics,Physics,10th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_10th-Physics_0296,physics,Physics,10th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0034,biology-ii,Biology-II,12th,B,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0049,biology-ii,Biology-II,12th,C,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0119,biology-ii,Biology-II,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0122,biology-ii,Biology-II,12th,A,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0128,biology-ii,Biology-II,12th,B,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0179,biology-ii,Biology-II,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0203,biology-ii,Biology-II,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0247,biology-ii,Biology-II,12th,B,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0287,biology-ii,Biology-II,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0321,biology-ii,Biology-II,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-II_0325,biology-ii,Biology-II,12th,A,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0039,biology-i,Biology-I,12th,C,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0042,biology-i,Biology-I,12th,D,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0056,biology-i,Biology-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0077,biology-i,Biology-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0160,biology-i,Biology-I,12th,B,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0181,biology-i,Biology-I,12th,C,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0218,biology-i,Biology-I,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0222,biology-i,Biology-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0265,biology-i,Biology-I,12th,A,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0277,biology-i,Biology-I,12th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Biology-I_0283,biology-i,Biology-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0013,chemistry-ii,Chemistry-II,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0054,chemistry-ii,Chemistry-II,12th,A,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0067,chemistry-ii,Chemistry-II,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0117,chemistry-ii,Chemistry-II,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0194,chemistry-ii,Chemistry-II,12th,A,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0228,chemistry-ii,Chemistry-II,12th,C,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0235,chemistry-ii,Chemistry-II,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0240,chemistry-ii,Chemistry-II,12th,B,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0294,chemistry-ii,Chemistry-II,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0305,chemistry-ii,Chemistry-II,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-II_0354,chemistry-ii,Chemistry-II,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0028,chemistry-i,Chemistry-I,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0037,chemistry-i,Chemistry-I,12th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0140,chemistry-i,Chemistry-I,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0174,chemistry-i,Chemistry-I,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0190,chemistry-i,Chemistry-I,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0218,chemistry-i,Chemistry-I,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0227,chemistry-i,Chemistry-I,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0260,chemistry-i,Chemistry-I,12th,D,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0043,math-ii,Math-II,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0214,math-ii,Math-II,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0230,math-ii,Math-II,12th,D,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-II_0234,math-ii,Math-II,12th,A,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0029,math-i,Math-I,12th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0088,math-i,Math-I,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0120,math-i,Math-I,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0186,math-i,Math-I,12th,A,banglish_english_correct_bangla_wrong,False,True,True,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0187,math-i,Math-I,12th,B,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0202,math-i,Math-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0218,math-i,Math-I,12th,A,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0310,math-i,Math-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0326,math-i,Math-I,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0342,math-i,Math-I,12th,C,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Math-I_0383,math-i,Math-I,12th,D,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0037,physics-ii,Physics-II,12th,B,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0046,physics-ii,Physics-II,12th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0085,physics-ii,Physics-II,12th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0088,physics-ii,Physics-II,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0131,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0195,physics-ii,Physics-II,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0213,physics-ii,Physics-II,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0219,physics-ii,Physics-II,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0267,physics-ii,Physics-II,12th,B,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0290,physics-ii,Physics-II,12th,B,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-II_0292,physics-ii,Physics-II,12th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0008,physics-i,Physics-I,12th,D,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0079,physics-i,Physics-I,12th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0106,physics-i,Physics-I,12th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0109,physics-i,Physics-I,12th,C,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0133,physics-i,Physics-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0157,physics-i,Physics-I,12th,A,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0214,physics-i,Physics-I,12th,B,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0253,physics-i,Physics-I,12th,A,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0254,physics-i,Physics-I,12th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0256,physics-i,Physics-I,12th,C,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_12th-Physics-I_0289,physics-i,Physics-I,12th,D,banglish_only_correct,False,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0031,math,Math,8th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0062,math,Math,8th,D,bangla_english_correct_banglish_wrong,True,False,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0072,math,Math,8th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0085,math,Math,8th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0167,math,Math,8th,C,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Math_0190,math,Math,8th,B,all_correct,True,True,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0014,science,Science,8th,D,bangla_banglish_correct_english_wrong,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0024,science,Science,8th,C,bangla_only_correct,True,False,False,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0042,science,Science,8th,B,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0062,science,Science,8th,D,english_only_correct,False,False,True,False,True,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0078,science,Science,8th,C,all_wrong,False,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,choice,benqa_8th-Science_0086,science,Science,8th,A,all_correct,True,True,True,False,False,False,False,True,False
