index,id,source_file,source_row,grade,subject,answer,review_status,issue_count,warning_count,issues,warnings,banglish_bengali_char_count,banglish_length_ratio,bangla_digits,banglish_digits,english_digits
507,benqa_ext_12th-Chemistry-I_0299,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,299,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.154,,,
508,benqa_ext_10th-Chemistry_0149,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,149,10th,Chemistry,B,ai_assisted_review_pass_v1,0,0,,,0,1.143,,,0
509,benqa_ext_12th-Math-I_0143,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,143,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.014,4|1|8|1|1|2|1|3|1|4|1|3,4|1|8|1|1|2|1|3|1|4|1|3,4|1|8|1|1|2|1|3|1|4|1|3
510,benqa_ext_10th-Biology_0252,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,252,10th,Biology,B,ai_assisted_review_pass_v1,0,0,,,0,1.032,,,
511,benqa_ext_12th-Physics-II_0296,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,296,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.081,,,
512,benqa_ext_12th-Math-I_0011,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,11,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.996,3|6|2|4|4|1|8|2|4|1|2|3|4|10|2|5,3|6|2|4|4|1|8|2|4|1|2|3|4|10|2|5,3|6|2|4|4|1|8|2|4|1|2|3|4|10|2|5
513,benqa_ext_12th-Math-I_0348,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,348,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.037,,,
514,benqa_ext_8th-Math_0120,literature/code/BEnQA/data/BEnQA/8th-Math.csv,120,8th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.052,225|15|30|45|60,225|15|30|45|60,225|15|30|45|60
515,benqa_ext_12th-Math-I_0160,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,160,12th,Math-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.014,10|0|10|10|9|10,10|0|10|10|9|10,10|0|10|10|9|10
516,benqa_ext_12th-Math-II_0328,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,328,12th,Math-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.059,3|5|3|2|2|34|43,3|5|3|2|2|34|43,3|5|3|2|2|34|43
517,benqa_ext_12th-Physics-II_0268,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,268,12th,Physics-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.061,1|2|1|4|2|1|4|1,1|2|1|4|2|1|4|1,1|2|1|4|2|1|4|1
518,benqa_ext_12th-Chemistry-I_0336,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,336,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.032,4|2|2|2|2|2,4|2|2|2|2|2,4|2|2|2|2|2
519,benqa_ext_12th-Physics-I_0299,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,299,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.088,,,
520,benqa_ext_12th-Chemistry-II_0362,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,362,12th,Chemistry-II,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.031,2|1|1|2|2,2|1|1|2|2,2|1|2|2
521,benqa_ext_8th-Math_0084,literature/code/BEnQA/data/BEnQA/8th-Math.csv,84,8th,Math,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.062,8|12|16|17|20|11|5|14|5|16|18,8|12|16|17|20|11|5|14|5|16|18,18|25|10|14|12|19|11|5|14|5|16|18
522,benqa_ext_10th-Physics_0242,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,242,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.096,,,
523,benqa_ext_12th-Chemistry-II_0094,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,94,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.066,0|25|273|273,0|25|273|273,0|25|273|273
524,benqa_ext_8th-Science_0034,literature/code/BEnQA/data/BEnQA/8th-Science.csv,34,8th,Science,A,ai_assisted_review_pass_v1,0,0,,,0,1.103,,,
525,benqa_ext_10th-Math-II_0288,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,288,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.038,4|2|2|1|1|2,4|2|2|1|1|2,4|2|2|1|1|2
526,benqa_ext_12th-Physics-I_0097,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,97,12th,Physics-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.036,1|2|1,1|2|1,1|2|1
527,benqa_ext_12th-Physics-I_0274,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,274,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.058,2|3|48|19|51|88|81|84|84|53,2|3|48|19|51|88|81|84|84|53,2|3|48|19|51|88|81|84|84|53
528,benqa_ext_12th-Biology-II_0261,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,261,12th,Biology-II,C,ai_assisted_review_warn_v1,0,3,,bangla_duplicate_option_text;banglish_duplicate_option_text;english_duplicate_option_text,0,1.013,,,
529,benqa_ext_12th-Physics-II_0004,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,4,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.08,72|40|60|862|5|287|5|287|5,72|40|60|862|5|287|5|287|5,72|40|60|862|5|287|5|287|5
530,benqa_ext_10th-Math-II_0181,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,181,10th,Math-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.034,2|1|2|1|2|4|1|1|4,2|1|2|1|2|4|1|1|4,2|1|2|1|2|4|1|1|4
531,benqa_ext_12th-Chemistry-I_0133,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,133,12th,Chemistry-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.021,3|3|2|3|3|4|4|3|3,3|3|2|3|3|4|4|3|3,3|3|2|3|3|4|4|3|3
532,benqa_ext_10th-Math_0160,literature/code/BEnQA/data/BEnQA/10th-Math.csv,160,10th,Math,C,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.097,8|12|37|7|50|27|301|59|603|19,8|12|37|7|50|27|301|59|603|19,8|12|37|7|50|27|301|59|603|19
533,benqa_ext_12th-Biology-I_0192,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,192,12th,Biology-I,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.031,1|8|12|24|30,1|8|12|24|30,8|12|24|30
534,benqa_ext_10th-Chemistry_0341,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,341,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.089,11|14|17|2|4|12|14,11|14|17|2|4|12|14,11|14|17|2|4|12|14
535,benqa_ext_12th-Biology-I_0203,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,203,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.036,1|6|3,1|6|3,1|6|3
536,benqa_ext_12th-Chemistry-I_0267,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,267,12th,Chemistry-I,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.015,25|150|50|100|75|50|25,25|150|50|100|75|50|25,50|150|25|100|75|50|25
537,benqa_ext_12th-Physics-I_0031,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,31,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.183,,,
538,benqa_ext_10th-Biology_0334,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,334,10th,Biology,A,ai_assisted_review_pass_v1,0,0,,,0,1.046,,,
539,benqa_ext_12th-Math-I_0241,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,241,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,0.978,3|270|3|0|0|3|3|3|0|0,3|270|3|0|0|3|3|3|0|0,3|270|3|0|0|3|3|3|0|0
540,benqa_ext_10th-Chemistry_0201,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,201,10th,Chemistry,C,ai_assisted_review_pass_v1,0,0,,,0,1.034,2|4,2|4,2|4
541,benqa_ext_12th-Chemistry-II_0173,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,173,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.027,3|2|2|4,3|2|2|4,3|2|2|4
542,benqa_ext_12th-Biology-II_0081,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,81,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.014,,,
543,benqa_ext_10th-Physics_0041,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,41,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.036,,,
544,benqa_ext_10th-Chemistry_0386,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,386,10th,Chemistry,A,ai_assisted_review_pass_v1,0,0,,,0,1.038,9|110|10|28|1|675|10|24|1|673|10|24|1|66|10|24,9|110|10|28|1|675|10|24|1|673|10|24|1|66|10|24,9|110|10|28|1|675|10|24|1|673|10|24|1|66|10|24
545,benqa_ext_12th-Biology-I_0106,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,106,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.058,,,
546,benqa_ext_12th-Physics-II_0108,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,108,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.095,0|45|90|180,0|45|90|180,0|45|90|180
547,benqa_ext_10th-Chemistry_0104,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,104,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.068,,,
548,benqa_ext_10th-Math_0107,literature/code/BEnQA/data/BEnQA/10th-Math.csv,107,10th,Math,B,ai_assisted_review_pass_v1,0,0,,,0,1.036,20|01|05|04|05|06|05|05|04,20|01|05|04|05|06|05|05|04,20|01|05|04|05|06|05|05|04
549,benqa_ext_12th-Math-I_0052,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,52,12th,Math-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.069,0|0|0|0,0|0|0|0,0|0|0|0
550,benqa_ext_12th-Chemistry-I_0153,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,153,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.107,,,
551,benqa_ext_12th-Chemistry-II_0191,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,191,12th,Chemistry-II,D,ai_assisted_review_pass_v1,0,0,,,0,0.992,3|2|2|3|2|3|4|2|2,3|2|2|3|2|3|4|2|2,3|2|2|3|2|3|4|2|2
552,benqa_ext_12th-Math-I_0065,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,65,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.008,10|5|10|5|10|10|5|5|10|5|10|5|10|10|5|10,10|5|10|5|10|10|5|5|10|5|10|5|10|10|5|10,10|5|10|5|10|10|5|5|10|5|10|5|10|10|5|10
553,benqa_ext_10th-Math-II_0337,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,337,10th,Math-II,D,ai_assisted_review_pass_v1,0,0,,,0,1.033,1|3|2|3|2|5|6|2|1|4|3|2,1|3|2|3|2|5|6|2|1|4|3|2,1|3|2|3|2|5|6|2|1|4|3|2
554,benqa_ext_12th-Physics-I_0296,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,296,12th,Physics-I,C,ai_assisted_review_warn_v1,0,1,,suspicious_romanization_pattern:\btb[a-z]+,0,1.016,1|1|2|1|2,1|1|2|1|2,1|1|2|1|2
555,benqa_ext_12th-Chemistry-I_0001,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,1,12th,Chemistry-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.06,,,
556,benqa_ext_10th-Biology_0054,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,54,10th,Biology,C,ai_assisted_review_pass_v1,0,0,,,0,1.092,,,
557,benqa_ext_12th-Physics-II_0308,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,308,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.104,,,
558,benqa_ext_12th-Physics-II_0165,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,165,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.092,1|5|5|25|50,1|5|5|25|50,1|5|5|25|50
559,benqa_ext_10th-Physics_0237,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,237,10th,Physics,D,ai_assisted_review_pass_v1,0,0,,,0,1.015,,,
560,benqa_ext_10th-Math-II_0231,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,231,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.018,2|30|45|60|90,2|30|45|60|90,2|30|45|60|90
561,benqa_ext_8th-Science_0144,literature/code/BEnQA/data/BEnQA/8th-Science.csv,144,8th,Science,A,ai_assisted_review_pass_v1,0,0,,,0,1.095,,,
562,benqa_ext_10th-Math_0140,literature/code/BEnQA/data/BEnQA/10th-Math.csv,140,10th,Math,B,ai_assisted_review_pass_v1,0,0,,,0,1.121,,,
563,benqa_ext_12th-Physics-I_0103,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,103,12th,Physics-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.031,,,
564,benqa_ext_12th-Physics-II_0326,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,326,12th,Physics-II,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.068,100|300|400|780|1000|1200|5000|10|000,100|300|400|780|1000|1200|5000|10|000,100|300|400|780|1000|1200|5000|10000
565,benqa_ext_10th-Math_0012,literature/code/BEnQA/data/BEnQA/10th-Math.csv,12,10th,Math,C,ai_assisted_review_pass_v1,0,0,,,0,1.054,0|3|3|33|100|33|90|33|99|30|90,0|3|3|33|100|33|90|33|99|30|90,0|3|3|33|100|33|90|33|99|30|90
566,benqa_ext_12th-Physics-I_0219,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,219,12th,Physics-I,B,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.027,1|2|1|1|1|2|1|2|1|1|2,1|2|1|1|1|2|1|2|1|1|2,1|2|1|1|1|2|1|2|2|1|2
567,benqa_ext_12th-Physics-I_0110,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,110,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.034,0|09|3|1|84|1|2|84|1|3|38|1|4|00|1,0|09|3|1|84|1|2|84|1|3|38|1|4|00|1,0|09|3|1|84|1|2|84|1|3|38|1|4|00|1
568,benqa_ext_12th-Biology-II_0044,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,44,12th,Biology-II,D,ai_assisted_review_pass_v1,0,0,,,0,0.99,,,
569,benqa_ext_12th-Biology-I_0169,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,169,12th,Biology-I,C,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,0.974,1,1,
570,benqa_ext_8th-Science_0002,literature/code/BEnQA/data/BEnQA/8th-Science.csv,2,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,1.01,,,
571,benqa_ext_10th-Physics_0249,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,249,10th,Physics,B,ai_assisted_review_pass_v1,0,0,,,0,1.0,10|6|10|9|10|6|10|9,10|6|10|9|10|6|10|9,10|6|10|9|10|6|10|9
572,benqa_ext_12th-Chemistry-I_0231,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,231,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.036,2|109|107|92|72,2|109|107|92|72,2|109|107|92|72
573,benqa_ext_12th-Math-I_0153,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,153,12th,Math-I,C,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.016,7|7|5|6|6|7|0|30,7|7|5|6|6|7|0|30,7|7|5|6|61|71|0|30
574,benqa_ext_12th-Biology-I_0300,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,300,12th,Biology-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.075,,,
575,benqa_ext_12th-Chemistry-II_0039,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,39,12th,Chemistry-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.02,9|0|6|023|10|23|3|0115|10|23|6|023|10|21|12|046|10|23,9|0|6|023|10|23|3|0115|10|23|6|023|10|21|12|046|10|23,9|0|6|023|10|23|3|0115|10|23|6|023|10|21|12|046|10|23
576,benqa_ext_12th-Math-I_0180,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,180,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.033,3|2|5|4|0|6|1|7|10|2|3|114|19|19|114,3|2|5|4|0|6|1|7|10|2|3|114|19|19|114,3|2|5|4|0|6|1|7|10|2|3|114|19|19|114
577,benqa_ext_10th-Chemistry_0154,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,154,10th,Chemistry,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.028,9|11|10|28|1|673|10|28|1|675|10|28|0,9|11|10|28|1|673|10|28|1|675|10|28|0,9|11|10|28|1|673|10|24|1|675|10|24|0
578,benqa_ext_12th-Physics-I_0238,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,238,12th,Physics-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.099,1|2,1|2,1|2
579,benqa_ext_10th-Physics_0274,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,274,10th,Physics,C,ai_assisted_review_pass_v1,0,0,,,0,1.052,5|10|68|20,5|10|68|20,5|10|68|20
580,benqa_ext_12th-Biology-II_0204,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,204,12th,Biology-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.061,,,
581,benqa_ext_12th-Math-I_0141,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,141,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.044,1|1,1|1,1|1
582,benqa_ext_12th-Math-I_0054,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,54,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.029,2|2|2|2|2,2|2|2|2|2,2|2|2|2|2
583,benqa_ext_10th-Biology_0067,literature/code/BEnQA/data/BEnQA/10th-Biology.csv,67,10th,Biology,B,ai_assisted_review_pass_v1,0,0,,,0,1.096,39|69|170,39|69|170,39|69|170
584,benqa_ext_8th-Math_0014,literature/code/BEnQA/data/BEnQA/8th-Math.csv,14,8th,Math,D,ai_assisted_review_pass_v1,0,0,,,0,1.061,180|270|300|360,180|270|300|360,180|270|300|360
585,benqa_ext_10th-Math-II_0317,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,317,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.11,4|5|6|7|1|7|1|5|4|5|6|7,4|5|6|7|1|7|1|5|4|5|6|7,4|5|6|7|1|7|1|5|4|5|6|7
586,benqa_ext_12th-Math-I_0024,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,24,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,0.986,4|3|3|2|2|3|3|4|2|3|3|4|2|3|3|4|4|3|3|2,4|3|3|2|2|3|3|4|2|3|3|4|2|3|3|4|4|3|3|2,4|3|3|2|2|3|3|4|2|3|3|4|2|3|3|4|4|3|3|2
587,benqa_ext_12th-Physics-II_0044,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,44,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.056,8|2|4|6|8,8|2|4|6|8,8|2|4|6|8
588,benqa_ext_12th-Chemistry-I_0189,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,189,12th,Chemistry-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.091,,,
589,benqa_ext_12th-Chemistry-I_0367,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,367,12th,Chemistry-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.022,2|5|2|4|3|92|10|7|1|95|10|7|3|92|10|14|1|95|10|14,2|5|2|4|3|92|10|7|1|95|10|7|3|92|10|14|1|95|10|14,2|5|2|4|3|92|10|7|1|95|10|7|3|92|10|14|1|95|10|14
590,benqa_ext_12th-Math-I_0026,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,26,12th,Math-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.042,1|2|3|2|3|4|1|5|7|3|2|2|3|4|5,1|2|3|2|3|4|1|5|7|3|2|2|3|4|5,3|2|1|2|3|2|3|4|1|5|7|2|3|4|5
591,benqa_ext_12th-Biology-I_0220,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,220,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.037,,,
592,benqa_ext_12th-Chemistry-I_0178,literature/code/BEnQA/data/BEnQA/12th-Chemistry-I.csv,178,12th,Chemistry-I,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.017,450|35|0|8250|0|7250|0|0825|0|0725,450|35|0|8250|0|7250|0|0825|0|0725,35|450|0|8250|0|7250|0|0825|0|0725
593,benqa_ext_12th-Biology-II_0271,literature/code/BEnQA/data/BEnQA/12th-Biology-II.csv,271,12th,Biology-II,A,ai_assisted_review_pass_v1,0,0,,,0,1.071,2|2,2|2,
594,benqa_ext_12th-Physics-I_0034,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,34,12th,Physics-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.062,1|3|2|3|1,1|3|2|3|1,1|3|2|3|1
595,benqa_ext_12th-Biology-I_0294,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,294,12th,Biology-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
596,benqa_ext_10th-Physics_0071,literature/code/BEnQA/data/BEnQA/10th-Physics.csv,71,10th,Physics,A,ai_assisted_review_pass_v1,0,0,,,0,1.046,1|2|2|2|2|2|3,1|2|2|2|2|2|3,1|2|2|2|2|2|3
597,benqa_ext_10th-Math_0005,literature/code/BEnQA/data/BEnQA/10th-Math.csv,5,10th,Math,A,ai_assisted_review_pass_v1,0,0,,,0,1.031,2|1|2|0|2|6|8,2|1|2|0|2|6|8,2|1|2|0|2|6|8
598,benqa_ext_10th-Chemistry_0252,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,252,10th,Chemistry,D,ai_assisted_review_pass_v1,0,0,,,0,1.036,3|3|2|1|0,3|3|2|1|0,3|3|2|1|0
599,benqa_ext_10th-Math_0351,literature/code/BEnQA/data/BEnQA/10th-Math.csv,351,10th,Math,C,ai_assisted_review_warn_v1,0,1,,bangla_banglish_formulaish_token_mismatch,0,1.044,1|1|1|1|1,1|1|1|1|1,
600,benqa_ext_12th-Physics-II_0022,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,22,12th,Physics-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.079,1|1|4|2|6|5|2|7|8,1|1|4|2|6|5|2|7|8,1|1|4|2|6|5|2|7|8
601,benqa_ext_12th-Chemistry-II_0022,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,22,12th,Chemistry-II,D,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,0.967,2|4|4|2|2|7,2|4|4|2|2|7,2|4|4|2|2|2
602,benqa_ext_12th-Physics-I_0186,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,186,12th,Physics-I,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.062,2|1|2|20|2|10|11|2|2|1|2|3|4,2|1|2|20|2|10|11|2|2|1|2|3|4,20|2|1|2|2|11|11|2|2|2|1|2|3|4
603,benqa_ext_12th-Chemistry-II_0183,literature/code/BEnQA/data/BEnQA/12th-Chemistry-II.csv,183,12th,Chemistry-II,C,ai_assisted_review_warn_v1,0,2,,bangla_duplicate_option_text;banglish_duplicate_option_text,0,1.012,,,
604,benqa_ext_8th-Science_0046,literature/code/BEnQA/data/BEnQA/8th-Science.csv,46,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.089,,,
605,benqa_ext_8th-Science_0104,literature/code/BEnQA/data/BEnQA/8th-Science.csv,104,8th,Science,C,ai_assisted_review_pass_v1,0,0,,,0,0.963,,,
606,benqa_ext_12th-Physics-II_0123,literature/code/BEnQA/data/BEnQA/12th-Physics-II.csv,123,12th,Physics-II,C,ai_assisted_review_pass_v1,0,0,,,0,1.059,0|2|1|2|0|1|2|0|0|2|0,0|2|1|2|0|1|2|0|0|2|0,0|2|1|2|0|1|2|0|0|2|0
607,benqa_ext_12th-Biology-I_0132,literature/code/BEnQA/data/BEnQA/12th-Biology-I.csv,132,12th,Biology-I,A,ai_assisted_review_pass_v1,0,0,,,0,1.052,,,
608,benqa_ext_8th-Science_0181,literature/code/BEnQA/data/BEnQA/8th-Science.csv,181,8th,Science,D,ai_assisted_review_pass_v1,0,0,,,0,1.095,,,
609,benqa_ext_8th-Science_0125,literature/code/BEnQA/data/BEnQA/8th-Science.csv,125,8th,Science,A,ai_assisted_review_warn_v1,0,1,,bangla_english_digit_mismatch,0,1.069,26|27|1|2|2|3|2|1,26|27|1|2|2|3|2|1,1|2|2|3|2|1
610,benqa_ext_12th-Physics-I_0189,literature/code/BEnQA/data/BEnQA/12th-Physics-I.csv,189,12th,Physics-I,D,ai_assisted_review_pass_v1,0,0,,,0,1.045,,,
611,benqa_ext_12th-Math-I_0044,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,44,12th,Math-I,B,ai_assisted_review_pass_v1,0,0,,,0,1.032,2|2|2|2,2|2|2|2,2|2|2|2
612,benqa_ext_12th-Math-I_0373,literature/code/BEnQA/data/BEnQA/12th-Math-I.csv,373,12th,Math-I,C,ai_assisted_review_pass_v1,0,0,,,0,1.032,2|3|6|0|3|2|2|3|2|3|3|2,2|3|6|0|3|2|2|3|2|3|3|2,2|3|6|0|3|2|2|3|2|3|3|2
613,benqa_ext_12th-Math-II_0113,literature/code/BEnQA/data/BEnQA/12th-Math-II.csv,113,12th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.019,3|2|4|2|1|1|2|2|3|0|3|2,3|2|4|2|1|1|2|2|3|0|3|2,3|2|4|2|1|1|2|2|3|0|3|2
614,benqa_ext_10th-Math-II_0217,literature/code/BEnQA/data/BEnQA/10th-Math-II.csv,217,10th,Math-II,B,ai_assisted_review_pass_v1,0,0,,,0,1.067,2|3|2|3|7|3|7|3,2|3|2|3|7|3|7|3,2|3|2|3|7|3|7|3
615,benqa_ext_10th-Chemistry_0075,literature/code/BEnQA/data/BEnQA/10th-Chemistry.csv,75,10th,Chemistry,B,ai_assisted_review_pass_v1,0,0,,,0,1.034,1|2|3|4,1|2|3|4,1|2|3|4
