model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,gold_numeric_values,raw_numeric_values,parsed_numeric_values,gold_numeric_count,raw_numeric_count,parsed_numeric_count,raw_has_any_number,parsed_has_any_number,raw_full_numeric_signature,parsed_full_numeric_signature,wrong_raw_full_numeric_signature,wrong_parsed_full_numeric_signature,wrong_without_raw_number,source,line,raw_excerpt
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",False,30.5 kilograms,3;4,30.5,30.5,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,109,30.5 kilograms
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1687,"কাঠালের ওজন ৩ কিলোগ্রাম , তরমুজের ওজন ৪ কিলোগ্রাম",False,3 kg,3;4,3,3,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,357,3 kg
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,"বাবুর্চি 150টি পেঁয়াজ কাটেছিল, তার সহকর্মী 250টি পেঁয়াজ কাটেছিল। বাবুর্চি 75 মিনিট কাজ করেছিল, তার সহকর্মী 100 মিনিট ক",70;95;190;210,75;100;150;250,75;100;150;250,4,4,4,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,163,"বাবুর্চি 150টি পেঁয়াজ কাটেছিল, তার সহকর্মী 250টি পেঁয়াজ কাটেছিল। বাবুর্চি 75 মিনিট কাজ করেছিল, তার সহকর্মী 100 মিনিট ক"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,1750,70;95;190;210,1750,1750,4,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,49,1750
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1688,"বাবুর্চী কাটে ৭০ মিনিটে ২১০টি পেঁয়াজ, সহকারী কাটে ১৯০টি পেঁয়াজ ৯৫ মিনিটে",False,"Chef: 125 onions, Assistant: 275 onions, Chef worked 50 minutes, Assistant worked 75 minutes",70;95;190;210,50;75;125;275,50;75;125;275,4,4,4,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,165,"Chef: 125 onions, Assistant: 275 onions, Chef worked 50 minutes, Assistant worked 75 minutes"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,4,10;14,4,4,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,67,4
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,4,10;14,4,4,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,107,4
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1690,"সেন্টুর ছিল ১০টি, মিন্টুর ছিল ১৪টি খেলনা গাড়ি",False,Mintu initially had 4 cars and Sentu initially had 3 cars.,10;14,3;4,3;4,2,2,2,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,69,Mintu initially had 4 cars and Sentu initially had 3 cars.
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,2. ৩ লিটারের পাত্রে,1;3;5,1;2;3;7;10,2;3,3,5,2,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,436,1. প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে আসি এবং ১০ লিটার দুধের কলসিতে বাকি ৭ লিটার দুধ থাকে। 2. ৩ লিটারের পাত্রে
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,shudhu ta diye kibhabe kretake 1 litar dudh deya sombhob.,1;3;5,1,1,3,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,193,shudhu ta diye kibhabe kretake 1 litar dudh deya sombhob.
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1691,প্রথমে ৩ লিটারের পাত্রে ৩ লিটার দুধ নিয়ে তা ৫ লিটারের পাত্রে ঢালতে হবে। এবারও একইভাবে আবারও ৩ লিটার দুধ নিয়ে ৫ লিটারের পাত্রে আছে আরো ঢালতে হবে যতক্ষণ না ৫ লিটারের পাত্রটি পূর্ণ হয়। পাত্রটি পূর্ণ হওয়ার পর যে অবশিষ্ট দুধ ৩ লিটারের পাত্রে থেকে যাবে তার পরিমাণ ১ লিটার।,False,"Fill the 5-liter container and pour it into the 3-liter container until full, leaving 2 liters in the 5-liter container. Empty the 3-liter container, then pour the 2 liters from the 5-liter container into the 3-liter container. Fill the 5-liter container again, then use it to fill the 3-liter container until full, which will leave exactly 1 liter in the 5-liter container.",1;3;5,1;2;3;5,1;2;3;5,3,4,4,True,True,True,True,True,True,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,438,"Fill the 5-liter container and pour it into the 3-liter container until full, leaving 2 liters in the 5-liter container. Empty the 3-liter container, then pour the 2 liters from..."
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,"4 পুরুষ, 8 মহিলা, 8 শিশু",1;5;14,4;8,4;8,3,2,2,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,361,"4 পুরুষ, 8 মহিলা, 8 শিশু"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,500,1;5;14,500,500,3,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,54,500
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1692,"১জন পুরুষ, ৫ জন মহিলা এবং ১৪ জন শিশু",False,"5, 4, 11",1;5;14,4;5;11,4;5;11,3,3,3,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,363,"5, 4, 11"
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1693,24,False,20,24,20,20,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,97,20
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1693,24,False,28,24,28,28,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,37,28
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1693,24,False,60,24,60,60,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,99,60
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,10iseconds,1,10,10,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,4,10iseconds
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,200,1,200,200,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,81,200
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1694,১ মিনিট,False,100(seconds),1,100,100,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,6,100(seconds)
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,130,36;39;45;60,130,130,4,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,40,130
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,200 kototi royechhe ebong 37 mot gachh koyoti.,36;39;45;60,37;200,37;200,4,2,2,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,199,200 kototi royechhe ebong 37 mot gachh koyoti.
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1695,"নারিকেল গাছ 60টি, আম গাছ ৪৫টি, বট গাছ ৩৬টি, ফুলের গাছ ৩৯টি",False,Flower trees = 39,36;39;45;60,39;49;65;195,39,4,4,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_dev50_v2/results/runs/qwen25_7b_8bit_validation200_v4_dev50.jsonl,42,Total trees = 195 Coconut trees = 65 Mango trees = 49 Banyan trees = 39 Flower trees = 39
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,0.925ltr,0.18;1.8,0.925,0.925,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,328,0.925ltr
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,200 liters,0.18;1.8,200,200,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,160,200 liters
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1696,০.১৮ লিটার অথবা ১.৮ লিটার,False,200 liters,0.18;1.8,200,200,2,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,330,200 liters
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1697,70,False,25,70,25,25,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,367,25
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1697,70,False,50,70,50,50,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,185,50
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1697,70,True,70,70,70,70,1,1,1,True,True,True,True,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,369,70
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,8,13,8,8,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,106,8
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,6,13,6,6,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,79,6
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1698,১৩ টা,False,10,13,10,10,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,108,10
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1699,132,False,36,132,36,36,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,229,36
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1699,132,False,193,132,193,193,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,130,193
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1699,132,False,36,132,36,36,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,231,36
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,54,36,54,54,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,316,54
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,80,36,80,80,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v5_banglish_pinned/results/runs/qwen2_5_7b_8bit_validation200_v5_banglish_pinned.jsonl,144,80
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,english,English,banglamath,short_answer,short_answer,banglamath_1703,৩৬টি,False,80,36,80,80,1,1,1,True,True,False,False,False,False,False,results/runs/qwen25_7b_8bit_validation200_v4_test150/results/runs/qwen25_7b_8bit_validation200_v4_test150.jsonl,318,80
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,কাজের পরিমাণ অপরিবর্তিত থাকলে লোক সংখ্যা বাড়ালে সময় কমে।,,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,304,কাজের পরিমাণ অপরিবর্তিত থাকলে লোক সংখ্যা বাড়ালে সময় কমে।
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,{kajer poriman oporibortit thakle lok songkhya barale somoy ki hoy},,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,102,{kajer poriman oporibortit thakle lok songkhya barale somoy ki hoy}
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0181,সময় কমে যায়,False,"If the amount of work remains the same, increasing the number of workers decreases the time required to complete the work.",,,,0,0,0,False,False,False,False,False,False,True,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,306,"If the amount of work remains the same, increasing the number of workers decreases the time required to complete the work."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,False,600,600,1;7;15;40;280;600,600,1,6,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,217,১ কেজি চালের দাম = 280 ÷ 7 = 40 টাকা ১৫ কেজি চালের দাম = 15 × 40 = 600 টাকা 600
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,False,cannot be derived.,600,,,1,0,0,False,False,False,False,False,False,True,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,73,"The given text appears to be in a mix of Bengali and possibly a typo or miscommunication. It seems to be trying to express a calculation or comparison involving ""keji chaler"" (p..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0182,৬০০ টাকা,False,600,600,7;15;40;280;600,600,1,5,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,219,"First, find the cost per kg of rice: Cost per kg = Total cost / Weight = 280 Taka / 7 kg = 40 Taka per kg Now, find the cost of 15 kg: Cost of 15 kg = 15 × 40 = 600 Taka 600"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,দিন = 750 ÷,30,15;25;50;750,750,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,307,ছাত্রাবাসে ৫০ জনের ১৫ দিনের খাদ্য আছে। খাদ্যের মোট পরিমাণ = 50 × 15 = 750 জন-দিন। এই খাদ্যটি ২৫ জনের চলবে কত দিন? দিন = 750 ÷
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,15 din,30,15,15,1,1,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,103,15 din
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0183,৩০ দিন,False,30,30,15;25;30;50;750,30,1,5,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,309,"The total amount of food is enough for 50 people for 15 days. So, total food = 50 × 15 = 750 person-days. If there are now 25 people, the number of days the food will last is: 7..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,False,\frac{450}{9000} = 0.05 \text{ টা�,12000,0.05;450;9000,0.05,1,3,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,124,"প্রতিদিন ৪৫০ টাকা লাভ হলে ৯০০০ টাকা বিনিয়োগ করা হয়। এটি মানে, প্রতি টাকা বিনিয়োগে লাভ = \[ \frac{450}{9000} = 0.05 \text{ টা�"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,False,প্রতি টাকার লাভ = 450 টাকা প্রতি 9000 টাকা বিনিয়,12000,450;600;9000,450;9000,1,3,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,42,"9000 taka biniyoge protidin 450 taka labh hole 600 taka labh korte koto biniyog korte hobe? ধরা হয়, বিনিয়োগ করা হবে x টাকা। প্রতি টাকার লাভ = 450 টাকা প্রতি 9000 টাকা বিনিয়"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0184,১২০০০ টাকা,False,0.05 \times,12000,0.05;1;2;450;600;9000,0.05,1,6,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,126,We are given: - An investment of 9000 Taka yields 450 Taka profit per day. - We want to find the investment that yields 600 Taka per day. ### Step 1: Find the profit per Taka Pr...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,"আমরা চাই জানবো, ৪৫ দিন চলতে কত কেজি চাল প্রয়োজন।",200,10;27;45;120,45,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,316,"প্রদত্ত তথ্য: ১২০ কেজি চালে ১০ জন লোকের ২৭ দিন চলে। আমরা চাই জানবো, ৪৫ দিন চলতে কত কেজি চাল প্রয়োজন। ধরা যাক, এক জ"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,→ 1 jon loker 45 din chole = 45 × (4/9) =,200,0.4444444444444444444444444444;1;10;12;27;45;120,0.4444444444444444444444444444;1;45,1,7,3,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,106,"120 keji chale 10 jon loker 27 din chole → 10 jon loker 27 din chole 120 keji → 1 jon loker 27 din chole = 120 / 10 = 12 keji → 1 jon loker 1 din chole = 12 / 27 = 4/9 keji Now,..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0185,২০০ কেজি,False,\frac{120}{27} = \frac{40}{9} \text{ kg/day},200,1;4.444444444444444444444444444;10;27;45;120,4.444444444444444444444444444,1,6,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,318,We are given: - 120 kg of rice lasts 10 people for 27 days. We want to find out how much rice is needed to last 10 people for 45 days. ### Step 1: Find daily rice consumption pe...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,\frac{D_1}{D_2} = \frac{S_2}{S,0.5;22,1;2;15;20;30,1;2,2,5,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,520,We are given: - 2 quintals of rice last for 15 students for 30 days. - We need to find how many days 20 students can be fed with the same amount of rice. --- **Step 1: Understan...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,40,0.5;22,1;2;15;20;30;40,40,2,6,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,174,"2 kuintal chale 15 jon chhatrer 30 din chole। Tumi 20 jon chhatrer koto din cholbe? Purbo kore, 2 kuintal chale 15 jon chhatrer 30 din chole, Teha 15 jon = 30 din Teha 1 jon = 3..."
