model_subset,subset_size,id,dataset,domain,subject,task_type,review_label,bangla_correct,banglish_correct,english_correct,banglish_minus_bangla,banglish_minus_english,alternate_best_correct,strong_alternate_low_banglish,zero_banglish_any_alternate,banglish_beats_alternate
Qwen3-4B,1,benqa_10th-Physics_0045,benqa,physics,Physics,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_8th-Science_0086,benqa,science,Science,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Math-II_0139,benqa,math-ii,Math-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0325,benqa,biology-ii,Biology-II,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-I_0289,benqa,physics-i,Physics-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0541,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Math_0190,benqa,math,Math,mcq,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0042,benqa,biology-i,Biology-I,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,banglamath_0557,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0218,benqa,biology-i,Biology-I,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0342,benqa,math-i,Math-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0236,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0122,benqa,biology-ii,Biology-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0189,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0119,benqa,biology-ii,Biology-II,mcq,unreviewed,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_10th-Math-II_0367,benqa,math-ii,Math-II,mcq,minor_edit,0,1,1,1,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0256,benqa,physics-i,Physics-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0253,benqa,physics-i,Physics-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0191,benqa,chemistry,Chemistry,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0174,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Biology_0339,benqa,biology,Biology,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Math-II_0062,benqa,math-ii,Math-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0260,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0077,benqa,biology-i,Biology-I,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Physics_0084,benqa,physics,Physics,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-II_0267,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1693,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0227,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0354,benqa,chemistry-ii,Chemistry-II,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,banglamath_0532,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0277,benqa,biology,Biology,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0184,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Math_0324,benqa,math,Math,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0388,benqa,chemistry,Chemistry,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0542,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0292,benqa,physics-ii,Physics-II,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0294,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,benqa_8th-Science_0014,benqa,science,Science,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,banglamath_1688,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Math-I_0120,benqa,math-i,Math-I,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0160,benqa,biology-i,Biology-I,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_0230,banglamath,math,,short_answer,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_1685,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1692,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Science_0153,benqa,science,Science,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_0228,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0109,benqa,physics-i,Physics-I,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-I_0181,benqa,biology-i,Biology-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0222,benqa,biology-i,Biology-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Math_0167,benqa,math,Math,mcq,major_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0218,benqa,math-i,Math-I,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0088,benqa,math-i,Math-I,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-II_0043,benqa,math-ii,Math-II,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0550,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0227,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,0,1,1,1,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0085,benqa,physics-ii,Physics-II,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0197,benqa,biology,Biology,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen3-4B,1,benqa_12th-Physics-II_0037,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0533,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Math-II_0230,benqa,math-ii,Math-II,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0214,benqa,physics-i,Physics-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0232,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0182,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Physics_0198,benqa,physics,Physics,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-II_0049,benqa,biology-ii,Biology-II,mcq,unreviewed,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_10th-Chemistry_0280,benqa,chemistry,Chemistry,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0128,benqa,biology-ii,Biology-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Math_0031,benqa,math,Math,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_1698,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0328,benqa,chemistry-i,Chemistry-I,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_1694,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0046,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0186,benqa,math-i,Math-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0553,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Science_0127,benqa,science,Science,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_0226,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Math_0085,benqa,math,Math,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0310,benqa,math-i,Math-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_8th-Science_0062,benqa,science,Science,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_8th-Science_0098,benqa,science,Science,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0143,benqa,biology,Biology,mcq,unreviewed,0,1,0,1,1,0,False,False,True
Qwen3-4B,1,benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_0519,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0540,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0237,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Math-II_0347,benqa,math-ii,Math-II,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Math-II_0214,benqa,math-ii,Math-II,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0181,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0183,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0215,benqa,biology,Biology,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,banglamath_0185,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1690,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,banglamath_1687,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Physics_0021,benqa,physics,Physics,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Math_0032,benqa,math,Math,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Math-I_0326,benqa,math-i,Math-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Physics_0055,benqa,physics,Physics,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Biology_0156,benqa,biology,Biology,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Math-I_0383,benqa,math-i,Math-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0538,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0213,benqa,biology,Biology,mcq,unreviewed,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_10th-Math-II_0326,benqa,math-ii,Math-II,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen3-4B,1,banglamath_0518,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0233,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_8th-Science_0042,benqa,science,Science,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_1699,banglamath,math,,short_answer,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0552,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0290,benqa,physics-ii,Physics-II,mcq,minor_edit,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_8th-Math_0072,benqa,math,Math,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0539,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0133,benqa,physics-i,Physics-I,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Biology_0128,benqa,biology,Biology,mcq,minor_edit,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-II_0195,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0190,benqa,chemistry-i,Chemistry-I,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_8th-Math_0062,benqa,math,Math,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0549,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Math-I_0029,benqa,math-i,Math-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0322,benqa,chemistry,Chemistry,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-II_0203,benqa,biology-ii,Biology-II,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,banglamath_1703,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Physics_0106,benqa,physics,Physics,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Math-I_0187,benqa,math-i,Math-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0149,benqa,biology,Biology,mcq,unreviewed,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Physics_0130,benqa,physics,Physics,mcq,bad,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0286,benqa,chemistry-i,Chemistry-I,mcq,bad,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0131,benqa,physics-ii,Physics-II,mcq,bad,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0188,benqa,biology,Biology,mcq,unreviewed,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,banglamath_1686,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0188,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Physics_0036,benqa,physics,Physics,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0090,benqa,biology,Biology,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1696,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0531,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen3-4B,1,benqa_10th-Physics_0296,benqa,physics,Physics,mcq,unreviewed,0,1,0,1,1,0,False,False,True
Qwen3-4B,1,benqa_10th-Physics_0150,benqa,physics,Physics,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_0526,banglamath,math,,short_answer,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Math-II_0357,benqa,math-ii,Math-II,mcq,minor_edit,1,1,0,0,1,1,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_8th-Science_0202,benqa,science,Science,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_8th-Science_0078,benqa,science,Science,mcq,minor_edit,0,1,1,1,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Math-I_0202,benqa,math-i,Math-I,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1684,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0186,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0231,banglamath,math,,short_answer,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_8th-Science_0159,benqa,science,Science,mcq,minor_edit,0,0,1,0,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Physics_0280,benqa,physics,Physics,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Biology_0057,benqa,biology,Biology,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,mcq,minor_edit,1,0,0,-1,0,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,banglamath_1697,banglamath,math,,short_answer,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_8th-Science_0024,benqa,science,Science,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,mcq,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0187,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0559,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0521,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1691,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_0229,banglamath,math,,short_answer,unreviewed,1,0,1,-1,-1,1,True,True,False
Qwen3-4B,1,benqa_10th-Math-II_0102,benqa,math-ii,Math-II,mcq,minor_edit,1,1,1,0,0,1,False,False,False
Qwen3-4B,1,banglamath_0558,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,banglamath_1695,banglamath,math,,short_answer,unreviewed,0,0,0,0,0,0,False,False,False
Qwen3-4B,1,benqa_10th-Math_0044,benqa,math,Math,mcq,minor_edit,1,0,1,-1,-1,1,True,True,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Biology-I_0265,benqa,biology-i,Biology-I,mcq,minor_edit,0,0,2,0,-2,2,True,True,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Chemistry-II_0240,benqa,chemistry-ii,Chemistry-II,mcq,unreviewed,0,2,1,2,1,1,False,False,True
Qwen2.5-3B + Qwen2.5-7B,2,benqa_10th-Chemistry_0111,benqa,chemistry,Chemistry,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_10th-Math_0186,benqa,math,Math,mcq,unreviewed,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Chemistry-II_0194,benqa,chemistry-ii,Chemistry-II,mcq,unreviewed,1,1,2,0,-1,2,True,False,False
Qwen2.5-3B + Qwen2.5-7B,2,banglamath_0234,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Chemistry-II_0054,benqa,chemistry-ii,Chemistry-II,mcq,unreviewed,1,2,2,1,0,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,banglamath_0522,banglamath,math,,short_answer,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Math-II_0234,benqa,math-ii,Math-II,mcq,unreviewed,2,1,2,-1,-1,2,True,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_10th-Math_0271,benqa,math,Math,mcq,minor_edit,0,0,1,0,-1,1,False,True,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_10th-Physics_0045,benqa,physics,Physics,mcq,minor_edit,1,1,2,0,-1,2,True,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_8th-Science_0086,benqa,science,Science,mcq,unreviewed,1,1,1,0,0,1,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_10th-Math-II_0139,benqa,math-ii,Math-II,mcq,minor_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Biology-II_0325,benqa,biology-ii,Biology-II,mcq,unreviewed,0,0,2,0,-2,2,True,True,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Physics-I_0289,benqa,physics-i,Physics-I,mcq,minor_edit,0,1,0,1,1,0,False,False,True
Qwen2.5-3B + Qwen2.5-7B,2,banglamath_0541,banglamath,math,,short_answer,major_edit,0,0,0,0,0,0,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_8th-Math_0190,benqa,math,Math,mcq,major_edit,2,2,2,0,0,2,False,False,False
Qwen2.5-3B + Qwen2.5-7B,2,benqa_12th-Biology-I_0042,benqa,biology-i,Biology-I,mcq,minor_edit,1,2,0,1,2,1,False,False,True
Qwen2.5-3B + Qwen2.5-7B,2,banglamath_0557,banglamath,math,,short_answer,minor_edit,1,0,0,-1,0,1,False,True,False
