id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,unique_content_token_count,banglatlit_seen_token_count,banglatlit_seen_unique_token_count,banglatlit_frequent_token_count,token_coverage,unique_token_coverage,frequent_token_coverage,top_unseen_tokens,bangla_correct_models,banglish_correct_models,english_correct_models,banglish_fragility_events,strict_bangla_english_fragility_events,banglish_preview
banglamath_0188,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,22,14,17,11,12,0.7727,0.7857,0.5455,doinik; kajoti; porishrom,0,0,0,0,0,25 jon lok doinik 6 ghonta porishrom kore ekti kaj 8 dine shesh kore. 10 jon lok doinik koto ghonta porishrom kore oi kajoti sh...
benqa_10th-Physics_0036,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,13,13,5,5,2,0.3846,0.3846,0.1538,byokti; ekojon; keji; kshomota; ojoner; oyat; pahare; uchu,3,3,3,0,0,"70 keji ojoner ekojon byokti 5 minite 100 m uchu pahare uthe, tar kshomota koto oyat? [g = 9.8 ms^{-2}] A. 3500 B. 1400 C. 228...."
benqa_12th-Chemistry-I_0218,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,7,3,3,2,0.4286,0.4286,0.2857,angle; hoh; onute; panir,1,1,1,0,0,"panir onute \angle HOH er man koto? A. 120^{\circ} B. 109^{\circ} C. 107^{\circ} D. 104.5^{\circ} Answer with only A, B, C, or D."
benqa_10th-Biology_0090,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,3,1,1,0,0.3333,0.3333,0.0,konti; potonggoporagi,1,1,2,1,0,"potonggoporagi ful konti? A. dhan B. kochu C. sorisha D. akh Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0117,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,18,17,4,4,0,0.2222,0.2353,0.0,alodihaid; bikarok; byobohrit; dnph; drobon; feling; iii; kitoner; konti; modhye; niruponer; parthoky,1,0,2,2,1,alodihaid o kitoner modhye parthoky niruponer jony byobohrit bikarok- i. tolen bikarok ii. 2 : 4 - DNPH iii. feling drobon nich...
benqa_12th-Biology-II_0034,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,0,0,0,0.0,0.0,0.0,konti; kshudr; kshudrantrer; ongsh,1,1,2,2,0,"kshudrantrer kshudr ongsh konti? A. pailoras B. diodenam C. jejunam D. iliyam Answer with only A, B, C, or D."
benqa_12th-Physics-II_0088,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,15,15,6,6,3,0.4,0.4,0.2,byakhya; haigen; iii; konti; nitir; protifolon; protisoron; sahajye; somoborton,0,0,0,0,0,haigen‌s er nitir sahajye byakhya kora jay- i. protisoron ii. protifolon iii. somoborton nicher konti sothik? A. i o ii B. i o...
banglamath_1696,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,10,10,3,3,2,0.3,0.3,0.2,dorokar; gram; litar; lobon; lobonomishrit; panir; shorobot,0,0,0,0,0,20 gram lobon diye 10% lobonomishrit shorobot banate koto litar panir dorokar? Return only the final answer.
banglamath_0531,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,12,9,4,4,4,0.3333,0.4444,0.3333,alu; gram; jomite; keji; khond,0,0,0,0,0,ek khond jomite 500 keji 700 gram alu hole 11 khond jomite koto alu hobe Return only the final answer.
benqa_12th-Chemistry-II_0305,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,3,3,2,0.5,0.5,0.3333,oc; rms; tapomatray,0,1,0,0,0,27^oC tapomatray O_2 er RMS man koto? A. 453.23 ms^{-1} B. 463.34 ms^{-1} C. 473.45 ms^{-1} D. 483.56 ms^{-1} Answer with only...
benqa_10th-Physics_0296,benqa,physics,Physics,10th,mcq,auto_romanized_unverified_v4,unreviewed,9,9,1,1,1,0.1111,0.1111,0.1111,bikriyar; chein; dhape; dwitiy; iureniyamer; kototi; nirgot; niutron,0,1,1,1,0,"iureniyamer chein bikriyar dwitiy dhape kototi niutron nirgot hoy? A. 2 ti B. 3 ti C. 6 ti D. 9 ti Answer with only A, B, C, or D."
benqa_10th-Physics_0150,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,3,0,0,0,0.0,0.0,0.0,konti; rashi; skelar,1,2,3,1,1,"konti skelar rashi? A. beg B. druti C. soron D. tworon Answer with only A, B, C, or D."
banglamath_0526,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,9,8,3,3,3,0.3333,0.375,0.3333,bhumi; khetrofol; mitar; tribhujer; ucchota,2,0,3,3,2,ekti tribhujer bhumi 10 mitar o ucchota 6 mitar hole khetrofol koto Return only the final answer.
benqa_10th-Chemistry_0110,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,0,0,0,0.0,0.0,0.0,chuner; konti; panir; songket,1,0,3,3,1,"chuner panir songket konti? A. CaCO_{3} B. CaO C. Ca(OH)_{2} D. Ca(HCO_{3})_{2} Answer with only A, B, C, or D."
benqa_10th-Math-II_0357,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,11,10,6,5,2,0.5455,0.5,0.1818,bistritite; frac; konti; left; nirnoyer,1,1,0,0,0,\left ( 2 - \frac{x}{2} \right ){6} er bistritite (1.8875)^{6} nirnoyer jony x er man nicher konti? A. -0.225 B. -0.1125 C. 0.0...
benqa_12th-Chemistry-II_0013,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,2,2,2,0.3333,0.3333,0.3333,byobohrit; ghumer; konti; oushodh,1,1,3,2,1,ghumer oushodh hisebe byobohrit hoy konti? A. foromalodihaid B. asitalodihaid C. pyaralodihaid D. metalodihaid Answer with only...
benqa_8th-Science_0202,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,1,1,0,0.25,0.25,0.0,khaddo; konti; shringkhol,3,0,3,3,3,sothik khaddo-shringkhol konti? A. ghas \rightarrow faitoplyangkoton \rightarrow juplangkoton B. ju-plangkoton \rightarrow fait...
benqa_8th-Science_0078,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,22,22,8,8,6,0.3636,0.3636,0.2727,alo; apoton; bayu; bibhedotol; borabor; circ; ekshetre; jaoyar; koner; madhyome; madhyomer; protisorit,0,1,1,0,0,alo kach theke bayu madhyome jaoyar somoy apoton kon 32^{\circ} hole protisorit roshniti madhyomer bibhedotol borabor jay. eksh...
benqa_12th-Math-I_0202,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,7,1,1,1,0.1429,0.1429,0.1429,cosx; dx; frac; int; sinx; sqrt,3,2,2,1,0,\int \frac{cosx}{\sqrt{sinx}} dx = koto? A. 2\sqrt{cosx} + c B. 2\sqrt{sinx} + c C. \frac{1}{2} \sqrt{cosx} + c D. \frac{1}{2}...
benqa_12th-Physics-II_0213,benqa,physics-ii,Physics-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,9,9,2,2,1,0.2222,0.2222,0.1111,adorsh; gyaser; modhye; prokriyay; ruddhotapiy; sompork; tapomatrar,0,0,0,0,0,ruddhotapiy prokriyay ekti adorsh gyaser chap o tapomatrar modhye sompork- A. P^{\gamma - 1} = dhrubok B. P^{\gamma} T^{\gama +...
banglamath_1684,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,23,18,9,8,4,0.3913,0.4444,0.1739,bochhor; boyoser; chhil; jomoj; karim; putr; putrer; putroder; saheber; somoshti,0,0,0,0,0,karim saheber 3 putr ebong prothom 2 jon jomoj . 3 putrer bortoman boyoser somoshti 29 bochhor. 6 bochhor purbe tader boyoser s...
banglamath_0186,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,9,8,6,8,0.6154,0.6667,0.6154,chale; chhatrer; kuintal,0,0,0,0,0,2 kuintal chale 15 jon chhatrer 30 din chole. oi chale 20 jon chhatrer koto din cholbe Return only the final answer.
banglamath_0231,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,8,8,6,6,4,0.75,0.75,0.5,kroyomullo; labhe,0,0,2,2,0,ekti kolom 20% labhe 24 takay bikroy korle kroyomullo koto Return only the final answer.
benqa_8th-Science_0159,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,2,2,0,0.5,0.5,0.0,konti; rosalo,0,0,1,1,0,"nicher konti rosalo fol? A. ata B. kola C. anaros D. kanthal Answer with only A, B, C, or D."
benqa_10th-Physics_0280,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,3,1,1,0,0.3333,0.3333,0.0,konti; rodhokotto,2,2,3,1,0,tamar rodhokotto konti? A. 1.6 \times 10^{-8}\Omega m B. 1.68 \times 10^{-8}\Omega m C. 2.44 \times 10^{-8}\Omega m D. 5.5 \tim...
benqa_10th-Chemistry_0132,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,3,0,0,0,0.0,0.0,0.0,bisforok; konti; podarth,2,0,3,3,2,"bisforok podarth konti? A. ti.en.ti B. benojin C. toluin D. jailin Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0228,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,23,16,9,6,6,0.3913,0.375,0.2609,ag; aq; bikriya; bikriyati; bikriyatite; iii; jarit; konti; ridoks; xrightarrow,2,1,3,2,2,Ni(s) + 2Ag^{+}(aq) \xrightarrow{2e^{-}} Ni^{2+}(aq) + 2Ag(s); bikriyatite- i. Ni jarit hoy ii. Ag jarit hoy iii. bikriyati ekt...
benqa_12th-Physics-I_0254,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,7,7,2,2,0,0.2857,0.2857,0.0,konti; kshetr; matrar; mohakorsh; prabolyer,1,1,1,0,0,mohakorsh kshetr prabolyer matrar khetre konti sothik? A. [LT^{-1}] B. [LT^{-2}] C. [MLT^{-1}] D. [MLT^{-2}] Answer with only A...
benqa_10th-Biology_0057,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,28,25,8,8,4,0.2857,0.32,0.1429,akh; bagane; begun; bhutta; bijaroner; esid; esitik; gachh; goni; iii; kichhu; konti,2,1,1,1,0,goni saheb tar bagane emon kichhu gachh lagiyechhen jar CO_{2} bijaroner prothom sthayi podarth oksalo esitik esid. goni saheb...
benqa_12th-Biology-II_0247,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,14,13,2,2,2,0.1429,0.1538,0.1429,bodhir; ddee; dwara; kros; muk; rightarrow; sombhabona; sontan; times; uddipoke; ullikhit,2,2,0,1,0,P \rightarrow DdEe \times ddEE uddipoke ullikhit kros dwara muk o bodhir sontan hobar sombhabona koto? A. 25% B. 50% C. 75% D....
benqa_12th-Biology-I_0039,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,4,0,0,0,0.0,0.0,0.0,hochchhe; ongsh; ontohstiliy; udbhider,1,0,0,1,0,"udbhider ontohstiliy ongsh hochchhe- A. haipodarmis B. epidarmis C. mojjaroshmi D. karteks Answer with only A, B, C, or D."
benqa_12th-Chemistry-II_0235,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,4,1,1,0,0.25,0.25,0.0,esid; konti; luis,2,1,3,2,2,"nicher konti luis esid? A. AlCl_{3} B. H_{2}CO_{3} C. NH_{3} D. H_{3}PO_{4} Answer with only A, B, C, or D."
banglamath_1697,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,8,8,7,7,6,0.875,0.875,0.75,bhag,1,1,2,1,0,30 ke 1/2 diye bhag kore 10 jog korle koto hoy? Return only the final answer.
benqa_8th-Science_0024,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,8,8,2,2,2,0.25,0.25,0.25,bornomala; ingreji; konodhare; kromojomogulo; maitosiser; mot,1,0,0,1,0,maitosiser konodhare kromojomogulo ingreji bornomala J er mot hoy? A. profej B. metafej C. enafej D. telofej Answer with only A...
benqa_12th-Biology-II_0179,benqa,biology-ii,Biology-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,8,2,2,2,0.25,0.25,0.25,ayon; bandhote; dhatob; jomat; rokt; sohayota,2,0,3,3,2,"rokt jomat bandhote kon dhatob ayon sohayota kore? A. Ca^{++} B. Mg^{++} C. Cu^{++} D. Fe^{++} Answer with only A, B, C, or D."
benqa_12th-Biology-I_0277,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,2,2,2,0.4,0.4,0.4,ghas; gotr; konotike,1,1,3,2,0,"konotike ghas gotr bola hoy? A. solanesi B. saikyadesi C. malobhesi D. poyesi Answer with only A, B, C, or D."
benqa_10th-Chemistry_0194,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,5,2,2,1,0.4,0.4,0.2,mouloti; odhik; sokriy,1,1,3,2,0,"nicher kon mouloti odhik sokriy? A. O B. P C. N D. F Answer with only A, B, C, or D."
banglamath_0187,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,16,15,10,9,8,0.625,0.6,0.5,bandh; kajoti; kotojon; otirikt; shromik; shromiker,0,0,0,0,0,ekti bandh toiri korte 360 jon shromiker 25 din lage. 18 dine kajoti shesh korte kotojon otirikt shromik lagbe Return only the...
banglamath_0559,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,8,8,4,4,4,0.5,0.5,0.5,borgokshetrer; khetrofol; mitar; porisima,0,0,0,0,0,ekti borgokshetrer porisima 160 mitar hole tar khetrofol koto Return only the final answer.
banglamath_0521,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,9,4,4,4,0.4,0.4444,0.4,doirgho; jomir; mitar; porisima; prostho,0,0,0,0,0,ekti jomir doirgho 20 mitar o prostho 15 mitar hole tar porisima koto Return only the final answer.
banglamath_1691,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,major_edit,38,27,16,15,11,0.4211,0.5556,0.2895,beru; dudh; duti; goyalar; kachhe; kolosite; kretake; litar; litarer; mapar; oporoti; patro,0,0,0,0,0,"beru goyalar kachhe ekti kolosite 10 litar dudh ebong dudh mapar duti khali patro, ekti 5 litarer, oporoti 3 litarer. se kretak..."
benqa_12th-Physics-I_0157,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,15,15,6,6,4,0.4,0.4,0.2667,beg; bhor; briddhi; briddhir; gotishoktir; jothakrome; kotogun; tinogun; ubhoyoke,2,0,0,2,0,bhor ebong beg ubhoyoke briddhi kore jothakrome tinogun kora hole gotishoktir briddhir poriman kotogun hobe? A. 27 B. 21 C. 18...
benqa_12th-Biology-I_0056,benqa,biology-i,Biology-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,4,4,1,1,1,0.25,0.25,0.25,haidothod; konotite; thakote,1,0,1,1,1,"konotite haidothod thakote pare? A. pata B. ful C. mul D. kand Answer with only A, B, C, or D."
banglamath_0229,banglamath,math,,six,short_answer,auto_romanized_unverified_v4,unreviewed,7,7,4,4,3,0.5714,0.5714,0.4286,bhognangshe; doshomik; korole,3,0,3,3,3,150% ke doshomik bhognangshe prokash korole ki hoy Return only the final answer.
benqa_10th-Math-II_0102,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,8,5,5,3,0.625,0.625,0.375,bindu; somorekh; tinoti,1,1,1,0,0,"M(1, - 1), N(2, 2) ebong R(4, a) bindu tinoti somorekh hole, a er man koto? A. 2 B. 4 C. 6 D. 8 Answer with only A, B, C, or D."
banglamath_0558,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,10,2,2,2,0.2,0.2,0.2,ayotokar; baganer; dirgh; doirgho; gun; mitar; prosther; prostho,0,0,0,0,0,60 mitar dirgh ayotokar baganer doirgho prosther 3 gun hole prostho koto Return only the final answer.
banglamath_1695,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,22,15,6,4,4,0.2727,0.2667,0.1818,bagane; bhag; fuler; gachh; gachhoam; kototi; koyoti; mot; narokelogachh; parke; royechhe,0,0,0,0,0,"1ti parke 1/3 bhag narokelogachh, 1/4 gachhoam gachh, 1/5 bhag bot gachh ebong 39ti fuler gachh. bagane kon gachh kototi royech..."
benqa_10th-Math_0044,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,6,2,2,2,0.3333,0.3333,0.3333,borger; kototi; protisamy; rekha,3,0,3,3,3,"ekti borger kototi protisamy rekha ache? A. 8ti B. 6ti C. 4ti D. 2ti Answer with only A, B, C, or D."
