model,id,review_label,quality_status,subject,grade,domain,gold,banglish_option,banglish_correct,gold_D,banglish_D,banglish_wrong_D,banglish_invalid
Qwen3-4B,benqa_12th-Chemistry-I_0174,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0190,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0218,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0227,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0260,minor_edit,human_reviewed_banglish_v5,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0286,bad,human_review_bad_banglish,Chemistry-I,12th,chemistry-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Chemistry-I_0303,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Chemistry-I_0328,unreviewed,auto_romanized_unverified_v4,Chemistry-I,12th,chemistry-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-II_0043,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0214,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,C,C,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-II_0230,minor_edit,human_reviewed_banglish_v5,Math-II,12th,math-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Math-II_0234,unreviewed,auto_romanized_unverified_v4,Math-II,12th,math-ii,A,invalid,False,False,False,False,True
Qwen3-4B,benqa_12th-Math-I_0029,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0088,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0120,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Math-I_0186,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0187,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0202,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,B,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0218,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,A,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0310,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,B,B,True,False,False,False,False
Qwen3-4B,benqa_12th-Math-I_0326,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,B,invalid,False,False,False,False,True
Qwen3-4B,benqa_12th-Math-I_0342,unreviewed,auto_romanized_unverified_v4,Math-I,12th,math-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Math-I_0383,minor_edit,human_reviewed_banglish_v5,Math-I,12th,math-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0037,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0046,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0085,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0088,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0131,bad,human_review_bad_banglish,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0195,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0213,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,D,C,False,True,False,False,False
Qwen3-4B,benqa_12th-Physics-II_0219,unreviewed,auto_romanized_unverified_v4,Physics-II,12th,physics-ii,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Physics-II_0267,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0290,minor_edit,human_reviewed_banglish_v5,Physics-II,12th,physics-ii,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0292,unreviewed,auto_romanized_unverified_v4,Physics-II,12th,physics-ii,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0008,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0079,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,C,C,True,False,False,False,False
Qwen3-4B,benqa_12th-Physics-I_0106,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_12th-Physics-I_0109,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0133,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0157,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,A,C,False,False,False,False,False
Qwen3-4B,benqa_12th-Physics-I_0214,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0253,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,A,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0254,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,B,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0256,unreviewed,auto_romanized_unverified_v4,Physics-I,12th,physics-i,C,D,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0289,minor_edit,human_reviewed_banglish_v5,Physics-I,12th,physics-i,D,D,True,True,True,False,False
Qwen3-4B,benqa_8th-Math_0031,minor_edit,human_reviewed_banglish_v5,Math,8th,math,D,D,True,True,True,False,False
Qwen3-4B,benqa_8th-Math_0062,unreviewed,auto_romanized_unverified_v4,Math,8th,math,D,D,True,True,True,False,False
Qwen3-4B,benqa_8th-Math_0072,unreviewed,auto_romanized_unverified_v4,Math,8th,math,B,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Math_0085,minor_edit,human_reviewed_banglish_v5,Math,8th,math,C,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Math_0167,major_edit,human_reviewed_banglish_v5,Math,8th,math,C,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Math_0190,major_edit,human_reviewed_banglish_v5,Math,8th,math,B,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0014,minor_edit,human_reviewed_banglish_v5,Science,8th,science,D,D,True,True,True,False,False
Qwen3-4B,benqa_8th-Science_0024,unreviewed,auto_romanized_unverified_v4,Science,8th,science,C,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0042,unreviewed,auto_romanized_unverified_v4,Science,8th,science,B,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0062,unreviewed,auto_romanized_unverified_v4,Science,8th,science,D,D,True,True,True,False,False
Qwen3-4B,benqa_8th-Science_0078,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,C,True,False,False,False,False
Qwen3-4B,benqa_8th-Science_0086,unreviewed,auto_romanized_unverified_v4,Science,8th,science,A,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0098,minor_edit,human_reviewed_banglish_v5,Science,8th,science,A,B,False,False,False,False,False
Qwen3-4B,benqa_8th-Science_0127,minor_edit,human_reviewed_banglish_v5,Science,8th,science,B,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0153,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,D,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0159,minor_edit,human_reviewed_banglish_v5,Science,8th,science,B,C,False,False,False,False,False
Qwen3-4B,benqa_8th-Science_0202,minor_edit,human_reviewed_banglish_v5,Science,8th,science,C,A,False,False,False,False,False
