model,id,gold,bangla_option,english_option,banglish_option,bangla_correct,english_correct,banglish_correct,be_both_valid,all_valid,be_agree,be_agreement_option,be_agree_non_d,be_agree_d,be_correct_agree,be_correct_agree_non_d,be_correct_agree_d,banglish_same_as_agreement,banglish_switches_from_agreement,banglish_D,banglish_wrong_D,banglish_correct_on_agreement
Qwen3-4B,benqa_12th-Physics-II_0037,B,C,C,D,False,False,False,True,True,True,C,True,False,False,False,False,False,True,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0046,C,B,C,D,False,True,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0085,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_12th-Physics-II_0088,A,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0131,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0195,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0213,D,C,C,C,False,False,False,True,True,True,C,True,False,False,False,False,True,False,False,False,False
Qwen3-4B,benqa_12th-Physics-II_0219,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_12th-Physics-II_0267,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0290,B,B,A,D,True,False,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-II_0292,C,A,C,D,False,True,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0008,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_12th-Physics-I_0079,C,C,C,C,True,True,True,True,True,True,C,True,False,True,True,False,True,False,False,False,True
Qwen3-4B,benqa_12th-Physics-I_0106,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_12th-Physics-I_0109,C,C,C,D,True,True,False,True,True,True,C,True,False,True,True,False,False,True,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0133,C,C,C,D,True,True,False,True,True,True,C,True,False,True,True,False,False,True,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0157,A,D,C,C,False,False,False,True,True,False,none,False,False,False,False,False,False,False,False,False,False
Qwen3-4B,benqa_12th-Physics-I_0214,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0253,A,C,D,D,False,False,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0254,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0256,C,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_12th-Physics-I_0289,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_8th-Math_0031,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_8th-Math_0062,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_8th-Math_0072,B,D,A,D,False,False,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_8th-Math_0085,C,C,C,D,True,True,False,True,True,True,C,True,False,True,True,False,False,True,True,True,False
Qwen3-4B,benqa_8th-Math_0167,C,D,C,D,False,True,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_8th-Math_0190,B,D,D,D,False,False,False,True,True,True,D,False,True,False,False,False,True,False,True,True,False
Qwen3-4B,benqa_8th-Science_0014,D,D,C,D,True,False,True,True,True,False,none,False,False,False,False,False,False,False,True,False,False
Qwen3-4B,benqa_8th-Science_0024,C,B,B,D,False,False,False,True,True,True,B,True,False,False,False,False,False,True,True,True,False
Qwen3-4B,benqa_8th-Science_0042,B,C,B,D,False,True,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0062,D,D,D,D,True,True,True,True,True,True,D,False,True,True,False,True,True,False,True,False,True
Qwen3-4B,benqa_8th-Science_0078,C,A,C,C,False,True,True,True,True,False,none,False,False,False,False,False,False,False,False,False,False
Qwen3-4B,benqa_8th-Science_0086,A,D,A,D,False,True,False,True,True,False,none,False,False,False,False,False,False,False,True,True,False
Qwen3-4B,benqa_8th-Science_0098,A,B,B,B,False,False,False,True,True,True,B,True,False,False,False,False,True,False,False,False,False
Qwen3-4B,benqa_8th-Science_0127,B,B,B,D,True,True,False,True,True,True,B,True,False,True,True,False,False,True,True,True,False
Qwen3-4B,benqa_8th-Science_0153,C,C,C,D,True,True,False,True,True,True,C,True,False,True,True,False,False,True,True,True,False
Qwen3-4B,benqa_8th-Science_0159,B,C,B,C,False,True,False,True,True,False,none,False,False,False,False,False,False,False,False,False,False
Qwen3-4B,benqa_8th-Science_0202,C,C,C,A,True,True,False,True,True,True,C,True,False,True,True,False,False,True,False,False,False
