id,dataset,domain,subject,grade,task_type,quality_status,review_label,content_token_count,variation_seen_token_count,high_variation_token_count,variation_seen_share,high_variation_share,spelling_variation_exposure,mean_repeated_variants_seen,variation_exposure_quartile_all,variation_exposure_quartile_dataset,model,bangla_correct,banglish_correct,english_correct,banglish_fragile,strict_bangla_english_fragile,all_script_hard
benqa_8th-Math_0085,benqa,math,Math,8th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.1667,2.0,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0310,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,6,2,0,0.3333,0.0,0.3333,2.0,q2,q2,Qwen3-4B,True,True,True,False,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,3,1,0.3333,0.1111,0.6667,3.0,q4,q4,Qwen2.5-3B,False,False,True,True,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,3,1,0.3333,0.1111,0.6667,3.0,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Science_0062,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,9,3,1,0.3333,0.1111,0.6667,3.0,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,7,3,0.2692,0.1154,0.6538,3.4286,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,7,3,0.2692,0.1154,0.6538,3.4286,q4,q4,Qwen2.5-7B,False,True,False,False,False,False
benqa_8th-Science_0098,benqa,science,Science,8th,mcq,human_reviewed_banglish_v5,minor_edit,26,7,3,0.2692,0.1154,0.6538,3.4286,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,3,1,0.25,0.0833,0.5833,3.3333,q3,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,3,1,0.25,0.0833,0.5833,3.3333,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-I_0008,benqa,physics-i,Physics-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,12,3,1,0.25,0.0833,0.5833,3.3333,q3,q3,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Physics-I_0106,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Physics-II_0219,benqa,physics-ii,Physics-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,4,1,0.5714,0.1429,1.0,2.75,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,4,1,0.5714,0.1429,1.0,2.75,q4,q4,Qwen2.5-7B,True,True,False,False,False,False
benqa_10th-Biology_0143,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,4,1,0.5714,0.1429,1.0,2.75,q4,q4,Qwen3-4B,False,True,False,False,False,False
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,3,0,0.1875,0.0,0.1875,2.0,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,3,0,0.1875,0.0,0.1875,2.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-II_0067,benqa,chemistry-ii,Chemistry-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,3,0,0.1875,0.0,0.1875,2.0,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,7,1,0.2917,0.0417,0.5833,3.0,q3,q3,Qwen2.5-3B,True,False,False,True,False,False
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,7,1,0.2917,0.0417,0.5833,3.0,q3,q3,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0037,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,24,7,1,0.2917,0.0417,0.5833,3.0,q3,q3,Qwen3-4B,True,False,True,True,True,False
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,3,0,0.3,0.0,0.3,2.0,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,3,0,0.3,0.0,0.3,2.0,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0519,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,10,3,0,0.3,0.0,0.3,2.0,q2,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,4,0,0.3333,0.0,0.25,1.75,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,4,0,0.3333,0.0,0.25,1.75,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0540,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,12,4,0,0.3333,0.0,0.25,1.75,q2,q1,Qwen3-4B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,6,0,0.6667,0.0,0.3333,1.5,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,6,0,0.6667,0.0,0.3333,1.5,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0237,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,9,6,0,0.6667,0.0,0.3333,1.5,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,3,0,0.375,0.0,0.375,2.0,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,3,0,0.375,0.0,0.375,2.0,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Math-II_0347,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,8,3,0,0.375,0.0,0.375,2.0,q2,q2,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-3B,True,True,False,False,False,False
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-II_0214,benqa,math-ii,Math-II,12th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,0,0.1429,0.0,0.1429,2.0,q1,q2,Qwen3-4B,True,True,True,False,False,False
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,6,0,0.6,0.0,0.7,2.1667,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,6,0,0.6,0.0,0.7,2.1667,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0181,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,10,6,0,0.6,0.0,0.7,2.1667,q4,q4,Qwen3-4B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,7,1,0.5385,0.0769,0.7692,2.4286,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,7,1,0.5385,0.0769,0.7692,2.4286,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0183,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,7,1,0.5385,0.0769,0.7692,2.4286,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,4,1,0.1667,0.0417,0.3333,3.0,q2,q2,Qwen2.5-3B,False,False,True,True,False,False
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,4,1,0.1667,0.0417,0.3333,3.0,q2,q2,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Biology_0215,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,24,4,1,0.1667,0.0417,0.3333,3.0,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,2,0,0.0909,0.0,0.0909,2.0,q1,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,2,0,0.0909,0.0,0.0909,2.0,q1,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_10th-Chemistry_0336,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,22,2,0,0.0909,0.0,0.0909,2.0,q1,q2,Qwen3-4B,True,True,False,False,False,False
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,6,0,0.4615,0.0,0.4615,2.0,q3,q3,Qwen2.5-3B,True,False,False,True,False,False
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,6,0,0.4615,0.0,0.4615,2.0,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0185,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,13,6,0,0.4615,0.0,0.4615,2.0,q3,q3,Qwen3-4B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,22,7,0.4314,0.1373,0.7843,2.8182,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,22,7,0.4314,0.1373,0.7843,2.8182,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1690,banglamath,math,,Eight,short_answer,auto_romanized_unverified_v4,unreviewed,51,22,7,0.4314,0.1373,0.7843,2.8182,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,1,0.5,0.25,1.5,4.0,q4,q4,Qwen2.5-3B,False,True,True,False,False,False
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,1,0.5,0.25,1.5,4.0,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Chemistry_0041,benqa,chemistry,Chemistry,10th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,1,0.5,0.25,1.5,4.0,q4,q4,Qwen3-4B,False,False,True,True,False,False
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,11,0,0.3667,0.0,0.1667,1.4545,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,11,0,0.3667,0.0,0.1667,1.4545,q1,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1687,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,30,11,0,0.3667,0.0,0.1667,1.4545,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_10th-Physics_0021,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,3,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,3,0,0.6,0.0,0.8,2.3333,q4,q4,Qwen2.5-3B,True,False,True,True,True,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,3,0,0.6,0.0,0.8,2.3333,q4,q4,Qwen2.5-7B,True,True,False,False,False,False
benqa_10th-Math_0032,benqa,math,Math,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,3,0,0.6,0.0,0.8,2.3333,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,1,0,0.125,0.0,0.125,2.0,q1,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,1,0,0.125,0.0,0.125,2.0,q1,q2,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Math-I_0326,benqa,math-i,Math-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,8,1,0,0.125,0.0,0.125,2.0,q1,q2,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,6,0,0.2222,0.0,0.2222,2.0,q2,q2,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,6,0,0.2222,0.0,0.2222,2.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-I_0283,benqa,biology-i,Biology-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,27,6,0,0.2222,0.0,0.2222,2.0,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,4,1,0.4444,0.1111,1.2222,3.75,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,4,1,0.4444,0.1111,1.2222,3.75,q4,q4,Qwen2.5-7B,False,False,True,True,False,False
benqa_10th-Physics_0055,benqa,physics,Physics,10th,mcq,human_reviewed_banglish_v5,minor_edit,9,4,1,0.4444,0.1111,1.2222,3.75,q4,q4,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.25,2.0,q2,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.25,2.0,q2,q2,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Chemistry-I_0028,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,1,0,0.25,0.0,0.25,2.0,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,1,0.4,0.2,1.2,4.0,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,1,0.4,0.2,1.2,4.0,q4,q4,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Chemistry_0374,benqa,chemistry,Chemistry,10th,mcq,auto_romanized_unverified_v4,unreviewed,5,2,1,0.4,0.2,1.2,4.0,q4,q4,Qwen3-4B,True,False,True,True,True,False
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.1667,2.0,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.1667,2.0,q2,q2,Qwen2.5-7B,False,True,True,False,False,False
benqa_10th-Biology_0156,benqa,biology,Biology,10th,mcq,human_reviewed_banglish_v5,minor_edit,6,1,0,0.1667,0.0,0.1667,2.0,q2,q2,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,0,0.5,0.0,0.25,1.5,q2,q2,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,0,0.5,0.0,0.25,1.5,q2,q2,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Math-I_0383,benqa,math-i,Math-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,2,0,0.5,0.0,0.25,1.5,q2,q2,Qwen3-4B,True,True,True,False,False,False
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,4,0,0.25,0.0,0.3125,2.25,q2,q2,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,4,0,0.25,0.0,0.3125,2.25,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0538,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,16,4,0,0.25,0.0,0.3125,2.25,q2,q2,Qwen3-4B,False,False,False,False,False,True
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,1,0.1429,0.1429,0.4286,4.0,q3,q3,Qwen2.5-3B,True,False,False,True,False,False
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,1,0.1429,0.1429,0.4286,4.0,q3,q3,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Biology_0213,benqa,biology,Biology,10th,mcq,auto_romanized_unverified_v4,unreviewed,7,1,1,0.1429,0.1429,0.4286,4.0,q3,q3,Qwen3-4B,True,False,False,True,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,2,0,0.4,0.0,0.4,2.0,q2,q3,Qwen2.5-3B,True,True,True,False,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,2,0,0.4,0.0,0.4,2.0,q2,q3,Qwen2.5-7B,True,True,True,False,False,False
benqa_10th-Math-II_0326,benqa,math-ii,Math-II,10th,mcq,human_reviewed_banglish_v5,minor_edit,5,2,0,0.4,0.0,0.4,2.0,q2,q3,Qwen3-4B,False,True,False,False,False,False
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,4,0,0.3077,0.0,0.2308,1.75,q2,q1,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,4,0,0.3077,0.0,0.2308,1.75,q2,q1,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0518,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,major_edit,13,4,0,0.3077,0.0,0.2308,1.75,q2,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,False,False,False,False,False,True
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_12th-Biology-II_0321,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,5,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,False,False,False,True
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen2.5-3B,False,True,True,False,False,False
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen2.5-7B,True,False,True,True,True,False
benqa_12th-Biology-II_0287,benqa,biology-ii,Biology-II,12th,mcq,human_reviewed_banglish_v5,minor_edit,13,2,0,0.1538,0.0,0.0769,1.5,q1,q1,Qwen3-4B,True,False,True,True,True,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Physics-I_0079,benqa,physics-i,Physics-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,5,0,0.3125,0.0,0.5,2.6,q3,q3,Qwen2.5-3B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,5,0,0.3125,0.0,0.5,2.6,q3,q3,Qwen2.5-7B,False,False,False,False,False,True
benqa_12th-Chemistry-I_0140,benqa,chemistry-i,Chemistry-I,12th,mcq,human_reviewed_banglish_v5,minor_edit,16,5,0,0.3125,0.0,0.5,2.6,q3,q3,Qwen3-4B,True,True,True,False,False,False
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,9,0,0.8182,0.0,0.9091,2.1111,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,9,0,0.8182,0.0,0.9091,2.1111,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_0233,banglamath,math,,six,short_answer,human_reviewed_banglish_v5,minor_edit,11,9,0,0.8182,0.0,0.9091,2.1111,q4,q4,Qwen3-4B,False,False,False,False,False,True
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-3B,True,False,True,True,True,False
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen2.5-7B,False,False,True,True,False,False
benqa_8th-Science_0042,benqa,science,Science,8th,mcq,auto_romanized_unverified_v4,unreviewed,4,0,0,0.0,0.0,0.0,0.0,q1,q1,Qwen3-4B,False,False,True,True,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen2.5-3B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen2.5-7B,True,True,True,False,False,False
benqa_12th-Chemistry-I_0303,benqa,chemistry-i,Chemistry-I,12th,mcq,auto_romanized_unverified_v4,unreviewed,5,1,1,0.2,0.2,1.2,7.0,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,2,0,0.6667,0.0,0.6667,2.0,q4,q4,Qwen2.5-3B,False,False,False,False,False,True
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,2,0,0.6667,0.0,0.6667,2.0,q4,q4,Qwen2.5-7B,False,False,False,False,False,True
banglamath_1699,banglamath,math,,Eight,short_answer,human_reviewed_banglish_v5,minor_edit,3,2,0,0.6667,0.0,0.6667,2.0,q4,q4,Qwen3-4B,True,True,True,False,False,False
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen2.5-3B,True,False,False,True,False,False
banglamath_0552,banglamath,math,,seven,short_answer,human_reviewed_banglish_v5,minor_edit,10,4,0,0.4,0.0,0.3,1.75,q2,q2,Qwen2.5-7B,False,False,False,False,False,True
