model,model_id,dataset,task_type,id,domain,subject,grade,english_structural_warning,english_structural_group,english_warning_codes,bangla_correct,banglish_correct,english_correct,banglish_miss,recoverable_banglish_miss,bangla_any_recovery,english_any_recovery,both_alternate_recovery,all_script_hard,banglish_unique_success
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math-II_0367,math-ii,Math-II,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math_0032,math,Math,10th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math_0044,math,Math,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math_0186,math,Math,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math_0271,math,Math,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Math_0324,math,Math,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0021,physics,Physics,10th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0036,physics,Physics,10th,True,english_structural_warning,digits,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0045,physics,Physics,10th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0055,physics,Physics,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0084,physics,Physics,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0106,physics,Physics,10th,True,english_structural_warning,digits,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0130,physics,Physics,10th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0150,physics,Physics,10th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0198,physics,Physics,10th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0280,physics,Physics,10th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_10th-Physics_0296,physics,Physics,10th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0034,biology-ii,Biology-II,12th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0049,biology-ii,Biology-II,12th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0119,biology-ii,Biology-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0122,biology-ii,Biology-II,12th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0128,biology-ii,Biology-II,12th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0179,biology-ii,Biology-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0203,biology-ii,Biology-II,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0247,biology-ii,Biology-II,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0287,biology-ii,Biology-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0321,biology-ii,Biology-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-II_0325,biology-ii,Biology-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0039,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0042,biology-i,Biology-I,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0056,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0077,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0160,biology-i,Biology-I,12th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0181,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0218,biology-i,Biology-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0222,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0265,biology-i,Biology-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0277,biology-i,Biology-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Biology-I_0283,biology-i,Biology-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0013,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0054,chemistry-ii,Chemistry-II,12th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0067,chemistry-ii,Chemistry-II,12th,True,english_structural_warning,formulas,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0117,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0194,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0228,chemistry-ii,Chemistry-II,12th,True,english_structural_warning,formulas,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0235,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0240,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0294,chemistry-ii,Chemistry-II,12th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0305,chemistry-ii,Chemistry-II,12th,True,english_structural_warning,digits formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-II_0354,chemistry-ii,Chemistry-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0028,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0037,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0140,chemistry-i,Chemistry-I,12th,True,english_structural_warning,digits formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0174,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0190,chemistry-i,Chemistry-I,12th,True,english_structural_warning,formulas,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0218,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0227,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0260,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0286,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0303,chemistry-i,Chemistry-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Chemistry-I_0328,chemistry-i,Chemistry-I,12th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-II_0043,math-ii,Math-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-II_0214,math-ii,Math-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-II_0230,math-ii,Math-II,12th,True,english_structural_warning,digits,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-II_0234,math-ii,Math-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0029,math-i,Math-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0088,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0120,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0186,math-i,Math-I,12th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0187,math-i,Math-I,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0202,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0218,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0310,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0326,math-i,Math-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0342,math-i,Math-I,12th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Math-I_0383,math-i,Math-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0037,physics-ii,Physics-II,12th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0046,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0085,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0088,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0131,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0195,physics-ii,Physics-II,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0213,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0219,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0267,physics-ii,Physics-II,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0290,physics-ii,Physics-II,12th,True,english_structural_warning,digits,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-II_0292,physics-ii,Physics-II,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0008,physics-i,Physics-I,12th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0079,physics-i,Physics-I,12th,True,english_structural_warning,formulas,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0106,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0109,physics-i,Physics-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0133,physics-i,Physics-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0157,physics-i,Physics-I,12th,True,english_structural_warning,digits,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0214,physics-i,Physics-I,12th,True,english_structural_warning,formulas,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0253,physics-i,Physics-I,12th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0254,physics-i,Physics-I,12th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0256,physics-i,Physics-I,12th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_12th-Physics-I_0289,physics-i,Physics-I,12th,True,english_structural_warning,formulas,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0031,math,Math,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0062,math,Math,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0072,math,Math,8th,True,english_structural_warning,digits,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0085,math,Math,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0167,math,Math,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Math_0190,math,Math,8th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0014,science,Science,8th,False,english_structural_clean,,True,True,False,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0024,science,Science,8th,False,english_structural_clean,,True,False,False,True,True,True,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0042,science,Science,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0062,science,Science,8th,False,english_structural_clean,,False,False,True,True,True,False,True,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0078,science,Science,8th,True,english_structural_warning,formulas,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0086,science,Science,8th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0098,science,Science,8th,False,english_structural_clean,,False,True,False,False,False,False,False,False,False,True
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0127,science,Science,8th,False,english_structural_clean,,False,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0153,science,Science,8th,False,english_structural_clean,,True,True,True,False,False,False,False,False,False,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0159,science,Science,8th,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen2.5-7B 8-bit,Qwen/Qwen2.5-7B-Instruct,benqa,mcq,benqa_8th-Science_0202,science,Science,8th,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0181,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0182,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0183,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0184,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0185,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0186,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0187,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0188,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0189,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0226,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0227,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0228,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0229,math,,six,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0230,math,,six,False,english_structural_clean,,True,False,True,True,True,True,True,True,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0231,math,,six,True,english_structural_warning,digits,False,False,True,True,True,False,True,False,False,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0232,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0233,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0234,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0236,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglamath,short_answer,banglamath_0237,math,,six,False,english_structural_clean,,False,False,False,True,False,False,False,False,True,False
